end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,Assets,AssetsCurrent,AssetsFairValueDisclosure,CapitalizedContractCostAmortization,CapitalizedContractCostImpairmentLoss,CapitalizedContractCostNetCurrent,CapitalizedContractCostNetNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,CostsAndExpenses,DeferredRentReceivablesNet,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DividendsPayableCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareBasicDistributed,EarningsPerShareDiluted,EarningsPerShareDilutedDistributed,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EquityMethodInvestments,FairValueAdjustmentOfWarrants,FinancialLiabilitiesFairValueDisclosure,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncomeTaxReconciliationTaxCredits,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerAsset,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestAndOtherIncome,InterestIncomeExpenseNonoperatingNet,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseIncentivePayableCurrentAndNoncurrent,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermNotesPayable,LossContingencyDamagesSoughtValue,LossContingencyPendingClaimsNumber,LossContingencyPendingClaimsNumber,LossContingencyPendingClaimsNumber,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NotesPayableCurrent,NumberOfOperatingSegments,NumberOfReportableSegments,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherIncome,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherReceivables,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockDividendsIncomeStatementImpact,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromNotesPayable,ProceedsFromStockOptionsExercised,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ResearchAndDevelopmentExpense,RestrictedCashNoncurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardPercentageOfOutstandingStockMaximum,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,TemporaryEquityAccretionOfDividends,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,TemporaryEquityDividendsAdjustment,TemporaryEquityLiquidationPreference,TemporaryEquityParOrStatedValuePerShare,TemporaryEquitySharesAuthorized,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,UnrecognizedTaxBenefitsPeriodIncreaseDecrease,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantDownRoundFeatureIncreaseDecreaseInEquityAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2018-06-30,2018-09-26,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,,610000.0,,2330000.0,532000.0,337000.0,-14285000.0,,352000.0,318000.0,0.0,1000.0,8432973.0,,16096000.0,14430000.0,,,,,,13470000.0,13470000.0,,8499028.0,0.0001,100000000.0,166373.0,166373.0,,775000.0,,4572000.0,,,,,,,,,72000.0,,1352000.0,-11.78,,3.22,-11.78,3.22,,165000.0,3600000.0,,-3058000.0,10199000.0,40000.0,,,,,,,81000.0,41000.0,,687000.0,,,,,,,,,,,,,,,,,,,,,,68000.0,,,,13914000.0,16096000.0,5067000.0,,,,,,,,,-1424000.0,-1959000.0,,,,-4550000.0,,,,,,,,,,77000.0,,1000.0,345000.0,,,,,,,535000.0,,,,,,960000.0,,,,,,1617000.0,1280000.0,3885000.0,,-57735000.0,22000.0,22000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,,,-72020000.0,,,,,,,535000.0,74202000.0,,74202000.0,0.0001,60000000.0,36196193.0,36196193.0,,,,,,8847000.0,166373.0,,166373.0
2018-09-30,2018-11-14,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,,1760000.0,800000.0,4890000.0,154000.0,410000.0,97018000.0,,428000.0,394000.0,0.0,1000.0,2756331.0,,38573000.0,36282000.0,,,,,,34077000.0,34077000.0,,2793109.0,0.0001,100000000.0,8103783.0,8103783.0,1000.0,553000.0,,7642000.0,,,,,,,,,73000.0,,,-1.97,,0.0,-1.97,0.0,,221000.0,3000000.0,980000.0,1388000.0,,42000.0,,,,,,,,39000.0,,735000.0,,-20000.0,,,,,,,,,,,,,,,,,,,,119000.0,,,,7203000.0,38573000.0,7203000.0,,,,,,,,,-7909000.0,-7914000.0,,,,-6620000.0,,,,,,,,,,78000.0,,,41000.0,,,,,,,5000.0,,,,,,1405000.0,,,,,,1641000.0,1231000.0,6907000.0,,-65649000.0,1022000.0,1022000.0,,,,,,,,,,,,,,,,,,1800000.0,,,,,,,,,,,,,,,,,31368000.0,,,75560000.0,,,,,,6000.0,0.0,0.0001,60000000.0,0.0,0.0,,,,,-10236000.0,,4019459.0,,4019459.0
2018-12-31,2019-03-28,10-K,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,438000.0,2331000.0,1660000.0,2944000.0,56000.0,491000.0,97401000.0,1658000.0,1658000.0,1526000.0,0.0,5000.0,2792135.0,,31611000.0,28347000.0,455000.0,,,,,24237000.0,24237000.0,-859000.0,2792135.0,0.0001,100000000.0,8104757.0,8104757.0,1000.0,22000.0,,26874000.0,,6000.0,12632000.0,10228000.0,1368000.0,,1053000.0,12632000.0,278000.0,283000.0,,-7.45,-7.45,0.43,-7.45,0.43,0.21,254000.0,,960000.0,-1632000.0,455000.0,43000.0,18000.0,,5000.0,5000.0,5000.0,5000.0,81000.0,38000.0,,3874000.0,0.0,-40000.0,0.0,2000.0,5813000.0,,733000.0,-4642000.0,178000.0,1000.0,-1300000.0,783000.0,1297000.0,2097000.0,1660000.0,800000.0,,-97000.0,648000.0,,2207000.0,420000.0,,,,5297000.0,31611000.0,5297000.0,,,0.0,,,25089000.0,-1677000.0,-24271000.0,-22105000.0,-23462000.0,,1.0,1.0,-24117000.0,314000.0,,,,,,,,,314000.0,38186000.0,,995000.0,,,,438000.0,677000.0,1000000.0,1357000.0,,,,,,2012000.0,25079000.0,,,10000.0,-22105000.0,1762000.0,1271000.0,23000000.0,,-71088000.0,,2757000.0,1658000.0,,,,,,,,77908.0,,,,,,68212.0,291100.0,,,825205.0,12.15,,,,,,,,9.63,10.52,17.21,,,974.0,,26314000.0,,,75560000.0,,25079000.0,10000.0,,,,,0.0001,60000000.0,0.0,0.0,486000.0,271000.0,2000.0,5800000.0,-10236000.0,,3146632.0,3146632.0,3146632.0
2019-03-31,2019-05-14,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,2142000.0,2716000.0,0.0,1825000.0,108000.0,572000.0,97859000.0,450000.0,450000.0,417000.0,0.0,2000.0,3206765.0,,23250000.0,20511000.0,,,,,,16311000.0,16311000.0,-7926000.0,3553575.0,0.0001,100000000.0,8107290.0,8107290.0,1000.0,,,8759000.0,,,,,,,,,81000.0,83000.0,,-0.99,-0.99,,-0.99,,,144000.0,5600000.0,518000.0,,,45000.0,,,,,,,,36000.0,,1641000.0,0.0,-442000.0,2000.0,2000.0,,,,,,,,,484000.0,-612000.0,-1660000.0,-1098000.0,,-22000.0,,1703000.0,47000.0,116000.0,,,,4541000.0,23250000.0,4541000.0,,,,,,8000.0,-120000.0,-7814000.0,-8063000.0,-8063000.0,,1.0,1.0,-7737000.0,81000.0,,,,,,,,,81000000.0,,,995000.0,,,,,,120000.0,,,,,,,2058000.0,,,,8000.0,-8063000.0,1762000.0,1190000.0,7118000.0,,-79151000.0,1022000.0,1022000.0,450000.0,0.0,,0.82,0.78,,0.0253,0.0247,763973.0,,346810.0,,,15000.0,9629.0,343875.0,6.52,2500000.0,1239835.0,11.05,,,,,,,,2.89,12.86,8.92,,1300000.0,2533.0,,18709000.0,,,,,,8000.0,,,,,,,,,,,,,,,8105636.0,8105636.0,8105636.0
2019-06-30,2019-08-12,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,1448000.0,1544000.0,1000000.0,3468000.0,197000.0,654000.0,98395000.0,,536000.0,503000.0,0.0,1000.0,3217075.0,,15874000.0,13357000.0,,,,,,8519000.0,8519000.0,,3553575.0,0.0001,100000000.0,8107290.0,8107290.0,1000.0,,,8266000.0,,,,,,,,,82000.0,,,-1.03,-1.03,,-1.03,,,199000.0,5100000.0,332000.0,,,46000.0,,,,,,,,35000.0,,1613000.0,,-186000.0,,,,,,,,,,,,,,,,,,,,69000.0,69000.0,,,5012000.0,15874000.0,5012000.0,,,,0.0,,,,,-8383000.0,-8383000.0,,,,-8266000.0,82000.0,,,,,,,,,82000.0,,,1015000.0,,,,,,,,,,,,,2390000.0,,,,,,1789000.0,1135000.0,6653000.0,,-87534000.0,,,,0.0,0.95,,,0.0206,,,,,336500.0,,,,,40000.0,6.47,2000000.0,1250145.0,10.54,,,,1300000.0,,,,,,,,,,,10862000.0,,,,,,,,,,,,,,,,,,,,,8107290.0,8107290.0,8107290.0
2019-09-30,2019-11-13,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,10601000.0,3125000.0,,2863000.0,263000.0,740000.0,103897000.0,,535000.0,519000.0,0.0,1000.0,,,34367000.0,31090000.0,,,,,,17330000.0,17330000.0,,3316850.0,0.0001,100000000.0,8912227.0,8912227.0,1000.0,2538000.0,17064000.0,7395000.0,,,,,,,,,86000.0,,,-0.87,-0.87,,-0.87,,,224000.0,5600000.0,50000.0,,,47000.0,,,,,,,,34000.0,,1384000.0,,-282000.0,,,,,,,,,,,,,,,,,,,,90000.0,90000.0,,,25590000.0,34367000.0,8526000.0,,,,0.0,,,,,-7587000.0,-7587000.0,,,,-7395000.0,82000.0,,,,,,,,,82000.0,,,2118000.0,,,,,,,,,,,,,3159000.0,,,,,,1815000.0,1075000.0,6011000.0,,-95121000.0,,,,0.0,0.79,,,,0.0192,0.0159,,,168359.0,,,23000.0,,201082.0,5.26,600000.0,1415169.0,10.32,,,,600000.0,,,,,,,,,,,8777000.0,,,,,4958000.0,9000.0,,,,,,,,,,,,,,,8694104.0,8694104.0,8694104.0
2019-12-31,2020-04-08,10-K,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,,1755000.0,0.0,2974000.0,115000.0,823000.0,104404000.0,,2010000.0,1928000.0,0.0,6000.0,3113634.0,,27967000.0,25837000.0,,0.0,0.0,1537000.0,526000.0,20897000.0,20897000.0,-3340000.0,3310616.0,0.0001,100000000.0,8918461.0,8918461.0,1000.0,14602000.0,5000000.0,30109000.0,,,17311000.0,14519000.0,1534000.0,951000.0,341000.0,17311000.0,332000.0,338000.0,,,-3.51,,,,,150000.0,,9000.0,,,49000.0,12000.0,5000.0,,5000.0,5000.0,5000.0,,32000.0,,6026000.0,0.0,-951000.0,,2000.0,4678000.0,,2346000.0,-6233000.0,394000.0,840000.0,-1293000.0,976000.0,-469000.0,,-1660000.0,-2000.0,1576000.0,19580000.0,-438000.0,-25000.0,1433000.0,357000.0,357000.0,,,24331000.0,27967000.0,19331000.0,0.0,,0.0,0.0,0.0,4993000.0,-174000.0,-8159000.0,-29681000.0,-29681000.0,0.0,1.0,1.0,-29087000.0,341000.0,,,,,,,,,,53600000.0,,557000.0,,,0.0,413000.0,174000.0,174000.0,,0.0001,60000000.0,0.0,0.0,,2990000.0,4958000.0,,,35000.0,-29681000.0,1829000.0,1006000.0,24083000.0,,-100769000.0,1022000.0,1022000.0,2010000.0,,,,,,,,763973.0,,196982.0,,,51000.0,129883.0,620457.0,5.91,258000.0,1380312.0,10.06,258000.0,699519.0,10.48,258000.0,1380312.0,10.06,,2.89,11.67,8.52,,,11884.0,,3636000.0,,,,,,35000.0,,,,,0.0001,60000000.0,0.0,0.0,534000.0,254000.0,-206000.0,4700000.0,,,,8458277.0,
2020-03-31,2020-05-12,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,,1967000.0,,2815000.0,149000.0,906000.0,104895000.0,,477000.0,477000.0,0.0,1000.0,3106731.0,,22007000.0,19976000.0,,0.0,0.0,1543000.0,520000.0,16324000.0,16324000.0,-4573000.0,3468439.0,0.0001,100000000.0,8923374.0,8923374.0,1000.0,14661000.0,4941000.0,6556000.0,,,,,,,,,83000.0,84000.0,,,-0.73,,,,,223000.0,,,,,50000.0,,,,,,,,31000.0,,1639000.0,0.0,-9000.0,,2000.0,,,,,,,,,226000.0,,,328000.0,488000.0,0.0,,-153000.0,-1141000.0,61000.0,61000.0,,,24384000.0,22007000.0,19443000.0,,,,,0.0,14000.0,-13000.0,-4574000.0,-6504000.0,-6504000.0,,1.0,1.0,-6556000.0,102000.0,,,,,,,,,,,,557000.0,,,,261000.0,,13000.0,,0.0001,60000000.0,0.0,0.0,,1848000.0,0.0,,,14000.0,-6504000.0,1829000.0,923000.0,4917000.0,,-107273000.0,,,477000.0,0.0,,0.94,0.84,,0.0173,0.0051,162736.0,,361708.0,,,17000.0,30490.0,28500.0,3.6,,1373409.0,9.86,,,,,,,,2.89,15.08,4.76,,,,,-2377000.0,,4913.0,,,,14000.0,,,,,,,,,,,,,,,,8919393.0,
2020-06-30,2020-08-11,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,,1696000.0,1000000.0,2175000.0,147000.0,988000.0,105418000.0,,523000.0,523000.0,0.0,1000.0,,,18115000.0,16148000.0,,0.0,,1543000.0,520000.0,11812000.0,11812000.0,,3868439.0,0.0001,100000000.0,8923374.0,8923374.0,1000.0,14661000.0,4941000.0,5230000.0,,,,,,,,,83000.0,,,,-0.47,,,,,192000.0,,,,,51000.0,,,,,,,,30000.0,,1583000.0,,,,,,,,,,,,,,,,,,,,,,,10000.0,,,24189000.0,18115000.0,18809000.0,438000.0,,,,,,,,-4220000.0,-4220000.0,277000.0,,,-4230000.0,113000.0,,,,,,,,,,,,572000.0,,,1000.0,352000.0,,,,0.0001,60000000.0,0.0,0.0,,1441000.0,,,,,,1833000.0,845000.0,3647000.0,,-111493000.0,1000000.0,,,0.0,,0.96,0.94,,0.0046,0.0043,,2183692.0,617816.0,,,,,145000.0,4.83,,1517301.0,9.48,,,,,,,,,,,,,,,-6074000.0,,,,,,,,,,,,,,,,,,,,,,8923374.0,
2020-09-30,2020-11-23,10-Q,"Aridis Pharmaceuticals,Â Inc.",ARDS,CIK0001614067,USD,,1219000.0,0.0,1865000.0,194000.0,1071000.0,105980000.0,,562000.0,562000.0,0.0,2000.0,,,12106000.0,10194000.0,,0.0,,1545000.0,518000.0,6212000.0,6212000.0,,3868439.0,0.0001,100000000.0,8923374.0,8923374.0,1000.0,14680000.0,4922000.0,5792000.0,,,,,,,,,83000.0,,,,-0.65,,,,,237000.0,,0.0,,,53000.0,,,,,,,,28000.0,,1631000.0,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,23404000.0,12106000.0,18120000.0,359000.0,,,,,,,,-5786000.0,-5786000.0,356000.0,,,-5792000.0,129000.0,,,,,,,,,,,,587000.0,,,3000.0,150000.0,,,,0.0001,60000000.0,0.0,0.0,,2287000.0,,,,,,1850000.0,779000.0,4161000.0,,-117279000.0,,,,0.0,0.99,,0.99,0.0038,,0.0038,,,591139.0,,,,,26667.0,5.1,,1543978.0,9.44,,,,,,,,,,,,,,,-11298000.0,,,,,,,,,,,,,,,,,,,,,,8923374.0,
