end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccruedEmployeeBenefitsCurrent,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,BankOverdrafts,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,CapitalizedComputerSoftwareGross,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashUninsuredAmount,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissuedValue,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,DeferredCompensationArrangementWithIndividualCompensationExpense,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsValuationAllowance,DepositsAssetsCurrent,Depreciation,DepreciationAmortizationAndAccretionNet,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromOfficersOrStockholdersCurrent,DueFromRelatedParties,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCash,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,FixturesAndEquipmentGross,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnSaleOfOtherLoansAndLeases,GeneralAndAdministrativeExpense,GrossProfit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDeposits,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPayableCurrentAndNoncurrent,InventoryNet,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LoansPayableToBank,MarketingExpense,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionDebtAssumed1,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionPayablesAssumed1,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,NonoperatingIncomeExpense,NotesPayable,NotesPayableRelatedPartiesClassifiedCurrent,OccupancyCosts,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherNoncashIncomeExpense,OtherReceivablesNetCurrent,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireSoftware,PaymentsToDevelopSoftware,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromLoans,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentNet,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalariesWagesAndOfficersCompensation,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingPeriodIncreaseDecrease,SharePrice,SharesIssuedPricePerShare,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockRepurchasedAndRetiredDuringPeriodValue,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2010-11-30,2011-01-18,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,,-750.0,,,,,,,,,,,,,,,,,,,,,-2500.0,2500.0,,,-1750.0,0.0,,,,,,,,,,,,,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2011-02-28,2011-04-19,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2140.0,0.0,,,,,,,,,,,,,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21217271.0,
2011-08-31,2011-12-14,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,1554.0,10550.0,,,,,,33533.0,,,,53237.0,53237.0,,,,,,,,,,6828.0,,,,,,,,,,,37500.0,31157.0,,,,,,,,,,2000.0,,,,76057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27104.0,53237.0,27104.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6059.0,,,,,,,,,,,,,,,,,,,,,,26133.0,,,,,,,,,,,,
2011-11-30,2012-01-23,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,10312.0,4500.0,,,,,,105533.0,,,,58446.0,58446.0,,,,,,,,,,10960.0,4132.0,,,,,,,,,,,34157.0,,,,,,,,,,2995.0,,,,111056.0,,,,,,,,,,,,,,,,,,,,,,27032.0,,-1042.0,-750.0,,-995.0,,,,-4808.0,4726.0,,,,,,,29812.0,58446.0,29812.0,15000.0,,,-37868.0,42000.0,,,-34999.0,0.0,,,,,,,,,,,,,34999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.0,,37500.0,,,5000.0,,7967.0,,,,-500.0,,,,,,,,,,,28634.0,,,,,,,,,,,33398461.0,
2012-02-29,2012-04-23,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,1695.0,9800.0,,,,,,155533.0,,,,46846.0,46846.0,,5166.0,,,,,,,,,,,,,,,,,,,6923.0,34157.0,,,,,,,,,,3355.0,,,,181428.0,,,,,,,,,,,,,,,,,,,,,,60872.0,,,,,,,,,,,,,,,,,31661.0,46846.0,31661.0,15000.0,,,,,,,-70372.0,0.0,,,,,,,,,,,,,70372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,,,,,,,9500.0,,,,,,,,,,,,,,,15186.0,,,,,,,,,,,34156703.0,
2012-08-31,2013-01-15,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,27593.0,9800.0,,,,,,207433.0,,,,153081.0,72487.0,,,,,,,,,,399.0,,,,,,,,,,,90521.0,37257.0,,,,,,,,,,2555.0,,,,352107.0,,,,99000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169977.0,153081.0,154895.0,15000.0,18584.0,,,,,,,,,59944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.0,,,,,,,,,,80594.0,,,,,,,,,,,,-16896.0,1390.0,,,90521.0,,,,,,,,
2013-02-28,2013-04-22,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,10207.0,9800.0,,,,,,207433.0,,,,197833.0,80570.0,,,,,,,,,,5482.0,,,,,,,,,,,90521.0,37257.0,,,,,,,,,,5555.0,,,,454845.0,,,,259376.0,,,,,,,,,,,,,,,1380.0,,,41101.0,,,,,,,,,,,,,,,,,317467.0,197833.0,304088.0,21000.0,17084.0,,,,,,-48601.0,0.0,,96705.0,,,,,,,,,,,,,,,,,,,,,,,,,48601.0,,,,,,,,,,,,,,,,7210.0,,,,,,,7500.0,,,117263.0,,,,,,,,,,,,-119634.0,,,,,,,,,,,37256703.0,
2014-08-31,2014-12-15,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-772920.0,,,,,,,,,,,,
2015-08-31,2015-12-15,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,68275.0,,,,,,,4315919.0,,,,0.0,,,1202.0,,,57541.0,,,,,,,,,,,,0.001,70000000.0,217046.0,217046.0,,,,,,,,353033.0,1008666.0,,353033.0,,599.0,,,,,,14046.0,,2.95,,2.95,,,,,,,,,,,,,,,32948.0,,18302.0,,,,,,,,,5833.0,,,,,,133523.0,0.0,133523.0,,,,,14046.0,,-14046.0,639397.0,,,,,,,,,,672345.0,,50000.0,,32948.0,,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,1000000.0,1000000.0,1000.0,,,,,,,,,,,,,,-4541180.0,,,,,,,,,-133523.0,,,,,,,,,217046.0,,,217046.0
2016-02-29,2016-04-14,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12025.0,,,,,,,,,,,,,,12025.0,,,,,,,,,,,,,,,12025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217046.0,,
2016-05-31,2016-06-29,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10573.0,,,,,,,,,,,,,,10573.0,,,,,,,,,,,,,,,10573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217046.0,,
2016-08-31,2016-12-14,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,68419.0,,,,,,,4315919.0,,,,0.0,0.0,,1202.0,-316667.0,,,,,,,,,,,,,,0.001,70000000.0,217046.0,217046.0,,,,,,,,357611.0,357611.0,,357611.0,,,,,,1285.0,,26981.0,,-0.06,-0.06,-0.06,0.0,0.35,-0.35,,,,,,,,,,,,13079.0,,144.0,,,,,,,,,,,,,,,146602.0,0.0,146602.0,,,,,12935.0,,-12935.0,-13079.0,,,,,,,,,,,,50000.0,,13079.0,-13079.0,,,,,,,,,1021745.0,,,,13079.0,,,,,,,,,,,0.001,5000000.0,1000000.0,1000000.0,1000.0,,,,,,,,,,,,,,-4554259.0,,,,,,,,,-146602.0,,,,,,,,,217046.0,217046.0,,217046.0
