end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilities,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AcquisitionCosts,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNet,AssetsNoncurrent,BankOverdrafts,BorrowingsToFinanceLeveragedBuyout,BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,BusinessCombinationContingentConsiderationLiability,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,CapitalLeaseObligations,CapitalLeaseObligationsCurrent,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourAndFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsDueThereafter,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,CapitalLeasesIncomeStatementInterestExpense,CapitalLeasesNetInvestmentInSalesTypeLeases,Cash,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndDueFromBanks,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,CostOfGoodsAndServicesEnergyCommoditiesAndServices,CostOfGoodsSold,CostOfReimbursableExpense,CostOfRevenue,CostsAndExpensesRelatedParty,CumulativeEffectOnRetainedEarningsNetOfTax1,DebtAndCapitalLeaseObligations,DeferredRevenue,DeferredRevenueAdditions,DeferredRevenueCurrent,DeferredRevenueLeasesNetNoncurrent,DeferredRevenueNoncurrent,DeferredTaxAssetsGrossCurrent,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsValuationAllowanceNoncurrent,DeferredTaxesBusinessCombinationValuationAllowanceAllocatedToContributedCapital,DemandDepositAccounts,DepositAssets,DepositsAssetsNoncurrent,Depreciation,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EquityMethodInvestmentAggregateCost,EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,FinancialServicesRevenue,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,FinitelivedIntangibleAssetsAcquired1,FiveYearScheduleOfMaturitiesOfParentCompanyRepaymentsOfPrincipleInYearFour,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossRealized,GainLossOnDispositionOfAssets,GainLossOnSaleOfAccountsReceivable,GainLossOnSaleOfOtherLoansAndLeases,GainsLossesOnExtinguishmentOfDebt,Goodwill,GrossProfit,IncomeLossAttributableToParent,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDeposits,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidRent,IncreaseDecreaseInRestrictedCash,IncreaseDecreaseInRestrictedCashAndInvestments,IntangibleAssetsCurrent,InterestAndFeeIncomeLoansForeign,InterestExpense,InterestExpenseDepositsFromOtherFederalHomeLoanBanks,InterestExpenseLesseeAssetsUnderCapitalLease,InterestExpenseLoansFromOtherFederalHomeLoanBanks,InterestIncomeFederalHomeLoanBankAdvances,InterestIncomeLoansToOtherFederalHomeLoanBanks,InterestPaid,InvestmentBankingRevenue,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansPayableCurrent,LoansPayableToBankCurrent,LongTermDebtNoncurrent,LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRemainderOfFiscalYear,LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingAfterYearFive,LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingYearFive,LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingYearThree,LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingYearTwo,MinorityInterest,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NotesPayable,NotesPayableCurrent,NotesPayableToBankCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseContingentRentals,OperatingLossCarryforwards,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,OtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterest,OtherCostOfOperatingRevenue,OtherIncome,OtherInvestments,OtherLoansPayable,OtherNonrecurringIncomeExpense,PaymentsForDepositsOnRealEstateAcquisitions,PaymentsToAcquirePropertyPlantAndEquipment,PensionAndOtherPostretirementBenefitExpense,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromBankDebt,ProceedsFromInterestReceived,ProceedsFromIssuanceOfOtherLongTermDebt,ProceedsFromLongTermCapitalLeaseObligations,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromTimeDepositsAccepted,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PurchaseObligation,PurchaseObligationDueInFourthYear,PurchaseObligationDueInSecondYear,PurchaseObligationDueInThirdYear,PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear,RegulatedEntityOtherAssetsNoncurrent,RelatedPartyTransactionPurchasesFromRelatedParty,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfBankDebt,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfLongtermLoansFromVendors,RepaymentsOfOtherDebt,RestrictedCashAndCashEquivalents,RestrictedCashAndCashEquivalentsAtCarryingValue,RetainedEarningsAccumulatedDeficit,RevenueOtherFinancialServices,Revenues,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,TaxesPayableCurrent,UnrecognizedTaxBenefits,UnusualOrInfrequentTaxEffect,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-12-31,2010-04-15,10-K,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10698.0,,,,,,
2010-06-30,2010-08-05,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8472.0,,,,,,,-8472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,8492.0,,,,,,,,,
2010-09-30,2010-11-15,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8218.0,,,,,,,-8218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8218.0,,,,,,,,,
2010-12-31,2011-04-15,10-K,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,2839.0,,2839.0,,,,,,,,460533.0,,,968.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-4393.0,,0.0001,50000000.0,16877900.0,16877900.0,1688.0,,,,307.0,,,,,,,,,,,,,,,,,,1232.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-139.0,,,,,,,,,2839.0,,,,,,,,307.0,,,6000.0,,,,,339.0,,,,,,,,74607.0,968.0,74607.0,,16768.0,,,,,,,,,,,10900.0,,-15293.0,-25671.0,,,,55000.0,,,-25332.0,,,,,,,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,,,,,,,11170.0,,,,,,,900.0,,,,,,,,,,,,,,,-535860.0,,,168.0,25193.0,,,-73639.0,,,,,,
2011-03-31,2011-05-23,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,-431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688.0,,,,,,,,,,,,,,,,688.0,,,,,,,,,,,,,,,,,,,,,,,18749.0,,-18318.0,-22314.0,,,,,,,-21626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21626.0,,,,,,,,,
2011-06-30,2011-08-22,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,19981.0,,,,,,,,,,427940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0001,50000000.0,4095000.0,4095000.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.0,,,,,,,,,1597.0,,,,,,,,,,147776.0,,,,,,,,,,,,,,,,-17952.0,,,,127795.0,,,-16355.0,,,,,,,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-576126.0,,,,16355.0,,,-147776.0,,,,,,
2011-09-30,2011-11-21,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,,,14603.0,,,,,,,,427940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,50000000.0,4095000.0,16877900.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.0,,,,,,,,,2046.0,,,,,,,,159609.0,,159609.0,,,,,,,,,,,,,,,,-11833.0,,,,145006.0,,,-9787.0,,,,,,,,,,,,,,,,,0.0001,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-587959.0,,,,9787.0,,,-159609.0,,,,,,
2011-12-31,2012-04-16,10-K,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,17198.0,,,,,,,,,,427939.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-68.0,,0.0001,50000000.0,4095000.0,4095000.0,410.0,,,,,,,,,,,,,,,245000.0,,-245000.0,,,,,900.0,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14359.0,,,,,,,,,,,,,,,,4670.0,,,,,,,,,0.0,177236.0,,,,,,,,,,,,,54398.0,,-54466.0,-69725.0,,,160038.0,160038.0,,,-65055.0,,,,,,,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,0.0,,,,105038.0,,,,,,,,,0.0,,,,,,,,,,,,910.0,,,-605585.0,,,,65055.0,,,-177236.0,,,,,,
2012-03-31,2012-05-15,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,37065.0,,,,,,,,,,427939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,50000000.0,4095000.0,16877900.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19867.0,,,,,,,,,,,,,,,,1059.0,,,,,,,,,,197103.0,,,,,,,,,,,,,,,,-19867.0,,,,160038.0,,,-18808.0,,,,,,,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-625452.0,,,,18808.0,,,-197103.0,,,,,,
2012-06-30,2012-08-14,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,58581.0,,,,,,,,,,427939.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0001,50000000.0,4095000.0,4095000.0,410.0,,,,,,,,,,,,,,,261000.0,,-261000.0,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.0,,,,,,,,,1313.0,,,,,,,,,0.0,218619.0,,,,,,,,,,,,,,,,-21516.0,,,160038.0,160038.0,,,-20203.0,,,,,,646000.0,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-646968.0,,,,20203.0,,,-218619.0,,,,,,
2012-09-30,2012-11-14,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,68088.0,,,,,,,,,,427939.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,50000000.0,4095000.0,4095000.0,410.0,,,,,,,,,,,,,,,265000.0,,-265000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.0,,,,,,,,,1313.0,,,,,,,,,0.0,228126.0,,,,,,,,,,,,,,,,-9507.0,,,160038.0,160038.0,,,-8194.0,,,,,,656000.0,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-656475.0,,,,8194.0,,,-228126.0,,,,,,
2012-12-31,2013-03-04,10-K,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,82535.0,82535.0,,,,,,,,,427939.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,50000000.0,4095000.0,4095000.0,410.0,,,,,,,,,,,,,,,271789.0,,-271789.0,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65337.0,,,,,,,,,,,,,,,,4997.0,,,,,,,,,0.0,242573.0,,,,,,,,,,,,,,,,-65337.0,,,160038.0,160038.0,,,-60340.0,,,,,,670000.0,,,,,,,,,,,0.0001,2000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-670922.0,,,,60340.0,,,-242573.0,,,,,,
2013-03-31,2013-08-02,10-Q,"ADGS ADVISORY, INC.",QOEG,CIK0001439237,USD,,123636.0,,,,,,,,,465364.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,50000000.0,4845000.0,4845000.0,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,12667.0,122538.0,122538.0,,,,,,,,,,,53768.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,123636.0,,,,,,,,,,,,,,,,81437.0,,,,,,,-53768.0,,,,,,589000.0,,,,,,160038.0,,,,,0.0001,2000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-589485.0,,,,53768.0,,,-123636.0,,,,,,
