end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,BusinessCombinationContingentConsiderationLiabilityCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleNotesPayable,CostOfGoodsSold,CostOfRevenue,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFairValue,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositsAssetsCurrent,Depreciation,DepreciationAndAmortization,DueToOfficersOrStockholdersCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EmployeeRelatedLiabilitiesCurrentAndNoncurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfInvestments,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaidNet,InterestPayableCurrent,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebt,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesAndLoansPayableCurrent,NotesAndLoansReceivableNetCurrent,NotesIssued1,NotesPayable,NotesPayableCurrent,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssets,OtherNoncashIncomeExpense,OtherNoninterestExpense,OtherNonoperatingIncome,PaymentsOfFinancingCosts,PaymentsToAcquireBusinessesAndInterestInAffiliates,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,PaymentsToAcquireInvestments,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromBankDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,ResearchAndDevelopmentInProcess,RetainedEarningsAccumulatedDeficit,Revenues,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesShareBasedCompensationGross,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccruedSalariesCurrentAndNoncurrent,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,DebtInstrumentInterestRateDuringPeriod,FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRollingAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,LoansPayable,OtherIncome,ProceedsFromIssuanceOfDebt,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice
2015-07-31,2015-12-01,10-K,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,65735.0,0.0,80000.0,,32750.0,,,,,,,,0.0,,,,,5350.0,5350.0,,,,5350.0,-40630.0,,,,0.001,500000000.0,114750000.0,114750000.0,114750.0,,228490.0,,,,0.01,,0.125,,,,,107030.0,107030.0,107030.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,184628.0,28730.0,,,,65735.0,0.0,,66000.0,-210000.0,4800.0,,,,,4800.0,,,,,163651.0,5350.0,163651.0,,,,-226467.0,,0.0,,185837.0,-160698.0,17916.0,,,,,-155898.0,,,,,,,,,,0.0,,0.0,0.001,100000.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,226467.0,,,-305801.0,257220.0,,,,,,,,-158301.0,,,,,,,,,,,,,,114750000.0,,,,,,,,,,,,,,,
2015-10-31,2015-12-22,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,67861.0,,83000.0,,32750.0,,,,,,,,,,,,,5793.0,,,,,5793.0,443.0,,,,0.001,500000000.0,114750000.0,114750000.0,114750.0,,0.0,,,,,,,,,,,115778.0,115778.0,115778.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,24683.0,0.0,,,,2126.0,0.0,,3000.0,0.0,311.0,,,,,311.0,,,,,189088.0,5793.0,,,,,20000.0,,,,-19557.0,-24994.0,38227.0,,,,,-24683.0,,,,,,,,,,,,,0.001,100000.0,0.0,0.0,0.0,,,,,,20000.0,,,0.0,0.0,,-330795.0,0.0,,,,,,,,-183295.0,,,,,,,,,,,,,,114750000.0,,,,,,,,,,,,,,,
2016-01-31,2016-03-15,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,19646.0,,86000.0,,32750.0,,,,,,,,,,,,,1554.0,,,,,1554.0,,,,,0.001,500000000.0,114750000.0,114750000.0,114750.0,,0.0,,,,,,,,,,,130162.0,130162.0,130162.0,,,,,0.0,,,,,,,,,,,,,,,,,,14736.0,0.0,,,,,,,,,,,,,,1368.0,,,,,200953.0,1554.0,,,,,,,,,,-16104.0,95307.0,,,,,-14736.0,,,,,,,,,,,,,0.001,100000.0,0.0,0.0,0.0,,,,,,,,,,0.0,,-346899.0,0.0,,,,,,,,-199399.0,,,,,,,,,,,,,,114750000.0,,,,,,,,,,,,,,,
2016-04-30,2016-06-16,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,19146.0,22500.0,89000.0,,32750.0,,,,,,,,,,,,,84931.0,37431.0,,,,14931.0,,,,,0.001,500000000.0,114750000.0,114750000.0,114750.0,,9000.0,,,,,,,,,,,133027.0,133027.0,133027.0,,,,,0.0,,,,,,,,,,,,,,,,,,16624.0,13500.0,,,,,,,,,,,,,,5060.0,,,,,,84931.0,292514.0,,,,,,,,,-8184.0,184368.0,,,,,-3124.0,,,,,,,,,,,,,0.001,100000.0,0.0,0.0,0.0,,,,,,,,,,0.0,,-355083.0,22500.0,,,,,,,,-207583.0,,,,,,,,,,,,,,114750000.0,,,,,,,,,,,,,,,
2016-07-31,2016-11-02,10-K,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,30646.0,18052.0,92000.0,,32750.0,32750.0,,,,,,,0.0,,,,,68405.0,20233.0,,,,2181.0,-3169.0,,,,0.001,500000000.0,114750000.0,114750000.0,114750.0,,20299.0,,,,,,,,,,,107030.0,107030.0,137171.0,,138.0,5138.0,,0.0,,,,,,,,,,,,,,,,,,90721.0,17153.0,,,,13623.0,18052.0,,12000.0,0.0,12549.0,,,,,12549.0,,,0.0,,,68405.0,312823.0,,,111000.0,111000.0,-53310.0,-53310.0,-60859.0,-60859.0,-86117.0,190177.0,,,,,-73568.0,,0.0,,,,,,,0.0,50000.0,,3310.0,0.001,100000000.0,0.0,0.0,0.0,,,,,,111000.0,,3172.0,0.0,,,-391918.0,37452.0,,,,,,,,-244418.0,,,,,,,,,,,,,,114750000.0,,,,,,,,,,,,,,,
2016-10-31,2016-12-20,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,62346.0,11052.0,95000.0,,32750.0,,,,,,,,,,,,,57196.0,11662.0,,,,610.0,-1571.0,,,,0.001,500000000.0,114750000.0,114750000.0,114750.0,,0.0,,,,,,,,,,,155326.0,155326.0,,,,2638.0,,0.0,,,,,,,,,,,,,,,,,,15909.0,0.0,,,,1700.0,-7000.0,,3000.0,,5961.0,,,,,5961.0,,,,,,57196.0,353484.0,,,0.0,0.0,,,-1571.0,-1571.0,-21870.0,196138.0,,,,,-15909.0,,,,,,,,,,,0.0,,0.001,100000.0,0.0,0.0,0.0,,,,,,0.0,,3034.0,,0.0,,-443788.0,0.0,,,,,,,,-296288.0,,,,,,,,,,,,,,114750000.0,,,,,,,,,,,,,,,
2017-01-31,2017-03-23,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,60046.0,1052.0,98000.0,,,55060.0,,,,,,,0.0,,,,0.0,74867.0,9095.0,,,,8043.0,,,,,0.001,500000000.0,114839600.0,114839600.0,114840.0,,0.0,,,,,,,,,,,184391.0,184391.0,,,,,,0.0,,,,,,,,,,,,,,,,,,26029.0,0.0,,,,,,,,,,,,,,5144.0,,,,,,74867.0,379928.0,,,,,,,,,-31173.0,221882.0,,,,,-26029.0,,5022876.0,,,,,,,,,,,0.001,100000000.0,10000000.0,10000000.0,0.0,,,,,,,,2896.0,,0.0,,-474961.0,0.0,,,,,,,,-305061.0,,,,,,,,,,,,,,114840574.0,,,,,,,,,,,,,,,
2017-04-30,2017-06-21,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,61546.0,1052.0,101000.0,,,55060.0,,,,,,,0.0,,,,0.0,86970.0,3462.0,,,,2410.0,,,,,0.001,500000000.0,114839600.0,114839600.0,114840.0,,0.0,0.0,,,,,,,,,,194240.0,194240.0,,,,,,0.0,,,,,,,,,,,,,,,,,,72398.0,0.0,,,,,,,,,,,,,,7614.0,,,,,,86970.0,472043.0,,,,,,,,,-80012.0,309497.0,,,,,-72398.0,,43250.0,,,,,,,,,,,0.001,100000000.0,0.0,0.0,0.0,,,,,,,,2758.0,,0.0,,-554973.0,0.0,,,,,,,,-385073.0,,,,,,,,,,,,,,114839600.0,,,,,,,,,,,,,,,
2017-07-31,2017-11-14,10-K,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,42071.0,1052.0,104000.0,,55060.0,55060.0,,,,,,,0.0,,,,0.0,159255.0,14478.0,,,13426.0,13426.0,11245.0,,,,0.001,500000000.0,114750000.0,114750000.0,114840.0,,0.0,0.0,,,,,,,,,,275244.0,275244.0,,,552.0,10552.0,,0.0,,,,,,,,,,,,,,,,,,167575.0,0.0,,,,11425.0,-17000.0,,12000.0,,30269.0,,,,,30269.0,,,107157.0,,579117.0,159255.0,579117.0,,,127843.0,,0.0,,-116598.0,,-197844.0,433046.0,,0.0,,,-167575.0,,,,,,,,,107157.0,0.0,,0.0,0.001,100000000.0,0.0,0.0,0.0,,,,,,235000.0,,2620.0,,,,-589762.0,0.0,,,,,,,,-419862.0,0.0,,,22400.0,,,,,,,,,,114794677.0,,,,,,,,,,,,,,,
2017-10-31,2017-12-20,10-Q,"Odyssey Health, Inc.",ODYY,CIK0001626644,USD,54271.0,1052.0,107000.0,,55060.0,,2500.0,,,,,,0.0,,,,,177958.0,12581.0,,,,11529.0,-1897.0,,,,0.001,500000000.0,114839600.0,114839600.0,114840.0,,0.0,0.0,,,,,,,,,,208968.0,208968.0,,,138.0,2638.0,,0.0,,,,,,,,,,,,,,,,,,49497.0,0.0,,,,12200.0,0.0,0.0,3000.0,,13911.0,,,,,13911.0,,,130395.0,,,177958.0,661228.0,,,29762.0,,,,-31659.0,,-63408.0,499957.0,,,,,-49497.0,,,,,,,,,,,23238.0,,0.001,100000000.0,0.0,0.0,0.0,,,,,,53000.0,,2482.0,,0.0,,-653170.0,0.0,,,,,,,,-483270.0,,,,,,,,,,,,,,14839600.0,,,,,,,,,,,,,,,
