end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesNoncurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,BusinessCombinationConsiderationTransferred1,BusinessCombinationSeparatelyRecognizedTransactionsNetGainsAndLosses,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,CompensationExpenseExcludingCostOfGoodAndServiceSold,ComprehensiveIncomeNetOfTax,ConvertibleNotesPayableCurrent,CostOfRevenue,CostsAndExpenses,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredFinanceCostsNet,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetInterestCarryforward,DeferredTaxAssetsDerivativeInstruments,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsValuationAllowance,DepositsAssetsCurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,EmployeeRelatedLiabilitiesCurrent,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FinitelivedIntangibleAssetsAcquired1,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossRealized,GainLossOnDispositionOfAssets,GeneralAndAdministrativeExpense,Goodwill,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToOtherRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseOther,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryNet,InventoryWriteDown,IssuanceOfStockAndWarrantsForServicesOrClaims,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LongTermLoansPayable,LongTermNotesPayable,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NoncashContributionExpense,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherCostAndExpenseOperating,OtherExpenses,OtherGeneralExpense,OtherIncome,OtherLiabilities,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,OtherOperatingIncome,OtherShortTermBorrowings,PaymentsForAdvanceToAffiliate,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrent,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherShortTermDebt,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,PropertyPlantAndEquipmentOtherNet,ProvisionForLoanLeaseAndOtherLosses,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfNotesPayable,RepaymentsOfOtherShortTermDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SalesReturnsGoods,SalesRevenueGoodsNet,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested,SharePrice,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteChangesInCapitalStructureSubsequentChangesToNumberOfCommonShares,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockRepurchasedAndRetiredDuringPeriodShares,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValueAddedTaxReceivableCurrent,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasicAndDiluted
2013-07-31,2013-10-22,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,,,,,,-972.0,,,14107.0,,,,,4080.0,,,,,,0.0,3096.0,-4882.0,,,,,0.001,,75000000.0,5413400.0,5413400.0,,,5413.0,,,,,,5284.0,,,,,,,,,,,,0.0,,,,-5284.0,,162.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5044.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,0.0,,,0.0,0.0,,,,0.0,,,4080.0,,,,,984.0,0.0,0.0,,0.0,-4882.0,-4882.0,-5044.0,,0.0,0.0,,0.0,0.0,,,-5044.0,15541.0,5284.0,,,,,,,,,,101.0,,,,,,,0.0,0.0,,0.0,,,,,-5044.0,,,1956.0,984.0,,,,0.0,,-15541.0,0.0,,,,,,,,,,,3979.0,,,,,,,,,,,,,,,5284.0,,54134000.0,,
2013-10-31,2013-12-17,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,,0.0,,,0.0,,,,14107.0,,,,,826.0,4.0,822.0,,,,,4.0,,,,,,,,75000000.0,5413400.0,5413400.0,,,5413.0,,-3254.0,,0.0,3254.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,0.0,,,,,,,,,,,,0.0,,,3254.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,826.0,,,,,,,,,,,,-3254.0,,,,,,,,3254.0,-3254.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,-3254.0,822.0,,,,,,,,,-18795.0,0.0,,,0.0,,,,,,,,,725.0,,,,,,,,,,,,,,,,54134000.0,,0.0
2014-01-31,2014-03-25,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,,0.0,,,0.0,,,,14107.0,,,,,1112.0,452.0,660.0,,,,,452.0,,,,,,,0.001,75000000.0,5413400.0,5413400.0,,,5413.0,,286.0,,0.0,1164.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,0.0,,,,,,,,,,,,0.0,,,1164.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,1112.0,,,,,,,,,,,,286.0,,,,,,,,1164.0,-1164.0,,,0.0,,,0.0,1450.0,,,,1450.0,,,,,,0.0,,,,,,,,,,286.0,660.0,,,,,,,,,-18509.0,0.0,,,0.0,,,,,,,,,1011.0,,,,,,,,,,,,,,,,54134000.0,5413400.0,0.0
2014-04-30,2014-08-13,10-K,Bioquest Corp,BQST,CIK0001568628,USD,,,14700.0,0.0,0.0,0.0,0.0,-34614.0,,,-128194.0,,,889903.0,889903.0,,,,0.0,,543853.0,535875.0,,,0.0,0.0,,0.001,500000000.0,54134000.0,54134000.0,,1482366.0,54134.0,,,,,,,,,,,,,128194.0,,,,,0.0,169490.0,,,169490.0,0.0,648.0,,,,,,626683.0,346050.0,,0.0,,-0.01,0.0,0.34,-0.34,,,,,0.0,0.0,0.0,,,-985.0,-498.0,123709.0,0.0,0.0,,0.0,14700.0,,,,128194.0,,-346050.0,-346050.0,,,,,,0.0,,,,0.0,,0.0,,,,14700.0,889903.0,14700.0,0.0,0.0,,,,1008021.0,,0.0,,-472076.0,-487992.0,,,,,,,,,-123709.0,169490.0,,,,364250.0,,,0.0,,-364283.0,,,346050.0,,,,0.0,,0.0,1482366.0,,,,0.0,59.0,,-487992.0,,0.0,0.0,,,,,,101.0,-498489.0,0.0,-1450.0,,,,,,,,,,875203.0,,,,,,,,,,,,,,,209500.0,0.0,54134000.0,,
2014-07-31,2014-09-19,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,,,308278.0,2898.0,43405.0,35054.0,-81434.0,757386.0,,0.0,,,,5152080.0,1316445.0,,2980706.0,81434.0,,35.0,848036.0,304183.0,,,,,,0.001,500000000.0,62134000.0,62134000.0,14483720.0,5926444.0,62134.0,,,,,,,,,,,,,252237.0,,,,,,,,,,277928.0,0.0,,,,,,,0.0,,,,-0.02,,,,,,,,179717.0,263000.0,83283.0,0.0,,,,1143064.0,3732528.0,0.0,,0.0,-14700.0,,,25000.0,124043.0,,,-371350.0,,,,,,31067.0,,,,0.0,,,,800000.0,,381340.0,5152080.0,361340.0,9657.0,20000.0,,,,667979.0,,35.0,,-363831.0,-1143064.0,,-3732528.0,-81434.0,49678443.0,2980706.0,833256.0,,,,,,,,,,,,,,,,371350.0,,,,131067.0,,,1163372.0,,,,,,,-1143064.0,,19824.0,54878.0,,,,,,,-1641553.0,0.0,,,,,,,,,,,4770740.0,,48720600.0,10.0,,,,,8000000.0,,,,,800000.0,,,56516.0,56568783.0,,
2014-10-31,2014-12-15,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,,,223271.0,29488.0,26351.0,31440.0,2721.0,6542346.0,,,,,,4918148.0,1369284.0,,,,,,401185.0,,,,,,,0.001,500000000.0,156720845.0,156720845.0,,459873.0,156721.0,,-891240.0,,169581.0,919868.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,195877.0,,,,-0.01,,,,,,,,192867.0,263000.0,70133.0,,-2184.0,,,729634.0,3446495.0,0.0,,,,,,,,,,,,,,,,,,,,,,284305.0,,,,290267.0,4918148.0,290267.0,40645.0,,,,,,,,,,-892227.0,,,,,,,,,-890042.0,,,987.0,,,,,0.0,,,,,,,,,400674.0,,,,,,,,,,-892227.0,,32236.0,63676.0,,,,,,,-2533780.0,29825.0,,,20653.0,,,,,,,,4627881.0,,,,,,,,,,,,,,,,57755.0,143538287.0,,
2015-01-31,2015-03-17,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,,,188804.0,2696.0,76351.0,30708.0,5234.0,6947804.0,,,,,,5389014.0,1858750.0,,,,,,310936.0,,,,0.15,5625000.0,,0.001,500000000.0,163281025.0,163281025.0,,,163281.0,,-896680.0,,20492.0,902149.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,320706.0,,,,-0.01,,,,,,0.0,2.0379,206017.0,263000.0,56983.0,,817.0,,,876310.0,3446495.0,0.0,,,,,,,,,,,,,,,,,,,,,,284305.0,,,,305800.0,5389014.0,305800.0,40645.0,,,,,,,,,,-900180.0,,,,,,,,,-900997.0,,,3500.0,,,,0.0,0.0,,,,,,,,,887367.0,,,,,,,,,,-900180.0,,26786.0,57494.0,,,,,,,-3433960.0,1152.0,,,5347.0,,,,,0.0,,0.1,5083214.0,,,,,,,,,,,,,,,,52740.0,159884891.0,,
2020-10-31,2020-12-14,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,754152.0,,,,,,-8472419.0,,7660996.0,,,,,16270.0,16270.0,,,,,,70.0,,,,,,,0.001,500000000.0,8333233.0,8333233.0,,,8333.0,384000.0,,,,,,,,,,2292.0,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,15361.0,,,,,,,,,,,,,,,,,,,1108.0,,,,,,,,,819360.0,16270.0,779360.0,,,,,,,,,,,-630282.0,,,,,,,25208.0,629173.0,-629173.0,,,,,,,,,,,,,,,,,16200.0,,,,,,,,,79812.0,,,,,,,,,,,8472819.0,,,,,,,,,,,,-803091.0,,,,,,,,,,,150000.0,20000.0,,,,,8180567.0,,
2021-01-31,2021-06-15,10-Q,Bioquest Corp,BQST,CIK0001568628,USD,284130.0,,,,,,,,7685978.0,,,,,22297.0,22297.0,,,,,,60.0,,60.0,,,,,0.001,500000000.0,8350733.0,8350733.0,,,8351.0,384000.0,,,,,,,,,,37293.0,,,,,,,,,,,,,,,,85775.0,138555.0,138555.0,,,,,,-0.08,,,,,987750.0,,,,,,,,,,43943.0,,,,,,,,,,,,,,,,,,,16887.0,17472.0,,,,,,,,1467675.0,22297.0,1427675.0,,,,,,,,,,,-667288.0,,,,,,,17240.0,564626.0,-564626.0,,,,,,,,,,,,,,,,,22237.0,,,,,,,,,36683.0,,,,,,,,,,,-9139707.0,,,,,,,,,,,,-1445378.0,,,,,,,7500.0,,,,10000.0,15000.0,,,,,8345733.0,,
2021-04-30,2021-08-13,10-K,Bioquest Corp,BQST,CIK0001568628,USD,174915.0,,,,,,,,8065598.0,,,,,17097.0,17097.0,,,,,,260.0,,260.0,94.0,,,,0.001,500000000.0,8730733.0,8730733.0,,,8731.0,1408000.0,,40000.0,,,,,,,24098.0,24098.0,-77804.0,,-77804.0,28682.0,85775.0,1952957.0,,729524.0,1308500.0,530000.0,563321.0,,,,,85775.0,138555.0,138555.0,,,21235.0,,,-0.09,,,,,1371750.0,,,,,,,,,,110387.0,,,,,,156585.0,,,,11645.0,,,1301750.0,5156.0,,,,,37638.0,,,,5981.0,,,,,1786638.0,17097.0,1786638.0,,,,,193300.0,,,,-193206.0,,-2323962.0,12600.0,,,,,,,2200549.0,-2200549.0,,,,,,,,,,,,,,,,,16837.0,,135000.0,,58300.0,,,,,152162.0,-2323962.0,,,,,,,,,,-9843870.0,,,,,,530000.0,,,,,,-1769541.0,,,,,,67500.0,,,,,,135000.0,,,77804.0,,8283502.0,,
