end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,AllocatedShareBasedCompensationExpense,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,AvailableForSaleSecuritiesDebtSecurities,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashCashEquivalentsAndShortTermInvestments,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonUnitAuthorized,CommonUnitIssuanceValue,CommonUnitIssued,CommonUnitOutstanding,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,DeferredRentCredit,DeferredRentCreditCurrent,DeferredRentCreditNoncurrent,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,DeferredTaxAssetsValuationAllowance,Depreciation,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,EmployeeRelatedLiabilitiesCurrent,EquityMethodInvestments,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeLossFromEquityMethodInvestments,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InvestmentIncomeNet,LeaseCost,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LitigationSettlementExpense,LongTermInvestmentsAndReceivablesNet,MarketableSecurities,MarketableSecuritiesCurrent,MarketableSecuritiesNoncurrent,MarketableSecuritiesUnrealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherLiabilitiesNoncurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherOperatingActivitiesCashFlowStatement,PaymentsOfStockIssuanceCosts,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssets,PrepaidRent,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,ProceedsFromStockOptionsExercised,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ResearchAndDevelopmentExpense,RestrictedCashNoncurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SecurityDeposit,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,SharePrice,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,StockIssuedDuringPeriodValueStockOptionsExercised,TaxCreditCarryforwardAmount,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,TemporaryEquityStockIssuedDuringPeriodValueNewIssues,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,ValuationAllowanceDeferredTaxAssetChangeInAmount,VariableLeaseCost,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,DeferredTaxAssetsEquityMethodInvestments,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxLiabilitiesOther,EmployeeBenefitsAndShareBasedCompensation,NetIncomeLossAvailableToCommonStockholdersDiluted,OperatingLossCarryforwards,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice
2019-09-30,2019-11-12,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,2157000.0,7682000.0,850000.0,148000.0,,394127000.0,,,788000.0,788000.0,,348395000.0,344514000.0,,,,,,343825000.0,,,344365000.0,,,0.0001,150000000.0,43233387.0,3088636.0,4000.0,0.0,0.0,0.0,0.0,-16833000.0,-16833000.0,,356000.0,881000.0,,,,9900000.0,,,,,,,,,-1.77,,,,,,,,1460000.0,,4584000.0,-1.77,,,-2501000.0,,,,,,,997000.0,,,,,,,,11076000.0,348395000.0,10195000.0,,999000.0,,,,,,,,-16833000.0,-16833000.0,997000.0,,15329000.0,-15329000.0,,,,,,,,4479000.0,,135000.0,1297000.0,1372000.0,1344000.0,331000.0,,,440000.0,2062000.0,,,,,,997000.0,,16570000.0,,,,,,,,,689000.0,,,,,,968000.0,820000.0,10745000.0,,-56812000.0,,,,,,,55756761.0,3208099.0,4.3,5035641.0,259837.0,2.3,,,,,337319000.0,337319000.0,,,,217290000.0,169730000.0,,1000.0,400000.0,,169730000.0,,,,,9487329.0,,,,,,,,,,
2019-12-31,2020-03-12,10-K,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,2654000.0,8953000.0,793000.0,213000.0,,395097000.0,3109000.0,3109000.0,3109000.0,3109000.0,4515162.0,334831000.0,331361000.0,,,,,0.0,327652000.0,327700000.0,327700000.0,328192000.0,282004000.0,282004000.0,0.0001,150000000.0,43006077.0,43006077.0,4000.0,0.0,,0.0,0.0,-50577000.0,-58306000.0,1152000.0,363000.0,789000.0,18013000.0,16252000.0,,,,34000.0,706000.0,496000.0,212000.0,242000.0,18013000.0,192000.0,-4.2,0.0,0.21,-0.2153,0.0,0.0,-0.0004,0.0057,3147000.0,976000.0,16694000.0,-3.81,-3.81,-3.81,-2614000.0,1880000.0,6385000.0,-335000.0,656000.0,0.0,2327000.0,3547000.0,,,,,,,,12759000.0,334831000.0,11970000.0,,,,,,,333708000.0,-4260000.0,-47444000.0,-58306000.0,-66794000.0,3547000.0,1.0,59239000.0,-76610000.0,,1600000.0,,,,,,4148000.0,1344000.0,,135000.0,1297000.0,1372000.0,,1600000.0,,566000.0,1159000.0,,0.0,0.0,,,0.0,,,3590000.0,0.0,670000.0,0.0001,10000000.0,0.0,0.0,,3709000.0,,169730000.0,0.0,21000.0,-58306000.0,1008000.0,795000.0,42545000.0,540000.0,-73029000.0,0.0,,,3109000.0,0.0,,107771472.0,3225725.0,5.08,,,,,,0.25,,322072000.0,322072000.0,,,,217290000.0,169730000.0,,21000.0,,,,0.0,12600000.0,,13274836.0,13274836.0,13274836.0,,,,,,-50577000.0,,,
2020-03-31,2020-05-12,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,1617000.0,6595000.0,1112000.0,,,396453000.0,,1350000.0,1350000.0,,5486209.0,317408000.0,313642000.0,,,,,,311075000.0,,,311640000.0,-16552000.0,,0.0001,150000000.0,43003733.0,43003733.0,4000.0,,,,,-15294000.0,,,370000.0,692000.0,,,,,,,,,,,,70000.0,,,,,,,,,1084000.0,876000.0,6403000.0,-0.37,,,-100000.0,-1037000.0,-2358000.0,-90000.0,281000.0,0.0,-1142000.0,936000.0,,,,,,,,9274000.0,317408000.0,8582000.0,,,,,,,6000.0,-160000.0,-16398000.0,-15294000.0,-15294000.0,936000.0,1.0,16130000.0,-16130000.0,,,,,,,,3813000.0,,,135000.0,1297000.0,1372000.0,1009000.0,400000.0,,429000.0,1440000.0,,0.0,0.0,,0.0,936000.0,,,,0.0,160000.0,,,,,,2567000.0,,,0.0,6000.0,-15294000.0,,885000.0,9727000.0,565000.0,-88323000.0,,,,1350000.0,,,,,,,,,,,,,308134000.0,308134000.0,,,,,,0.0,6000.0,,,,,,,,41789120.0,,,,,,,,,,
2020-06-30,2020-08-12,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,909000.0,8265000.0,795000.0,,-44000.0,399130000.0,,2599000.0,2599000.0,,,301020000.0,293796000.0,,,,,,226666000.0,,291200000.0,227231000.0,,,0.0001,150000000.0,43016501.0,43016501.0,4000.0,,,,,-19937000.0,-19937000.0,,377000.0,595000.0,,,,,,,,,,,,,,,,,,,,,2105000.0,4147000.0,6874000.0,-0.47,-0.47,-0.47,-229000.0,,,,,,,157000.0,,,,,,,,10146000.0,301020000.0,9551000.0,,,64567000.0,,,,,,,-19893000.0,-19893000.0,157000.0,,19821000.0,-19821000.0,,,,,,,,3478000.0,,,135000.0,1297000.0,1372000.0,674000.0,400000.0,,323000.0,1440000.0,-44000.0,-44000.0,-44000.0,,,0.0,,,,,,,,,,,2563000.0,,,,,,,1072000.0,12947000.0,565000.0,-108216000.0,,,,,,,,,,,,,,,,,290874000.0,,,,,,,,78000.0,,,,,,,41945058.0,41945058.0,41945058.0,,,,,,,,,
2020-09-30,2020-11-12,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,1064000.0,11304000.0,1056000.0,,25000.0,402601000.0,,3043000.0,3043000.0,3043000.0,,286100000.0,278902000.0,,,,,,84831000.0,,276800000.0,85396000.0,,,0.0001,150000000.0,43128804.0,43128804.0,4000.0,,,,,-21590000.0,-21590000.0,,384000.0,497000.0,,,,,,,,,,,,,,,,,,,,,3174000.0,4017000.0,7669000.0,-0.51,-0.51,-0.51,-130000.0,,,,,,,63000.0,,,,,,,,13345000.0,286100000.0,12752000.0,,,191988000.0,,,,,,,-21659000.0,-21659000.0,63000.0,,21592000.0,-21592000.0,,,,,,,,3142000.0,1372000.0,,,135000.0,1297000.0,338000.0,400000.0,,315000.0,1440000.0,69000.0,69000.0,69000.0,96000.0,,0.0,,,,,,,,,,,2083000.0,,,,,,,1176000.0,13923000.0,565000.0,-129875000.0,,,,,,,,,,,,,,,,,272755000.0,,,,,,,,428000.0,,,,,,,42148837.0,42148837.0,42148837.0,,,,,,,,,
2020-12-31,2021-02-25,10-K,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,1350000.0,14885000.0,827000.0,529000.0,41000.0,675615000.0,,10034000.0,10034000.0,10034000.0,5192414.0,576191000.0,513398000.0,52000.0,11000.0,414690000.0,0.0,414731000.0,147089000.0,,561800000.0,147654000.0,-180538000.0,-180538000.0,0.0001,150000000.0,48819591.0,48819591.0,5000.0,,,,,-45533000.0,-45533000.0,,,,34664000.0,23630000.0,,,,71000.0,1673000.0,1972000.0,1225000.0,,34256000.0,349000.0,-1.05,0.0,0.21,-0.3564,0.1195,0.0055,0.0002,0.0212,5834000.0,3871000.0,29465000.0,-1.05,-1.05,-1.05,-605000.0,-1304000.0,5945000.0,0.0,843000.0,164000.0,1205000.0,1330000.0,1535000.0,2829000.0,1396000.0,135000.0,1298000.0,,95000.0,19133000.0,576191000.0,17610000.0,,,361395000.0,361395000.0,53336000.0,,270485000.0,-418832000.0,-32191000.0,-45574000.0,-45574000.0,1355000.0,1.0,81324000.0,-46324000.0,1049000.0,1500000.0,2734000.0,1375000.0,1359000.0,1411000.0,1944000.0,,,,,,,,,0.0345,302000.0,2002000.0,41000.0,41000.0,41000.0,164000.0,25000.0,25000.0,,,3500000.0,442690000.0,642000.0,0.0001,10000000.0,0.0,0.0,0.0,4914000.0,,269592000.0,28000000.0,893000.0,-45574000.0,1604000.0,1075000.0,51859000.0,565000.0,-118603000.0,35000000.0,31000.0,,10034000.0,0.0,1580788.0,256860405.0,4505546.0,15.51,,,,4.69,35.9,,,557058000.0,,,,190484.0,,269592000.0,,893000.0,,,,0.0,16200000.0,486000.0,43300063.0,43300063.0,43300063.0,0.0,0.0,,0.0,,-45574000.0,,110483.0,23.49
2021-03-31,2021-05-05,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,2229000.0,15256000.0,889000.0,,53000.0,683029000.0,,7055000.0,,,6378341.0,554588000.0,481514000.0,83000.0,30000.0,445563000.0,,445616000.0,95426000.0,,541000000.0,95991000.0,-51663000.0,,0.0001,150000000.0,49024152.0,49024152.0,5000.0,,,,,-29775000.0,,,,,,,,,,,,,,,,110000.0,,,,,,,,,1920000.0,3610000.0,12381000.0,-0.62,,,-261000.0,879000.0,357000.0,,545000.0,-33000.0,-697000.0,227000.0,,2348000.0,1297000.0,,135000.0,916000.0,73000.0,19891000.0,554588000.0,18729000.0,0.0,,381985000.0,,63631000.0,,359000.0,-30918000.0,-21104000.0,-29787000.0,,230000.0,1.0,29756000.0,-29756000.0,,,2275000.0,1244000.0,1031000.0,,1697000.0,,,,,,,,,,658000.0,2547000.0,,12000.0,12000.0,131000.0,3000.0,,,,,86373000.0,45000.0,0.0001,10000000.0,0.0,0.0,0.0,4103000.0,,,55500000.0,359000.0,,,1024000.0,17375000.0,565000.0,-148390000.0,,,,7055000.0,,,,,,,,,,,,,534697000.0,,,,,,,,359000.0,,,,,,,,48229539.0,,,,,,,,,,
2021-06-30,2021-08-04,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,3904000.0,17858000.0,1101000.0,,25000.0,691953000.0,,8795000.0,,,,520428000.0,466991000.0,59000.0,34000.0,422887000.0,,422912000.0,84571000.0,,507500000.0,85136000.0,,,0.0001,150000000.0,49103066.0,49103066.0,5000.0,,,,,-47038000.0,,,,,,,,,,,,,,,,,,,,,,,,,3814000.0,3451000.0,14930000.0,,-0.97,-0.97,-159000.0,,,,,,,211000.0,,2006000.0,1297000.0,,135000.0,574000.0,54000.0,23845000.0,520428000.0,23013000.0,,,378206000.0,,44706000.0,,,,,-47010000.0,,170000.0,,47021000.0,-47021000.0,,,1952000.0,1251000.0,701000.0,,1471000.0,,,,,,,,,,829000.0,2219000.0,-28000.0,-28000.0,-28000.0,131000.0,,-41000.0,,,,,,0.0001,10000000.0,0.0,0.0,0.0,4214000.0,,,,,,,1025000.0,32091000.0,565000.0,-195400000.0,,,,,,,,,,,,,,,,,496583000.0,,,,,,,,129000.0,,,,,,,48422921.0,,48422921.0,,,,,,,,,
2021-09-30,2021-11-04,10-Q,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,2498000.0,24344000.0,1393000.0,,24000.0,703090000.0,,10712000.0,,10712000.0,,495275000.0,433013000.0,52000.0,28000.0,386767000.0,,386791000.0,93852000.0,,480600000.0,94417000.0,,,0.0001,150000000.0,49208425.0,49208425.0,5000.0,,,,,-41042000.0,,,,,,,,,,,,,,,,,,,,,,,,,5975000.0,3184000.0,18029000.0,,-0.84,-0.84,-267000.0,,,,,,,179000.0,,1663000.0,1297000.0,,135000.0,231000.0,39000.0,28597000.0,495275000.0,28099000.0,,,334060000.0,,52731000.0,,,,,-41041000.0,,121000.0,,40895000.0,-40895000.0,,,1624000.0,1257000.0,367000.0,,1242000.0,,,,,,,,,,3230000.0,2451000.0,-1000.0,-1000.0,-1000.0,131000.0,,-58000.0,,,,,,0.0001,10000000.0,0.0,0.0,0.0,5101000.0,,,,,,,2089000.0,22866000.0,565000.0,-236441000.0,,,,,,,,,,,,,,,,,466678000.0,,,,,,,,425000.0,,,,,,,48595420.0,,48595420.0,,,,,,,,,
2021-12-31,2022-02-24,10-K,"SPRINGWORKS THERAPEUTICS, INC.",SWTX,CIK0001773427,USD,3429000.0,25378000.0,1108000.0,1019000.0,-312000.0,715216000.0,,38444000.0,,38444000.0,7183723.0,452494000.0,382910000.0,3000.0,315000.0,329082000.0,,328770000.0,103961000.0,,432700000.0,104526000.0,,-43128000.0,0.0001,150000000.0,49247985.0,49247985.0,5000.0,,,,,-174263000.0,,,,,89446000.0,63418000.0,257800000.0,,,128000.0,2581000.0,8476000.0,18000.0,,89232000.0,490000.0,,0.0,0.21,-0.3161,0.0499,-0.0003,0.0,0.005,12081000.0,2883000.0,71792000.0,,-3.59,-3.59,-988000.0,2074000.0,9912000.0,0.0,707000.0,-164000.0,4609000.0,698000.0,1541000.0,1317000.0,1182000.0,0.0,135000.0,,26000.0,30098000.0,452494000.0,29969000.0,,,,269540000.0,59230000.0,,1157000.0,83592000.0,-127877000.0,-173910000.0,-173910000.0,546000.0,1.0,173468000.0,-173468000.0,993000.0,,1291000.0,1162000.0,129000.0,1388000.0,1010000.0,,,,,,,,,0.035,2120000.0,2709000.0,-353000.0,-353000.0,-353000.0,0.0,,-152000.0,,,0.0,305423000.0,2016000.0,0.0001,10000000.0,0.0,0.0,0.0,9409000.0,,0.0,391031000.0,1157000.0,,4206000.0,3187000.0,101676000.0,565000.0,-292513000.0,0.0,0.0,,38444000.0,0.0,2547813.0,196012147.0,6713413.0,37.03,122887280.0,2736057.0,17.86,7.62,73.37,,,422396000.0,,,,151643.0,,,,1157000.0,16700000.0,,,0.0,55000000.0,548000.0,48497790.0,,48497790.0,356000.0,0.0,4300000.0,2000.0,500000.0,-173910000.0,253500000.0,188303.0,37.34
