end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdvancesOnInventoryPurchases,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,BusinessAcquisitionPercentageOfVotingInterestsAcquired,Capital,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,CustomerAdvancesCurrent,DeferredTaxAssetInterestCarryforward,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNoncurrent,DividendPaymentsRestrictionsScheduleStatutoryCapitalAndSurplus1,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationDeductionsOther,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxSettlements,EffectiveIncomeTaxRateReconciliationTaxSettlementsForeign,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeRelatedLiabilitiesCurrent,EquityMethodInvestmentOwnershipPercentage,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfAssets1,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,InterestIncomeOperating,InterestIncomeOther,InterestPaid,InventoryAdjustments,InventoryFinishedGoodsNetOfReserves,InventoryGross,InventoryNet,InventoryRawMaterialsNetOfReserves,InventorySuppliesNetOfReserves,InventoryValuationReserves,InvestmentIncomeInterest,Investments,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LongTermInvestments,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NumberOfReportableSegments,NumberOfReportableSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherFiniteLivedIntangibleAssetsGross,OtherLiabilitiesCurrent,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherReceivables,OtherReceivablesNetCurrent,PaymentsForProceedsFromInvestments,PaymentsForProceedsFromLongtermInvestments,PaymentsForProceedsFromShortTermInvestments,PaymentsOfCapitalDistribution,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToSuppliers,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,PrepaidTaxes,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleMaturityAndCollectionOfLongtermInvestments,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SalesRevenueNet,SegmentReportingInformationNetAssets,SellingExpense,ShareBasedCompensation,ShortTermInvestments,ShortTermInvestments,SignificantChangesFrachisedOutletsInOperation,SignificantChangesFranchisesPurchasedDuringPeriod,SignificantChangesFranchisesSold,StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,StatutoryAccountingPracticesStatutoryNetIncomeAmount,StockholdersEquity,TaxesPayableCurrent,TemporaryEquityForeignCurrencyTranslationAdjustments,WarrantExercisePriceDecrease,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-12-31,2010-03-01,10-K,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,,,,,,,,,,,,,,,,,,,,,935719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863790.0,,,,
2010-06-30,2010-07-26,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,,,,,,,,,,,,,,,,,,,,,659316.0,,,,,,,,,,,,488109.0,393293.0,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,293885.0,1014797.0,,,589802.0,,,136138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0,,,,,,,,,,,,,,,453664.0,-16966.0,,,408029.0,606768.0,,,34445.0,,,,,18604.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408090.0,,114144.0,,,,,,,,,,,,,
2010-09-30,2010-11-15,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,,,,,,,,,,,,,,,,,,,,,2412190.0,,,,,,,,,,,,735283.0,463276.0,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,432397.0,1298179.0,,,731442.0,,,143791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,,,,,,,,,,,,,,,587651.0,6206.0,,,572943.0,725236.0,,,147632.0,,,,,47246.0,52332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761455.0,,140546.0,,,,,,,,,,,,,
2010-12-31,2011-04-14,10-K,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,305416.0,,9638.0,,429577.0,7316179.0,15336.0,46775.0,110000.0,143609.0,,,,,12604356.0,6261417.0,,,,,5281420.0,4345701.0,,,,,,0.001,200000000.0,20000000.0,20000000.0,20000.0,2947833.0,1885667.0,1422.0,,,,,,331074.0,,,,,,852134.0,0.14,,,,,,,,,,334305.0,,,,,,,,,,,615607.0,,-2651.0,,1755272.0,5627052.0,,,3121492.0,,,507964.0,,396679.0,-16592.0,-47894.0,,-12737.0,574938.0,-477268.0,,,,35018.0,,117899.0,,20152.0,-308550.0,33884.0,,,,,,,711704.0,,,,4242.0,,,,12604356.0,1729508.0,,,,-493899.0,,1055410.0,,3449885.0,,2613528.0,2263.0,,,2507823.0,3119229.0,,823228.0,334305.0,,,,50810.0,67465.0,65486.0,,81162.0,,-1462587.0,,,46775.0,49889.0,359859.0,,0.001,1000000.0,0.0,0.0,33884.0,207621.0,,,,,,,,2571.0,,5519711.0,,2772488.0,,7512719.0,,752551.0,110000.0,,,244.0,,,336604.0,,10874848.0,519726.0,,,
2011-03-31,2011-05-16,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,,,,,,,4437.0,,,,,,,,,,,,,,5459718.0,178298.0,,,,,,,,,,,849437.0,355406.0,,,,,,,98799.0,,,,,,,0.04,,,,,,,,,,67525.0,,,,,,,,,,,,,,,561435.0,1343632.0,,,1000106.0,,,222376.0,,218380.0,20878.0,-125.0,,,-124979.0,-1422.0,,,,8892.0,,-123896.0,,-4168.0,-44376.0,-16529.0,,,,,,,,,,,1616.0,,,,,,,,,-157682.0,,-658929.0,,927384.0,,777730.0,362218.0,,,705744.0,637888.0,,,71707.0,,,,,666.0,361268.0,,,,,,,,,658929.0,,,,,,,,,,,,,,,,,,,,,1699038.0,,144309.0,0.0,,,,,,,,,,,,
2011-06-30,2011-08-15,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,185713.0,,,,691313.0,7343161.0,5013.0,,,352195.0,,,,,12907437.0,6005168.0,,,,,4262101.0,,,,,,,0.001,200000000.0,20018000.0,20018000.0,20018.0,243340.0,198743.0,15625.0,,0.0,,,,118466.0,123479.0,,,,,639514.0,0.0,,,,,,,,,,,53892.0,,,,,,,,,,621222.0,,,,538613.0,798795.0,,,134243.0,,,80932.0,,,,,,,,,,,,,,,,,,,,,,,,,1269392.0,,,,1559.0,,,,12907437.0,912812.0,,,,,,,,,,53311.0,16066.0,,,680618.0,118177.0,,827498.0,190029.0,,190029.0,,18068.0,600.0,15107.0,,65271.0,,,,,,,,,0.001,1000000.0,0.0,0.0,39392.0,206276.0,16817.0,,,,,,,,,6074771.0,,3603529.0,,997538.0,1256034.0,142005.0,,,,,,,336604.0,,11994625.0,,,,20018000.0
2011-09-30,2011-11-14,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,241837.0,,33920.0,,804628.0,7343161.0,4783.0,,,384955.0,,,,,13070507.0,5886145.0,,,,,4069349.0,,,,,,,0.001,200000000.0,20018000.0,20018000.0,20018.0,187772.0,227052.0,,,0.0,,,,116110.0,120893.0,,,,,579994.0,0.0,,,,,,,,,,,54392.0,,,,,,,,,,622987.0,,,,492195.0,681921.0,,,53191.0,,,-21266.0,,,,,,,,,,,,,,,,,,,,,,,,,1289989.0,,,,1281.0,,,,13070507.0,888110.0,,,,,,,,,,74457.0,4658.0,,,633388.0,48533.0,,828192.0,113315.0,,113315.0,,11887.0,11804.0,15181.0,,32893.0,,,,,,,,,0.001,1000000.0,0.0,0.0,7699.0,205205.0,67340.0,,,,,,,,,6356170.0,,3677986.0,,908973.0,1299732.0,141193.0,,,,,,,336604.0,,12182397.0,,,,20018000.0
2011-12-31,2012-03-30,10-K,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,119727.0,38053.0,38053.0,956106.0,866863.0,7343161.0,18865.0,,,377028.0,,0.0,,0.0,12530134.0,4897593.0,,,,,3372189.0,-1909231.0,,,,,,0.001,200000000.0,20018000.0,20018000.0,20018.0,1071012.0,1067461.0,13172.0,,,,17448.0,,465110.0,483975.0,,,,,358678.0,0.03,0.18,0.25,-0.16,,0.0,,0.05,0.03,0.06,437286.0,,,62114.0,539536.0,16557.0,16557.0,16557.0,16557.0,16557.0,684435.0,622321.0,,-13538.0,,2065590.0,3316823.0,,,804827.0,,,171101.0,,537879.0,-185689.0,28415.0,,,-693040.0,11750.0,,,,10960.0,,162295.0,,-8522.0,-34192.0,-30293.0,,,,,535736.0,,873999.0,293807.0,6215.0,0.0,6370.0,,,,12530134.0,557274.0,,,235675.0,-493456.0,,-1787115.0,,-65946.0,,633726.0,394206.0,,,2906202.0,410621.0,,1061387.0,437286.0,,437286.0,35849.0,65697.0,12681.0,400517.0,,46970.0,,235675.0,,,,25579.0,1530172.0,,0.001,1000000.0,0.0,0.0,3591.0,203391.0,185763.0,,,,,,,4311.0,7527260.0,6571154.0,,3388766.0,,4384284.0,1149683.0,840612.0,27000.0,,,247.0,50.0,-47.0,354052.0,,11972860.0,,,,20018000.0
2012-03-31,2012-05-15,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,257192.0,,11331.0,,943325.0,7361143.0,4716.0,,,436338.0,,,,0.0,12796457.0,5168470.0,,,,,3230724.0,-141465.0,,,,,,0.001,200000000.0,20036000.0,20036000.0,20036.0,83976.0,195381.0,20134.0,,,,,,131474.0,136190.0,,,,,337035.0,0.0,0.31,0.25,-0.13,,0.19,,,,,70643.0,,,,,,,,,,,621934.0,,,,421787.0,595251.0,,,10962.0,,,3448.0,,7171.0,137465.0,-26722.0,,,30400.0,6962.0,,,,10587.0,,247127.0,,-390.0,82226.0,47524.0,,,,,,,1121126.0,,,,1318.0,,,,12796457.0,721621.0,,,237165.0,-21643.0,,-127728.0,,-62737.0,,7514.0,10009.0,,3.0,594298.0,953.0,,1060579.0,76462.0,,76462.0,,75894.0,48.0,8739.0,,129196.0,,,,,,,127728.0,,0.001,1000000.0,0.0,0.0,53026.0,201480.0,186729.0,,,,,,,,,6567408.0,,3396280.0,,790632.0,1388649.0,172511.0,18000.0,,,,,,354052.0,,12074836.0,31366.0,,,20027297.0
2012-06-30,2012-08-14,10-Q,Joway Health Industries Group Inc.,GTVI,CIK0001263364,USD,,176585.0,32124.0,32124.0,1209957.0,952446.0,7361143.0,4380.0,,,150199.0,,,4380.0,,12058736.0,4551708.0,,,,,2595088.0,,,0.0,,,,0.001,200000000.0,20036000.0,20036000.0,20036.0,-483127.0,111355.0,3169.0,,0.0,,354052.0,,122377.0,126757.0,,,,,210660.0,-0.02,,,,,,,,,,,,,71210.0,,,,,,,689309.0,618099.0,,,,619561.0,314328.0,,,-483317.0,,,8931.0,,,,,,,,,,,,,,,,,,,,,,,1047590.0,,1462424.0,362554.0,13712.0,0.0,3298.0,,,,12058736.0,467027.0,,,237353.0,,,,,,,-492248.0,3552.0,,,801197.0,-486869.0,,1053976.0,,,9121.0,36104.0,76613.0,316.0,570.0,,62344.0,,,,,,,,,0.001,1000000.0,,,12000.0,198524.0,237529.0,,,,,,,,7663009.0,6453052.0,,2904032.0,,425683.0,1480043.0,181636.0,,,,,,,354052.0,,11591709.0,,,,20036000.0
