end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedAmortizationOfCurrentDeferredFinanceCosts,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentOfWarrantsGrantedForServices,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockSplit,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,AdvertisingExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,BankOverdrafts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConvertibleDebtCurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,CostOfServices,CostsAndExpenses,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentRate,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedPremium,DebtInstrumentUnamortizedPremiumCurrent,DeferredCompensationEquity,DeferredFederalIncomeTaxExpenseBenefit,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortizationAdjustment,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAdjustment,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DefinedBenefitPlanInterestCost,DepositLiabilitiesAccruedInterest,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeInstrumentsAndHedgesLiabilities,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DividendsSharebasedCompensationStock,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,ExplorationAbandonmentAndImpairmentExpense,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueAssumptionsWeightedAverageVolatilityRate,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,FederalIncomeTaxExpenseBenefitContinuingOperations,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsNet,GainLossOnDerivativeInstrumentsNetPretax,GainLossRelatedToLitigationSettlement,GainOnSaleOfInvestments,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IndefiniteLivedLicenseAgreements,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseRelatedParty,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestReceivable,Investments,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseCosts,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,NonoperatingGainsLosses,NotesAndLoansPayable,NotesIssued1,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,OperatingExpenses,OperatingIncomeLoss,OtherAccruedLiabilitiesCurrent,OtherAssets,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,PaymentOfFinancingAndStockIssuanceCosts,PaymentsForAdvanceToAffiliate,PaymentsForLoans,PaymentsForProceedsFromProductiveAssets,PaymentsForPurchaseOfOtherAssets1,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInvestments,PaymentsToFundLongtermLoansToRelatedParties,PostconfirmationDeferredFinancingCosts,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfWarrants,ProceedsFromLicenseFeesReceived,ProceedsFromLoanOriginations1,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,SaleOfStockPricePerShare,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesConversionOfUnits,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueStockOptionsExercised,TechnologyServicesCosts,TimeDepositsAtOrAboveFDICInsuranceLimit,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2008-07-31,2008-10-29,10-K,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15709.0,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,
2009-07-31,2009-11-12,10-K,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68873.0,,,,,,,,,,,,,,,-68510.0,,,,,,,,,,,,,,,
2010-07-31,2010-11-02,10-K,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,10983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37864.0,,,,,,,,,,,,,,,-40164.0,,,,,,,,,,,,,,,
2010-10-31,2010-12-20,10-Q,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,1974.0,,,-9009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,,,0.0,,,,-8283.0,,,,,296.0,,,,,,,,,-296.0,,,,,,,,,,,,,,,-9009.0,-1022.0,,,,,,,,,,-726.0,,,,726.0,-296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,2011-03-17,10-Q,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,1843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8514.0,,,0.0,,,,,,,,,,,,,,,,,,-296.0,,,,,,,,,,,,,,,,-8810.0,,,,,,,,,,-8514.0,,,,132.0,-296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,2011-09-20,10-Q,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,1843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.0,,,0.0,,,,,,,,,,,,,,,,,,-300.0,,,,,,,,,,,,,,,,-1393.0,,,,,,,,,,-1093.0,,,,93.0,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,2011-11-10,10-K,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,43582.0,,,,,27711.0,,,,,,,,,,,0.0,0.0,,,0.0,,,-10983.0,,,0.001,,100000000.0,54724119.0,,54724.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147371.0,,,,,,,,,,,,,,,,,,,,950.0,,-24772.0,0.0,0.0,,,,,,12589.0,,1200.0,,,,,,0.0,,,1200.0,,0.0,,1354.0,,,,64936.0,0.0,64936.0,,,0.0,0.0,-10983.0,-24772.0,,,,,,,20000.0,20000.0,23572.0,-23572.0,,,,,-1200.0,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,22622.0,-27772.0,,,,,,0.0,,,,,,,,,-64936.0,,,,,,,,,,0.0,,,,,
2011-10-31,2011-12-20,10-Q,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,44982.0,,,,,27711.0,,,,,,,,,,,,,,,0.0,,,0.0,,,0.001,,100000000.0,54724119.0,,54724.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-149071.0,,,,,,,,,,,,,578.0,,,,,,,0.0,,-1700.0,0.0,0.0,,,1400.0,,,1400.0,,300.0,,,,,,0.0,,,300.0,,0.0,,1654.0,,,,,,66636.0,,,0.0,0.0,0.0,-1700.0,,,,,,,,20000.0,1400.0,-1400.0,,,,,-300.0,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,1400.0,-1700.0,,,,,,0.0,,,,,,,,,-66636.0,,,,,,,,,,0.0,,-578.0,,,
2012-01-31,2012-03-21,10-Q,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,47082.0,,,,,27711.0,,,,,,,,,,,,,,,0.0,,,,,,0.001,,100000000.0,54724119.0,,54724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-151471.0,,,,,,,,,,,,,,,,,,,,2100.0,,,0.0,,,,,,,,,,,,,,,,,,300.0,,,,1954.0,,,,,,69036.0,,,,,,-2400.0,,,,,,,20000.0,,,-2100.0,,,,2100.0,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,-69036.0,,,,,,,,,,,,,,,
2012-04-30,2012-06-14,10-Q,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6295.0,,,0.0,,,,,,,,,,,,,,,,,,300.0,,,,2254.0,,,,,,,,,,,,-10795.0,,,,,,,,20000.0,,-10495.0,,,-10495.0,10495.0,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31,2012-11-13,10-K,"THC Therapeutics, Inc.",THCT,CIK0001404935,USD,,,39381.0,2681.0,6700.0,2917.0,,282489.0,,,,0.0,,0.0,,,0.0,,595393.0,70393.0,,,56446.0,,,56446.0,,,0.001,,100000000.0,63037262.0,,63037.0,,,,,0.0,,161543.0,,82128.0,0.0,,,,,,22554.0,,,,,,0.0,,0.0,0.0,,132234.0,0.0,,132234.0,,0.0,,,,,,0.0,,388923.0,,,,,,,,,,,,0.0,0.0,,,,,,,16133.0,,-241552.0,-0.01,0.0,,,,,0.0,-4201.0,,1200.0,,,,0.0,,-13947.0,525000.0,,1200.0,0.0,0.0,,,,,,389381.0,595393.0,214381.0,,,489946.0,-175000.0,-258500.0,-241552.0,-241552.0,,,0.0,,,0.0,,240352.0,-240352.0,,,-1200.0,,-1200.0,,,0.0,,,,,175000.0,,,0.0,0.001,10000000.0,,,,13947.0,58437.0,,500000.0,,,,,0.0,,,,58437.0,62676.0,-241552.0,,,,,,0.0,,,,0.0,,,,,206012.0,,,,,,,,,,0.0,,82128.0,249409.0,36185002.0,
