end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,CapitalizedComputerSoftwareNet,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConvertiblePreferredStockSharesIssuedUponConversion,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsValuationAllowance,Depreciation,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DividendsPreferredStock,DividendsPreferredStockStock,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EquityMethodInvestmentOwnershipPercentage,FairValueOfAssetsAcquired,GainLossOnInvestments,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IntangibleAssetsNetExcludingGoodwill,InterestExpense,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseCost,LegalFees,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LitigationSettlementExpense,LongTermDebt,LongTermInvestments,LongTermLoansFromBank,LongTermNotesPayable,LossContingencyAccrualProvision,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NonoperatingIncomeExpense,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssetsCurrent,OtherAssetsMiscellaneousNoncurrent,OtherCostAndExpenseOperating,OtherGeneralExpense,OtherSellingGeneralAndAdministrativeExpense,PaymentsForLegalSettlements,PaymentsForRepurchaseOfEquity,PaymentsOfStockIssuanceCosts,PaymentsToAcquireFurnitureAndFixtures,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireOtherInvestments,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireSoftware,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfOtherLongTermDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromNotesPayable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RelatedPartyTransactionDueFromToRelatedParty,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2014-09-30,2014-12-01,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,233265.0,241952.0,,38334.0,3606557.0,,,544.0,544.0,,,544.0,,,,0.0,0.001,750000000.0,37872068.0,37872068.0,,37871.0,,,,,,,,,,,3016912.0,,,,,0.0,,,,,,,,,,,,-157504.0,-157504.0,,,,,,,,,,,,,,,,,,,,46829.0,,,,,,,,,544.0,966321.0,,,,,,,,,,,,,,-157504.0,,,,,157504.0,-157504.0,,,,,,,,,,,,,,,,,,4081.0,,,,,,,,,,0.001,1000000.0,600000.0,600000.0,600.0,,,,,,,70781.0,,,,,,-1593893.0,,,,,-965777.0,,,,,,,,,,,,,,37789614.0
2014-12-31,2015-04-30,10-K,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,226568.0,274276.0,,38333.0,3606557.0,,,378.0,378.0,,,378.0,,-45101.0,,0.0,0.001,750000000.0,37872068.0,37872068.0,,37872.0,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,-684087.0,,,,,167632.0,,170920.0,,-5489.0,,,100.0,,,,,,,,45000.0,146101.0,,,,,,,,,378.0,1044542.0,,,,,,,,,3340.0,,,-48441.0,-48441.0,-684087.0,,,,,684087.0,-684087.0,,,,,,,,,,,,,,,,,,131545.0,,,,,,,,,,0.001,1000000.0,600000.0,600000.0,600.0,,3340.0,,,,,235466.0,,,,,,-4689193.0,,,45000.0,,-1044164.0,,,,,,,45000.0,3340.0,,,,,,37807876.0
2015-03-31,2015-05-15,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,211912.0,312470.0,,38333.0,3606557.0,,,7018.0,7018.0,,,7018.0,,6640.0,,0.0,0.001,750000000.0,37872068.0,37872068.0,,37872.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-90229.0,,,,,-14656.0,,38194.0,,73331.0,,,,,,,,,,,,32572.0,,,,,,,,,7018.0,1141411.0,,,,,,,,,,,,6640.0,6640.0,-90229.0,,,,,90229.0,-90229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,1000.0,600000.0,600000.0,600.0,,,,,,,19563.0,,,,,,-4779422.0,,,,,-1134393.0,,,,,,,,,,,,,,37862068.0
2015-06-30,2015-08-14,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,30726.0,488587.0,200.0,51833.0,3952650.0,,,25711.0,711.0,,,511.0,,,,0.0,0.001,750000000.0,37872068.0,37872068.0,,37872.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-107957.0,,,,,,,,,,,,,,,,,,,,,32295.0,,,,,,,,,25711.0,922568.0,,,25000.0,,,,,,,,,,,-107957.0,,,,,107957.0,-107957.0,,,,,,,,,,,,,,,25000.0,,,11586.0,,,,,,,,,,0.001,1000000.0,0.0,0.0,,,,,,,,31920.0,,,,,,-4887379.0,,,,,-896857.0,,,,,,,,,,,,,,37872068.0
2015-09-30,2015-11-16,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,46327.0,528843.0,200.0,51832.0,4018687.0,,,25271.0,271.0,,,71.0,,,,0.0,0.001,750000000.0,38203911.0,38203911.0,,38204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25271.0,984124.0,,,25000.0,,,,,,,,,,,-128365.0,,,,,128365.0,-128365.0,,,,,,,,,,,,,,,25000.0,,,1344.0,,,,,,,,,,0.001,1000000.0,0.0,0.0,,,,,,,,83826.0,,,,,,-5015744.0,,,,,-958853.0,,,,,,,,,,,,,,38203911.0
2015-12-31,2016-04-28,10-K,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,292226.0,63064.0,735066.0,,229162.0,4032927.0,,,25000.0,,,,,,-378.0,,,0.001,750000000.0,2595379.0,2595379.0,,2595.0,,,,,,,1712857.0,,1712857.0,,,,,,,-0.14,0.0,0.34,-0.39,,0.05,,,,,,,-348621.0,,135962.0,-118531.0,-17431.0,-163504.0,27325.0,-44575.0,,190829.0,,,,,,,,,,,45000.0,109867.0,,,,,,,,,25000.0,1027292.0,,,25000.0,,,,,,,,-25000.0,,24622.0,-348621.0,,,,,348621.0,,,,,,,,,,,,,,,,,,,35976.0,,,,,,25000.0,,,,0.001,1000000.0,0.0,0.0,,,,,,,,59333.0,,,,,,-5037814.0,,,,,-1002292.0,,,15000.0,,,,45000.0,,,,,,,2536767.0
2016-03-31,2016-05-16,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,58085.0,458906.0,,229162.0,3996600.0,,,25230.0,230.0,,,246.0,,246.0,,,0.001,750000000.0,38921911.0,38921911.0,,38922.0,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,-60295.0,,,,,-4979.0,-1953.0,62494.0,,7200.0,,,,,,,,,,,,,,,,,,,,,25230.0,1087807.0,,,25000.0,,,,,,,,,,246.0,-60295.0,,,,,60295.0,,,,,,,,,,,,,,,,,,,1283.0,,,,,,,,,,0.001,1000000.0,0.0,0.0,,,,,,,,18047.0,,,,,,-5098099.0,,,,,-1062577.0,,,,,,,,,,,,,,2595379.0
2016-06-30,2016-08-12,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,68038.0,488906.0,,229162.0,3972600.0,,,,,,,9834.0,,,,,0.001,750000000.0,37921911.0,37921911.0,,37922.0,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,-151646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127470.0,,,,,,,,,,,,,,-151646.0,,,,,151646.0,,,,,,,,,,,,,,,,,,,6901.0,,,,,,,,,,0.001,1000000.0,0.0,0.0,,,,,,,,39745.0,,,,,,-5137992.0,,,,,-1127470.0,,,,,,,,,,,,,,2595379.0
2016-09-30,2016-11-04,10-Q,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,,86852.0,518896.0,,229162.0,3972600.0,,,155.0,155.0,,,42856.0,155.0,,,,0.001,750000000.0,37921911.0,37921911.0,,37922.0,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,-52249.0,,,,,,,,,,,,,,,,,,,,,67111.0,,,,,,,,,155.0,1179874.0,,,,,,,,,,,,,,-226862.0,,,,,226862.0,,,,,,,,,,,,,,,,,,,-7533.0,,,,,,,,,,0.001,1000000.0,0.0,0.0,,,,,,,,29307.0,,,,,,-5190241.0,,,,,-1179719.0,,,,,,,,,,,,,,2595379.0
2016-12-31,2017-03-30,10-K,"MediXall Group, Inc.",MDXL,CIK0001601280,USD,472341.0,,548160.0,,,4030459.0,-2468.0,,114971.0,114971.0,6370000.0,,124971.0,114971.0,114971.0,,,0.001,750000000.0,2595379.0,2595379.0,756125.0,2595.0,,,,,,,1936291.0,,1936291.0,,,,,,,-0.25,0.0,0.34,-0.39,,0.05,,,,,,,-657160.0,,-256292.0,223434.0,32858.0,,180115.0,-189109.0,,,,,,,,,,,,,,192155.0,,,,,,,,,114971.0,1020501.0,,,,,,,,781125.0,781125.0,,,-666154.0,-666154.0,-657160.0,,,,,657160.0,,,,,,,,,,,,,,5370000.0,,,,,8185.0,,,,,,,,,,0.001,1000000.0,264894.0,264894.0,265.0,,781125.0,,,,,92878.0,,,,,,-5694974.0,,,,,-898555.0,,,,,,,,,781125.0,,,,25000.0,2595379.0
