end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableCurrent,AccountsPayableTradeCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedSalariesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AmortizationOfDebtDiscountPremium,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,BusinessAcquisitionSharePrice,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationConsiderationTransferred1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,BusinessCombinationSeparatelyRecognizedTransactionsAssetsRecognized,BusinessCombinationSeparatelyRecognizedTransactionsLiabilitiesRecognized,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashFDICInsuredAmount,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsSold,CostOfRevenue,CostsAndExpensesRelatedParty,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentPeriodicPaymentPrincipal,DebtInstrumentUnamortizedDiscount,DeconsolidationGainOrLossAmount,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DisposalGroupDeferredGainOnDisposal,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,DueToAffiliateCurrentAndNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EquityMethodInvestmentOwnershipPercentage,FairValueOfAssetsAcquired,FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,FiniteLivedPatentsGross,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossRealized,ForeignCurrencyTransactionGainLossUnrealized,GainOnSaleOfInvestments,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,GoodwillImpairmentLoss,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestPaid,InterestPaidNet,InventoryNet,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LoansPayable,LoansPayableCurrent,LongTermDebt,MinorityInterest,MinorityInterestOwnershipPercentageByNoncontrollingOwners,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NoncontrollingInterestIncreaseFromBusinessCombination,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationBeforeTax,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,OtherIndefiniteLivedIntangibleAssets,OtherNonoperatingIncomeExpense,PaymentsForRepurchaseOfCommonStock,PaymentsOfLoanCosts,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromShortTermDebt,ProfessionalFees,ProfitLoss,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,SharePrice,SharePrice,SharesIssued,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesReverseStockSplits,StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockRedeemedOrCalledDuringPeriodValue,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,SupplementalUnemploymentBenefitsSalaryContinuation,TemporaryEquityForeignCurrencyTranslationAdjustments,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2013-09-30,2013-11-14,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,17057.0,1021.0,,,,-2791.0,112195.0,,,,41167.0,,,,,,,,,,,,,,,,,,,,0.0,30134.0,-27543.0,,,,,0.0001,100000000.0,16108500.0,,1611.0,-15231.0,,,,,,,,1149.0,,,,,,,,,,,,,,,117599.0,,,,,30694.0,-0.001,,,5.0,,,,,,,,,,,13061.0,,,1600.0,-15236.0,,,,,,0.0,,,,-6734.0,1021.0,,-2914.0,,185.0,1458.0,,,,,,,8554.0,47751.0,41167.0,,,,,,,,0.0,,,-27548.0,,-15236.0,,,,,,16836.0,,,5.0,,,,5.0,,,,,,,,,,,,,1458.0,0.0,,,,792.0,,,2749.0,2983.0,,,,,-6584.0,,,,,,,,,,,,,,16108500.0
2013-12-31,2014-02-03,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,7895.0,,,,,-2371.0,112195.0,,,,15408.0,,,,,,,,,,,,,,,,,,,,,7137.0,,,,,,0.0001,100000000.0,16108500.0,,1611.0,-24985.0,,,,,,,,0.0,,,,,,,,,,,,,,,143004.0,,,,,39082.0,-0.002,,,,,,,,,,,,,,12874.0,,,1024.0,-25415.0,,,,,,0.0,,,,,,,,,,,,,,,,,8271.0,46977.0,15408.0,,,,,,,,,,,,,-25415.0,,,,,,26439.0,,,430.0,,,,,,,,,,,,,,,,,,,,,,10633.0,,,1024.0,2932.0,,,,,-31569.0,,,,,,,,,,,,,,16108500.0
2014-03-31,2014-05-12,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,9178.0,,,,,-957.0,112195.0,,,,5629.0,,,,,,,,,,,,,,,,,,,,,2005.0,,,,,,0.0001,100000000.0,16108500.0,,1611.0,-18362.0,,,,,,,,4489.0,,,,,,,,,,,,,,,162780.0,,,,,46382.0,-0.001,,,,,,,,,,,,,,10552.0,,,-2565.0,-19776.0,,,,,,0.0,,,,,,,,,,,,,,,,,3624.0,55560.0,5629.0,,,,,,,,,,,,,-19776.0,,,,,,17211.0,,,1414.0,,,,,,,,,,,,,,,,,,,,,,3818.0,,,1924.0,2841.0,,,,,-49931.0,,,,,,,,,,,,,,16108500.0
2014-06-30,2014-09-30,10-K,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,17847.0,,,,,-3153.0,112195.0,,,,967.0,,,,,,,,,,,,,,,,,,,,0.0,967.0,-56710.0,,,,,0.0001,100000000.0,16108500.0,,1611.0,-91562.0,,,,,,,,10096.0,,,,,,,,,,,,,,,193568.0,,,,,66035.0,-0.006,,,-357.0,,,,,,,,,,,60425.0,,,-1847.0,-91205.0,,,,,,0.0,,,,-5944.0,0.0,,32427.0,,-8369.0,,,,,,,,0.0,83882.0,967.0,,,,,,,,0.0,,,-56353.0,,-91205.0,,,,,,89358.0,,,-357.0,,,,-357.0,,,,,,,,0.0001,90000000.0,,,,,0.0,,,,17330.0,,,8249.0,11603.0,,,,,-82915.0,,,,,,,,,,,,,,16108500.0
2014-09-30,2014-11-07,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,22369.0,,,,,1086.0,112195.0,,,,1707.0,,,,,,,,,,,,,,,,,,,,0.0,1707.0,740.0,,,,,0.0001,100000000.0,16108500.0,,1611.0,-6283.0,,,,,,,,1632.0,,,,,,,,,,,,,,,204090.0,,,,,68536.0,-0.0004,,,4239.0,,,,,,,,,,,8054.0,,,383.0,-10522.0,,,,,,0.0,,,,4522.0,0.0,,2501.0,,0.0,0.0,,,,,,,,90905.0,1707.0,,,,,,,,0.0,,,-3499.0,,-10522.0,,,,,,10905.0,,,4239.0,,,,4239.0,,,,,,,,0.0001,90000000.0,,,,,0.0,,,,0.0,,,2015.0,2851.0,,,,,-89198.0,,,,,,,,,,,,,,16108500.0
2014-12-31,2015-02-11,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,11183.0,,,,,4317.0,112195.0,,,,2256.0,,,,,,,,,,,,,,,,,,,,,2256.0,,,,,,0.0001,100000000.0,16108500.0,,1611.0,-6982.0,,,,,,,,952.0,,,,,,,,,,,,,,,214303.0,,,,,87253.0,0.0,,,,,,,,,,,,,,7573.0,,,-8.0,-10213.0,,,,,,0.0,,,,,,,,,,,,,,,,,,98436.0,2256.0,,,,,,,,,,,,,-10213.0,,,,,,10205.0,,,3231.0,,,,,,,,,,,,0.0001,90000000.0,,,,,,,,,2632.0,,,944.0,0.0,,,,,-96180.0,,,,,,,,,,,,,,16108500.0
2015-03-31,2015-05-13,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,9767.0,,,,,12595.0,112195.0,,,,1518.0,,,,,,,,,,,,,,,,,,,,,1518.0,,,,,,0.0001,100000000.0,16108500.0,,1611.0,-432.0,,,,,,,,1230.0,,,,,,,,,,,,,,,222969.0,,,,,88319.0,0.0,,,,,,,,,,,,,,3384.0,,,318.0,-8710.0,,,,,,0.0,,,,,,,,,,,,,,,,,,98086.0,1518.0,,,,,,,,,,,,,-8710.0,,,,,,9028.0,,,8278.0,,,,,,,,,,,,0.0001,90000000.0,,,,,,,,,5644.0,,,1548.0,0.0,,,,,-96568.0,,,,,,,,,,,,,,16108500.0
2015-06-30,2015-09-23,10-K,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,21654.0,,,,,11645.0,112195.0,,,,617.0,,,,,,,,,,,,,,,,,,,,0.0,617.0,-350.0,,,,,0.0001,100000000.0,16108500.0,,1611.0,-33406.0,,,,,,,,3753.0,,,,,,,,,,,,,,,241772.0,,,,,95284.0,-0.002,,,-39.0,,,,,,,8419.0,,,,23641.0,,,682.0,-48204.0,,,,,,0.0,,,,7956.0,,,48356.0,,0.0,,,,,,,,,116938.0,617.0,,,,,,,,0.0,,,-311.0,,-48204.0,,,,,,48886.0,,,14798.0,,,,14798.0,,,,,,,,0.0001,90000000.0,,,,,0.0,,,,22599.0,,-241772.0,4435.0,2646.0,,,,,-116321.0,-116321.0,,,,,,,,,,,,,16108500.0
2015-09-30,2015-11-18,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,23506.0,,,,,19850.0,112195.0,,,,416.0,,,,,,,,,,,,,,,,,,,,0.0,416.0,-201.0,,,,,0.0001,100000000.0,16108500.0,,1611.0,-1017.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,94248.0,-0.0001,,,113.0,,,,,,,,,,,9222.0,,,0.0,-9222.0,,,,,,0.0,,,,3467.0,,,5441.0,,,,,,,,,,,117754.0,416.0,,,,,,,,0.0,,,-314.0,,-9222.0,,,,,,9222.0,,,8205.0,,,,8205.0,,,,,,,,0.0001,90000000.0,,,,,0.0,,,,0.0,,-250994.0,0.0,0.0,,,,,-117338.0,,,,,,,,,,,,,,16108500.0
2015-12-31,2016-02-16,10-Q,BIONOVATE TECHNOLOGIES CORP.,BIIO,CIK0001575420,USD,,,,8637.0,,,,,23876.0,112195.0,,,,669.0,,,,,-5018.0,4132.0,,,,,,,,,,,,,,,669.0,,,,,,0.0001,100000000.0,16108500.0,,1611.0,-3199.0,,,,,,,,1434.0,,,,,,,,,,,,,,,,,,,,112569.0,0.0,,,,,,,,,,,,,,4396.0,,,358.0,-7225.0,,,,,,0.0,,,,,,,,,,,,,,,,,,121206.0,669.0,,,,,,,,,,,,,-7225.0,,-7225.0,,,,7583.0,-7225.0,,4026.0,,,,,,,,,,,,0.0001,90000000.0,,,,,,,,,3187.0,-7225.0,-258219.0,1792.0,0.0,,,,,-120537.0,,,,,,,,,,,,,,16108500.0
