end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableInterestBearingCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesForCommissionsExpenseAndTaxes,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,Assets,AssetsCurrent,AssetsDesignatedToClosedBlockInvestments,AssetsNoncurrent,BankOverdrafts,BridgeLoan,BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentPropertyPlantAndEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConversionOfStockAmountIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtFairValueDisclosures,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,ConvertiblePreferredStockConvertedToOtherSecurities,CostOfGoodsSold,CostOfRevenue,CostsAndExpensesRelatedParty,CustomerAdvancesAndDeposits,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleThresholdPercentageOfStockPriceTrigger,DebtInstrumentFaceAmount,DebtInstrumentFairValue,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredTaxLiabilitiesDerivatives,DepositsWholesale,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxSettlements,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,EquityMethodInvestmentOwnershipPercentage,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnInvestments,GainLossOnSaleOfDebtInvestments,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseRelatedParty,InterestIncomeOperating,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,InvestmentOwnedBalancePrincipalAmount,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,Land,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,LoansPayable,LongTermDebt,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermNotesPayable,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationOptionsIssued1,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,NonoperatingIncomeExpense,NotesAndLoansPayable,NotesPayable,NotesPayableCurrent,NotesPayableFairValueDisclosure,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,OtherComprehensiveIncomeLossNetOfTax,OtherExpenses,OtherPaymentsToAcquireBusinesses,PartnersCapitalAccountPrivatePlacementOfUnits,PaymentsToAcquireCommercialRealEstate,PaymentsToAcquireLongtermInvestments,PreferredStockDividendsIncomeStatementImpact,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermDebt,PropertyPlantAndEquipmentNet,RealEstateInvestmentPropertyAtCost,RealEstateInvestmentPropertyNet,ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock,RelatedPartyTransactionRate,RepaymentsOfNotesPayable,RetainedEarningsAccumulatedDeficit,Revenues,SalariesWagesAndOfficersCompensation,SaleLeasebackTransactionImputedInterestRate,SalesRevenueGoodsNet,ShareBasedCompensation,ShortTermDebtPercentageBearingFixedInterestRate,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,TemporaryEquityForeignCurrencyTranslationAdjustments,UnrecordedUnconditionalPurchaseObligationImputedInterest,WeightedAverageBasicSharesOutstandingProForma,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2013-03-31,2013-05-21,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,,,,,,,,,,14136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9530.0,,,,,,4125.0,,3750.0,,,,,,,,,18261.0,,,,,,,,,,,,,,,,,,,,,,-5780.0,5780.0,,,,-27791.0,,,,,,,,,,,,9530.0,,,,,,18261.0,,,,,,,,,,,,,5780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335233149.0
2013-06-30,2013-08-14,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7794.0,,,,,,,,3750.0,,,,,,,,,13422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-21216.0,,,,,,,,,,,,7794.0,,,,,,13422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335233149.0
2013-09-30,2013-11-13,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,665984.0,,,,24750.0,,31500.0,,39665.0,,,825984.0,,150000.0,,,,,,,,,,,10000.0,,,,,0.0,5000000000.0,2335233149.0,2335233149.0,,2335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445304.0,,,,0.0,,,,,,,,,,,,,,,,,,11834.0,,,,,,,,,,,,,,3750.0,,11186.0,7061.0,,,,23808.0,,,,,,1229288.0,825984.0,,,,750000.0,,400000.0,,350000.0,,,,,,,,-23020.0,,,,,10000.0,,,,427549.0,735489.0,,11834.0,,,145000.0,,,,,,,,,0.0,2000000.0,0.0,0.0,,,,,,,,,,,665984.0,,,,,,,,,,,-403304.0,,,,,,,,,,,,,2335233149.0,
2013-12-31,2014-04-15,10-K,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,0.15,,,30013.0,39750.0,39750.0,,41995.0,,37857.0,848173.0,,150000.0,,,10000.0,,,,,,,,3179.0,,3179.0,3179.0,,0.0,5000000000.0,4670466.0,4670466.0,,5.0,,,,,,,,,,,,29051.0,,,,,,,84016.0,,,,29051.0,,,,,,471583.0,,742852.0,742852.0,,-0.01,0.34,,0.38,-0.34,-0.04,0.0,,,,,,,,,,,42811.0,,,,,,17638.0,23000.0,15000.0,,29051.0,29051.0,,,,29010.0,,55495.0,55495.0,55495.0,,23808.0,39750.0,,,150000.0,,1277756.0,848173.0,,0.33,,,750000.0,,350000.0,,400000.0,,-19770.0,22949.0,22949.0,,,-98306.0,,,,-55495.0,10000.0,10000.0,,,426090.0,426090.0,,42811.0,-42811.0,,,,,,,,,,,0.0,10000000.0,0.0,0.0,29010.0,29010.0,,12949.0,10000.0,,,,,,665984.0,,,,-471583.0,,1250.0,,,,,-429583.0,,,,,2335233149.0,,,2335.0,,,,23808.0,2335233149.0,4670600.0
2014-03-31,2014-05-19,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,,,,34138.0,,45500.0,,361435.0,,7148.0,868346.0,,150000.0,,,,,,,,,,,13352.0,,13352.0,10173.0,9043.0,0.0,5000000000.0,2565233149.0,2565233149.0,,2565.0,,,,40000.0,,5000.0,,,,,,34046.0,107640.0,,,,0.08,,35000.0,,35000.0,,,,331527.0,9043.0,,,890152.0,,,,,-0.09,0.34,,0.38,-34.0,-4.0,0.0,,,,,,,,,,-117509.0,30572.0,,,,4995.0,,4125.0,2000.0,3750.0,,,4995.0,300000.0,,,10000.0,,279531.0,272383.0,,,0.0,,,,,,1394498.0,868346.0,,0.33,,,,,,,,,-29827.0,40000.0,40000.0,,,-418569.0,,,,-387997.0,11500.0,,,,166090.0,750000.0,16697.0,30572.0,-30572.0,,145000.0,,,387997.0,,,,,,0.0,2000000.0,0.0,0.0,39010.0,,,,40000.0,,,,,,665984.0,,,,,,1250.0,0.08,,,,-526152.0,,,,,,,,,,,,,,4877207.0
2014-06-30,2014-08-13,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,0.08,,,38263.0,62068.0,,,361435.0,,,855114.0,,,,,,,,,,,,,120.0,,120.0,,,0.0,5000000.0,2565233149.0,2565233149.0,,2565.0,,,,40000.0,,13699.0,,,,,,,,,,,0.08,,,,26301.0,363596.0,34046.0,,,-32069.0,,,1002831.0,,,750000.0,,0.0,0.34,,38.0,-34.0,-4.0,0.0,,,,,,,,,,,28704.0,,,,,,,,3750.0,,,,,,,,,51906.0,,,,665984.0,,,,150000.0,,1493945.0,855114.0,,,750000.0,,750000.0,,350000.0,,400000.0,,,,,,,-112679.0,-112679.0,,,-83975.0,,11500.0,,,166090.0,,,28704.0,-28704.0,,300000.0,,,83975.0,,,,,,0.0,2000000.0,0.0,0.0,39010.0,,,,,,,,,,665984.0,,,,,,,,,,,-638831.0,,,,,,,,,,,,0.0,,2565233149.0
2014-09-30,2014-11-19,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-465838.0,,,,,,,,-78.93,,,,,,,,,,,,,,,,36410.0,6573.0,,,,,,,,,,,,,,,,,51906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-487907.0,-487907.0,,,-481334.0,,,,,,,,6573.0,-6573.0,,,,-487907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181.0
2014-12-31,2015-04-15,10-K,"METROSPACES, INC.",MSPC,CIK0001488501,USD,,,,,,52013.0,68750.0,,,1160693.0,84016.0,,559001.0,39010.0,,519991.0,166.0,,,,,,,,,,,,-3179.0,3012339.0,0.0,10000000000.0,846745.0,846745.0,,847.0,1065533.0,,,,,25056.0,39472.0,,,,,,,,,,,,,,,,,,,3012339.0,2645300.0,2645300.0,,400000.0,400000.0,,,-168.77,0.0,0.34,0.38,,0.04,,,,,3012339.0,545061.0,2645300.0,,-3572349.0,,124753.0,65648.0,,,,4995.0,,,29000.0,,,,4995.0,,,,-10000.0,,-369609.0,367417.0,,,52013.0,68750.0,,,150000.0,,3441393.0,559001.0,3441393.0,,,,,,,,,,-43845.0,,40666.0,,,-3572349.0,-3572349.0,,,3506701.0,,10000.0,10000.0,,166590.0,166590.0,,65648.0,-65648.0,430000.0,,,,,,,,,,0.0,8000000.0,0.0,0.0,39010.0,39010.0,,500.0,40000.0,166.0,,,,,,,,,-4043932.0,,,,,,,-2882392.0,,223107.0,,,,1065533.0,,,,,54007.0,,,21167.0
2015-03-31,2015-05-20,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,37139.0,,,,268632.0,,283466.0,,-82742.0,2367770.0,,,5438612.0,394470.0,,5044142.0,,,,,,,,,,,29415.0,8426.0,8426.0,-1084217.0,0.0,5000000000.0,1947663945.0,1947663945.0,,1948.0,30605.0,,,,,,32088.0,,14849.0,,,,,,,,,,,,,,,,,-1084217.0,,6042426.0,,,,,,0.0,,,,,,,5319.0,5319.0,,,,,,-1420176.0,,-184247.0,37746.0,1862048.0,231011.0,-1420176.0,-16716.0,226379.0,,392.0,3750.0,-166.0,,,,,,-2146.0,,344977.0,344977.0,,,58215.0,,,,150000.0,,,5438612.0,7384620.0,,,,,,,,,1231118.0,-43708.0,,17400.0,29415.0,29415.0,-1420176.0,-1420176.0,,658184.0,-1613441.0,,,10000.0,,16990.0,,,37746.0,193265.0,630000.0,,,,,,,,,,0.0,8000000.0,,,117412.0,,400.0,400.0,42000.0,,,,2662103.0,,,,,,-5464108.0,,,,245860.0,,,-3177126.0,,30605.0,,,,,,,,,,,,1143698101.0
2015-06-30,2015-08-19,10-Q,"METROSPACES, INC.",MSPC,CIK0001488501,USD,122753.0,,,,233354.0,,344041.0,,-30409.0,6153575.0,,,5526638.0,424232.0,,,,,,,,,,,,,,72054.0,,,0.0,5000000000.0,4083677219.0,4083677219.0,,4084.0,,,,,,,26528.0,,95597.0,,,,,,171736.0,,,,,,117112.0,,,,,4647509.0,,6283301.0,,,,,,0.0,,,,,,,,,,,,,,,,1841928.0,172654.0,1862048.0,-28136.0,,,,,,,,,,,,,,,8292567.0,,,,61173.0,,15896.0,,150000.0,,6953456.0,5526638.0,6953456.0,,,,,,,,,,,,,,,-2003920.0,-2089962.0,,,-1803130.0,,,10000.0,,16990.0,,,172654.0,-200790.0,2870500.0,,,,,,,,,86042.0,0.0,8000000.0,,,102928.0,,,,,,,,2720367.0,,,,,,-7554070.0,,,,67461.0,,,-1426818.0,,,,,,,,,,,,,,3314219525.0
