end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableInterestBearingInterestRate,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvancesToAffiliate,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,Assets,AssetsCurrent,BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsRemainingAdjustments,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,ClassOfWarrantOrRightOutstanding,CommercialPaper,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConcentrationRiskPercentage1,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfGoodsAndServicesSold,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtInterestRateOfDebt,DebtInstrumentCarryingAmount,DebtInstrumentDecreaseForgiveness,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DeferredCompensationLiabilityCurrent,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositAssets,DepreciationAndAmortization,DividendsPreferredStock,DividendsPreferredStockStock,DividendsSharebasedCompensationStock,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EmployeeBenefitsAndShareBasedCompensation,FairValueAdjustmentOfWarrants,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsRiskFreeInterestRate,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInDeferredCompensation,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryFinishedGoods,InventoryLIFOReserve,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseholdImprovementsGross,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermLoansPayable,MarketingAndAdvertisingExpense,MarketingExpense,MembersEquityAttributableToNoncontrollingInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,NoninterestExpense,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeaseWeightedAverageDiscountRatePercent,OtherDepreciationAndAmortization,OtherIncome,OtherLoansPayableLongTerm,OtherNoncashExpense,OtherNonoperatingIncomeExpense,PaymentsForLoans,PaymentsForRepurchaseOfEquity,PaymentsOfDividends,PaymentsOfStockIssuanceCosts,PaymentsToAcquireOilAndGasEquipment,PreferredStockDividendsAndOtherAdjustments,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromLoanOriginations1,ProceedsFromLoans,ProceedsFromMinorityShareholders,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfEquityMethodInvestments,ProceedsFromWarrantExercises,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ReceivableWithImputedInterestEffectiveYieldInterestRate,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfBankDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RestrictedCash,RestrictedCashAndInvestmentsCurrent,RestrictedCashCurrent,RetainedEarningsAccumulatedDeficit,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodRiskFreeInterestRate,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharesIssuedPricePerShare,ShortTermBankLoansAndNotesPayable,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2015-09-30,2015-11-05,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,,,,,,,,,9600.0,,,,,,,23081.0,23081.0,,23081.0,,23081.0,,,,,,0.001,10500000.0,10500000.0,10500000.0,10500.0,,,,,,,,,,,,,,,,,,,,,170.0,-170.0,,,,,,,,,,0.0,,,,,,,,884.0,13500.0,,2981.0,,,,,-170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100.0,,,,,,,,,,20100.0,,2981.0,2981.0,,,,,,,,,10519.0,2981.0,,,,,,,,,,,,,,,,,,,,,-20100.0,,,,,,,,,,,,,,,,,,,,9635.0,,,,,,,,,,,,,,,,13500.0,,,,,,,,,,,20100.0,,,,,,,,,,170.0,14150000.0
2015-12-31,2016-03-29,10-K,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,,,,,,671.0,,,42949.0,,,,,,,61573.0,61573.0,,61573.0,,61573.0,,,,,,0.001,70000000.0,14150000.0,14150000.0,14150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3473.0,,,,,,,,,,,,,671.0,,,,,,,,,,,,,,,,,,,,,,,,,,671.0,61573.0,671.0,,,,,,,,,56600.0,,4973.0,3803.0,,,,-671.0,,,0.0,,20026.0,4474.0,,,,,,,,,,,,,,,,,-671.0,,,,-56600.0,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,16553.0,,,,,,,,,,,,,,,3803.0,24500.0,,,,,,,,,,,60902.0,,,10500000.0,,,,,,,,12325000.0
2016-03-31,2016-05-10,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,,,,,,,,,42949.0,,,,,,,48133.0,48133.0,,48133.0,,-13440.0,,,,,,0.001,70000000.0,14150000.0,14150000.0,14150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,24269.0,,,-12769.0,,,,,,,-671.0,,,-671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48133.0,,,,,,,,,,,,-13440.0,-12769.0,,,,,,,,,24269.0,-12769.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8966.0,11500.0,,,,,,,,,,,48133.0,,,,,,,,,,,12325000.0
2016-06-30,2016-08-11,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,,,,,,,,,42949.0,,,,,,,36117.0,36117.0,,36117.0,,,,,,,,0.001,70000000.0,14150000.0,14150000.0,14150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,,,,,,,19631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36117.0,,,,,,,,,,,,,-12016.0,,,,,,,,,28516.0,-12016.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,8885.0,,,,,,,,,,,,,,,-20982.0,16500.0,,,,,,,,,,,36117.0,,,,,,,,,,,110558.0
2016-09-30,2016-11-09,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,,,,,3500.0,,,,42949.0,,,,,,,27324.0,27324.0,,23824.0,,,,,,,,0.001,70000000.0,14150000.0,14150000.0,14150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,12449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27324.0,,,,,,,,,,,,,-8793.0,,,,,,,,,18793.0,-8793.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,6344.0,,,,,,,,,,,,,,,-29775.0,10000.0,,,,,,,,,,,27324.0,,,,,,,,,,,14150000.0
2016-12-31,2017-03-27,10-K,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,17355.0,,,,,,,,42949.0,,,,,,,17355.0,17355.0,,17355.0,,-44218.0,,,,,,0.001,70000000.0,14150000.0,14150000.0,14150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17355.0,17355.0,,0.0,,,,,,,,55133.0,,-60902.0,-60902.0,,,,,,,-671.0,,,-671.0,,,,,,17355.0,,17355.0,,,,,,,,,,,,,,,,,,17355.0,17355.0,17355.0,,,,,,0.0,,,,,-44218.0,-60902.0,,,,,,,17355.0,,100902.0,-60902.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,45769.0,,,,,,,,,,,0.0,,,,-57099.0,40000.0,,,,,,,,,,,,,,,,,,,,,,14150000.0
2017-03-31,2017-05-22,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,101557.0,,,,,,,,1822699.0,,,41786.0,,,,51700.0,,,14162.0,,-3193.0,,,,,,0.001,70000000.0,15650000.0,15650000.0,15650.0,,,,,,,,,,,,,,,,,,45095.0,,,,,,,,,,,69500.0,,,-0.13,1781250.0,,,,,,,1902405.0,,-1945702.0,-1945702.0,,,,,,,66749.0,,,,,,45095.0,,,,,,,-2730.0,,,,,,,,,,,,,,,,216152.0,51700.0,,,,,,,50613.0,,,52145.0,,-55338.0,-1945702.0,,,,,,,,,1945702.0,-1945702.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,37538.0,,52145.0,,,,,,,,,43297.0,,,,,,,,,,,0.0,,,,-2002801.0,,,,,,,,,,,,-164452.0,,,,,,1781250.0,,,,,14583333.0
2017-06-30,2017-08-14,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,187673.0,,,,,,,,3692779.0,,,,,,,40968.0,,,686.0,,,,,,,,0.001,70000000.0,16372857.0,16372857.0,16373.0,,,,,,,0.0,,,,,,,,,,,114701.0,,,,,,,,,,,146450.0,,,-0.13,,,,,,,,2027952.0,,-2114207.0,-2114207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448824.0,40968.0,,,,,,,483912.0,,,,,,-2114207.0,,,,,,,,,2114207.0,-2114207.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,40282.0,,,,,,,,,,,86255.0,,,,,,,,,,,13500.0,,,,-4117008.0,,,,,,,,,,,,-407856.0,,,,,,,,,,,15995746.0
2017-09-30,2017-11-13,10-Q,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,282231.0,,,,,,,,4114654.0,,,,,,,23315.0,,,271.0,,,,,,,,0.001,70000000.0,16372857.0,16372857.0,16373.0,,,,,,,0.0,,,,,,,,,,,182344.0,,,,,,,,,,,167350.0,,,-0.04,,,,,,,,620130.0,,-622630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631925.0,23315.0,,,,,,,146925.0,,,,,,-622630.0,,,,,,,,,622630.0,-622630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23044.0,,,,,,,,,,,2500.0,,,,,,,,,,,10500.0,,,,-4739637.0,,,,,,,,,,,,-608610.0,,,,,,,,,,,16372857.0
2017-12-31,2018-03-21,10-K,"FIRST FOODS GROUP, INC.",FIFG,CIK0001648903,USD,147619.0,,,,,,,,5255402.0,,148253.0,,,5833.0,288000.0,329790.0,,,136188.0,,118833.0,136188.0,250000.0,,,,0.001,70000000.0,16919524.0,16919524.0,16920.0,,,17500.0,,,,,,,,,,,,-11667.0,,,157138.0,48734.0,,,,,,,,,,179813.0,179333.0,,-0.35,3931380.0,,,,173116.0,,,5641802.0,,-5618070.0,-5618070.0,,,,,,,291610.0,,,,-168469.0,,186263.0,48734.0,-8543.0,,,,,-36806.0,,,8094.0,,,,417.0,,,,,,,63725.0,,712637.0,329790.0,712637.0,,,,,,574370.0,,20000.0,553458.0,,-434625.0,-5618070.0,,-200000.0,,,,,,,5798800.0,-5783092.0,,,,,,,,,,,,,,,,,,,29197.0,,,,,,8000000.0,,,,,36806.0,,209010.0,,,,,200000.0,173645.0,,,136782.0,,,,,,,,,,,87549.0,,,,-5675169.0,15708.0,,,,,,,,,,,-382847.0,-382847.0,,,,,1546875.0,1546875.0,1086343.0,,,15830390.0
