end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessCombinationAcquisitionRelatedCosts,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CapitalLeasesBalanceSheetAssetsByMajorClassNet,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,CapitalLeasesIndemnificationAgreementsPayments,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockOtherSharesOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,Communication,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsSold,CostOfRevenue,CostOfServices,CostsAndExpensesRelatedParty,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CustomerDepositsCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentConvertibleEffectiveInterestRate,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentUnamortizedDiscount,DeferredCompensationEquity,DeferredCompensationLiabilityClassifiedNoncurrent,DeferredCompensationLiabilityCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositAssets,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DepreciationExpense,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DerivativeNetLiabilityPositionAggregateFairValue,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EquipmentExpense,EquityIssuancePerShareAmount,EquityMethodInvestmentRealizedGainLossOnDisposal,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,FederalIncomeTaxExpenseBenefitContinuingOperations,FurnitureAndFixturesGross,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GeneralContractorCosts,GeneralInsuranceExpense,Goodwill,GrossProfit,ImpairmentOfLongLivedAssetsToBeDisposedOf,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInPrepaidRent,IncreaseDecreaseInSecurityDeposits,IntangibleAssetsCurrent,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseOther,InterestIncomeExpenseNet,InterestPaid,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryFinishedGoods,InventoryGross,InventoryNet,LaborAndRelatedExpense,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseCosts,LineOfCreditFacilityInterestRateAtPeriodEnd,LinesOfCreditCurrent,LoansPayableCurrent,LongTermDebtAndCapitalLeaseObligations,LongTermDebtAndCapitalLeaseObligationsCurrent,LongTermDebtPercentageBearingFixedInterestRate,MachineryAndEquipmentGross,MarketingAndAdvertisingExpense,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesAndLoansPayable,NotesAndLoansReceivableNetNoncurrent,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesReceivableGross,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherExpenses,OtherIntangibleAssetsNet,OtherInventorySupplies,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNoncashExpense,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,PaymentsForProceedsFromDepositOnLoan,PaymentsForRent,PaymentsOfDerivativeIssuanceCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrincipalInvestmentGainsLosses,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromLongTermCapitalLeaseObligations,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermCapitalLeaseObligations,ProceedsFromShortTermDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOwnedNet,ProvisionForDoubtfulAccounts,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfDebtAndCapitalLeaseObligations,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,SaleLeasebackTransactionMonthlyRentalPayments,SalesRevenueNet,SecurityDeposit,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,SharesOutstanding,StockholdersEquity,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesEmployeeBenefitPlan,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesReverseStockSplits,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueEmployeeBenefitPlan,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockOptionDownRoundFeatureIncreaseDecreaseInEquityAmount,StockRedeemedOrCalledDuringPeriodShares,SuppliesAndPostageExpense,TravelAndEntertainmentExpense,TreasuryStockRetiredCostMethodAmount,TreasuryStockSharesRetired,TreasuryStockValue,UnamortizedDebtIssuanceExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowancesAndReservesDeductions,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-12-31,2010-03-30,10-K,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-06,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442.0,,,,,,,,-5442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5442.0,,,,,,,,,5442.0,-5442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-12,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10743.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3875.0,,,,0.0,,-3875.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,-3875.0,,,,,,,,,3875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2010-12-31,2011-04-13,10-K,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,64643.0,4864.0,0.0,,64643.0,,,368815.0,6014363.0,,,,,,,,,,156065.0,153103.0,,,,,,,,,,,,,,,,87431.0,81488.0,,,,,,,0.001,175000000.0,43311767.0,3784500.0,3785.0,,,,,0.0,,5526.0,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,72.0,72.0,,,,,,,,,,,,,,,-0.1,,,,,,0.1,,,,,,,,,,,,5481.0,,,0.0,-713.0,,-191557.0,,,,,,0.0,0.0,,,,,,,,0.0,,-500.0,,,,,,,,,9323.0,,,,,,,,10034.0,,,,,,2100.0,,,0.0,3199.0,,,24706.0,,,4101.0,43163.0,156065.0,,,,,,,,,,17759.0,,293900.0,,-38034.0,-174378.0,,-193657.0,0.0,200000.0,,,168503.0,,35000.0,35000.0,190844.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.001,10000000.0,10000000.0,10000000.0,0.0,5966.0,,,,,0.0,299650.0,,-5850.0,,,,,0.0,,,,4162.0,,-1334.0,,1262.0,,,,,,,,-259698.0,4813.0,0.0,,,,7505.0,0.0,,,112902.0,0.0,,,,,,,,,,,,299650.0,,,0.0,,,9012.0,6747.0,,,0.0,,,,,
2011-03-31,2011-05-11,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153492.0,66061.0,,,,,,,,,,,,,,,,,,5714.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,,,,,,1641.0,,,,2906.0,,-63034.0,,-63034.0,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,1466.0,,,0.0,,,0.0,,,0.0,,,,,,,5865.0,,,,,,,,,,,,130.0,,133000.0,,-507.0,-66432.0,,-63034.0,,,,,,,,,65940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133000.0,,,,,0.0,,0.0,,,,2700.0,-63035.0,-507.0,,,,,,,,,,,8620.0,0.0,,,,2308.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,2391.0,823.0,,,,,,,,
2011-06-30,2011-08-15,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,64643.0,,,,,,,,6024234.0,,,,,,,,,,200704.0,704.0,,,,,,,,,,,,,,,,88765.0,,,,,,,,0.001,175000000.0,69425737.0,79425737.0,79426.0,,,,,,,,5917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,787.0,,,,,,,,,,,,,,,6115.0,,,,,,-71084.0,,-71871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933.0,223396.0,200704.0,,,,,,,,,,,,,,,,,-71871.0,,200000.0,,,158753.0,,,,72625.0,-6115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43935.0,,,,,,,,,,,,-6126352.0,1541.0,,,1541.0,,19840.0,,,,-22692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147833.0
2011-09-30,2011-11-18,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,,2848.0,,0.0,,,6800834.0,,,,,,,,,,,406791.0,76296.0,,,,,,,,,,,,,,,,11282.0,,,,,,,,0.001,175000000.0,79425737.0,79425737.0,79426.0,,,,,,,1380.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,282.0,,282.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,5357.0,,,327308.0,1967.0,,-217231.0,,-219088.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,,,,4774.0,,,22666.0,,,2933.0,289774.0,406791.0,,,,,,,,,,7479.0,,,,,,,-219088.0,250000.0,,,,,,35000.0,35000.0,220578.0,,,,,,,,329008.0,,,,,,,,,,,,,,,,,,,,,,4500.0,,,,,,,,,,,,,,,,,29152.0,,,,1487.0,,,,,,,,-6758243.0,3347.0,16380.0,,3347.0,,37113.0,150000.0,,,117017.0,5000.0,,,,,,,,,,,,,,,,,,2475.0,,,,,,,,,79425737.0
2011-12-31,2012-04-24,10-K,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,14710.0,3211.0,3211.0,,,530.0,1556450.0,,-30200.0,,,,,,,,,377970.0,374959.0,,,,,,,,,,,,,,,15560.0,15560.0,-71871.0,,,,,,,0.001,4000000000.0,43311767.0,43311767.0,43312.0,,,,,10000.0,,24120.0,,,,450412.0,,,,,,,,,,,,,,,,,,0.0,538709.0,538709.0,1700.0,458.0,458.0,,,,,,,,,,,,,6000.0,,-0.08,0.34,,,,,0.1,,,,,,,1192.0,,,,,6263.0,,,,-7410.0,,-1317641.0,,,-1324741.0,,,0.0,0.0,,,,,,9846.0,,-3211.0,,0.0,,,,,,,,7100.0,-2781.0,,,,,,,,2766.0,,,,,,7100.0,7100.0,,0.0,10299.0,5299.0,2375.0,21925.0,21925.0,,16475.0,296009.0,377970.0,296009.0,,,,6000.0,,,,,19044.0,,184700.0,,34493.0,-291064.0,,-1324741.0,6000.0,,,10000.0,35000.0,6000.0,6000.0,0.0,1310231.0,-1317641.0,,,,,6969423.0,,,,,,,19550.0,,,,,-7100.0,-6000.0,,,,,,0.001,10000000.0,10000000.0,10000000.0,10000.0,334263.0,334263.0,334263.0,,,10000.0,329000.0,,329000.0,,,,,6000.0,,,,160952.0,,-507.0,1841.0,1311.0,,,,,,,,-1584439.0,16710.0,36336.0,,,,118867.0,1013937.0,,614515.0,81961.0,,,,,,3290000.0,4450000.0,,,,,,329000.0,422500.0,,1013937.0,,,9678.0,9498.0,,,-56638.0,,450412.0,,0.0,17172526.0
2012-03-31,2012-05-29,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,28217.0,5850.0,,,,,2057666.0,,,9262.0,761063.0,,,,,,,46113.0,43203.0,,,,,,,,,,,,,,,15016.0,15017.0,-543.0,,,,,,,0.001,4000000000.0,67833767.0,67833767.0,58834.0,4645.0,,,,0.0,,2935.0,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,1700.0,100.0,100.0,100.0,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,1142.0,,625.0,,5267.0,,-846163.0,,-847557.0,-847557.0,,,0.0,0.0,,,,,,13507.0,,2638.0,,0.0,,,,,,,,1394.0,412.0,35800.0,,,,,,,-3200.0,,,0.0,,,1394.0,1394.0,,0.0,5833.0,,,22336.0,,,5980.0,330850.0,46113.0,,,,,,,,,,9262.0,,70800.0,,0.0,-71343.0,,-847557.0,,,,50000.0,35800.0,,6000.0,,851430.0,-846163.0,,,,,,,,,,,,,,,,,,,,,,,,0.001,10000000.0,10000000.0,10000000.0,10000.0,,,,,,0.0,0.0,,0.0,,,50000.0,,35800.0,,,,28966.0,-847557.0,0.0,,1211.0,,,,,,,,-2431996.0,8202.0,159.0,,,,1142.0,761063.0,,,-284737.0,,,,,,,,,,,,,,,,761063.0,,,697.0,8382.0,,,-20759.0,,,,,19543374.0
2012-06-30,2012-08-09,10-Q,"ROGUE ONE, INC.",ROAG,CIK0001058330,USD,,31232.0,2697.0,,,,730.0,2323868.0,,,,,0.0,,,,,,49590.0,46779.0,,,,,,,,,,,,,,,490.0,490.0,,,,,,,,0.001,4000000000.0,77548767.0,77548767.0,77550.0,,,50000.0,,,102013.0,12586.0,12586.0,,,,,,,,,0.05,,,,,,-5787.0,,,,852653.0,,,2507802.0,,1700.0,200.0,200.0,,,,,,,,,,,,100.0,6000.0,,-0.1,,,,,,,,,,,,,,,,,,,,624.0,,-5651.0,,-74455.0,,-77299.0,-77299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.0,2644.0,,,,,3994.0,22592.0,,,1495.0,125215.0,49590.0,125215.0,,0.0,35800.0,,,,,,,,,,,,,-77299.0,,,,,85800.0,6100.0,,,68804.0,-74455.0,24534.0,13257.0,11277.0,,,,,,,,,18598.0,,,,,-2844.0,,,,,,,0.001,10000000.0,10000000.0,10000000.0,10000.0,,,21000.0,,,,,,,,,,,,,,,57635.0,,,1841.0,1111.0,,,,,,,,-2507802.0,6935.0,,,6935.0,1700.0,9674.0,,,,-75625.0,,,,,,,,,,,,,,,,,,,,,,,-20759.0,,,,,755988.0
