end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedBonusesCurrent,AccruedBonusesCurrentAndNoncurrent,AccruedLiabilitiesCurrent,AccruedRoyaltiesCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,AdditionalLiabilityLongDurationInsuranceInterestIncomeExpense,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForNotesAndLoansReceivableNoncurrent,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationAcquiredReceivablesGrossContractualAmount,BusinessCombinationContingentConsiderationLiabilityCurrent,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightOutstanding,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsSold,CostOfRevenue,CostsAndExpenses,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredFederalIncomeTaxExpenseBenefit,DeferredRentAssetNetCurrent,DeferredRentReceivablesNetNoncurrent,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesNoncurrent,DividendsPayableCurrent,DividendsPreferredStock,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeBenefitsAndShareBasedCompensation,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestmentRealizedGainLossOnDisposal,EquityMethodInvestmentUnderlyingEquityInNetAssets,EscrowDeposit,ExcessStockSharesAuthorized,FairValueAdjustmentOfWarrants,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerAsset,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInRoyaltiesPayable,IntangibleAssetsNetExcludingGoodwill,InterestExpenseDebt,InterestExpenseOther,InterestIncomeOther,InterestPaidNet,InterestPayableCurrent,InterestReceivable,InterestReceivableCurrent,InventoryFinishedGoods,InventoryNet,InventoryRawMaterialsAndSupplies,InventoryWorkInProcess,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LongTermNotesPayable,MachineryAndEquipmentGross,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesAndLoansReceivableNetCurrent,NotesAndLoansReceivableNetNoncurrent,NotesPayableCurrent,NotesPayableToBankCurrent,NotesReduction,NumberOfOperatingSegments,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssets,OtherAssetsNoncurrent,OtherIncome,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,PaymentsForProceedsFromPreviousAcquisition,PaymentsForRent,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoanOriginations1,ProceedsFromNotesPayable,ProceedsFromOtherDeposits,ProceedsFromPreviousAcquisition,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromStockOptionsExercised,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ReceivableWithImputedInterestPremium,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,RoyaltyExpense,RoyaltyRevenue,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,TravelAndEntertainmentExpense,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2016-09-30,2016-11-21,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,,7514.0,,,,2965.0,,-217594.0,,,583069.0,,,,,,,,,,,249447.0,141876.0,,,,,,,,,,,,,,,,,,,,47404.0,,,,,1.0,675000.0,7248657.0,,0.0,6458657.0,790000.0,6458557.0,79000.0,,,,,605.0,,,,,,,,,,,,,,,8225.0,,,,,,,,,,,,,,,,,,,,,18592.0,,,19807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86957.0,,,,,249447.0,2965.0,,,325165.0,255.0,,,,-10214.0,,,,,,,,,,30021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107571.0,,,,,,-336587.0,,,,,20412.0,,,,,,,,,,246482.0,,,,,,,,,,,,2949.0,
2016-12-31,2017-04-17,10-K,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,,1454.0,,,,3276.0,,224595.0,24670.0,,583069.0,,,,,,,,,,,218624.0,138054.0,,,,,,,,,,,,,,,,,,,,51965.0,-104447.0,,,,1.0,675000.0,7248657.0,,0.0,6458657.0,6458657.0,6458657.0,,,,,,27318.0,,832.0,,,,,,,,,,,,,24670.0,,,,,,,,,,,,,,,,,,,,,95539.0,,,54571.0,,,,,,-1958.0,,-17989.0,,,,,,,,,,,5480.0,,,,,,2413.0,,,,,,,,,,84635.0,,,,,218624.0,3276.0,,,305165.0,8614.0,-63169.0,-63169.0,-41278.0,-78912.0,,,,,,,,1.0,,133483.0,,,,,,,,,,,,,,,,,,,,63169.0,,,,,,,,,,,,,,,,,,,0.0,305165.0,80570.0,,,,,,-367721.0,,,,2413.0,81889.0,,,,,,,,,,25.0,,,,,,,,,,,,3828.0,
2017-03-31,2017-05-15,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,,8708.0,,,,3653.0,,231801.0,7206.0,,583069.0,,,,,,,,,,,212682.0,139318.0,,,,,,,,,,,,,,,,,,,,49547.0,-2418.0,,,,,,,,0.0,6458657.0,6458657.0,6458657.0,,,,,,3948.0,,,,,,,,,,,,,,,7206.0,,,,,,,,,,,,,,,,,,,,,6026.0,,,8806.0,,,,,,,,7254.0,,,,,,,,,,,-3572.0,,,,,,377.0,,,,,,,,,,81063.0,,,,,212682.0,3653.0,,,305165.0,,,,-2418.0,-6319.0,,,,,,,,1.0,,15125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,305165.0,73364.0,,,,,,-374040.0,,,,1037.0,12754.0,,,,,,,,,,209029.0,,,,,,,,,,,,1893.0,
2017-06-30,2017-08-18,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,4044.0,5567.0,,,,4347.0,,238970.0,,,583069.0,,,,,,,,,,,191730.0,125535.0,,,,,,,,,,,,,,,,,,,,39966.0,,,,,,,7248657.0,,0.0,6458657.0,6458657.0,6458657.0,,,,,,8546.0,8546.0,,,,,,,,,,,,,,7169.0,,,,,,,,,,,,,,,,,,,,,31975.0,,,16141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80001.0,,,,,191730.0,8391.0,,,305165.0,319.0,,,,-25691.0,,,,,,,,,,41832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305165.0,66195.0,,,,,,-399730.0,,24687.0,,,24687.0,,,,,,,,,,183339.0,,,,,,,,,,,,2369.0,
2017-09-30,2017-11-20,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,13194.0,4545.0,,,,5077.0,,246138.0,,,583069.0,,,,,,,,,,,178464.0,119437.0,,,,,,,,,,,,,,,,,,,,41496.0,,,,,,,,,0.0,6458657.0,6458657.0,6458657.0,,,,,,8418.0,8418.0,,,,,,,,,,,,,,7169.0,,,,,,,,,,,,,,,,,,,,,31477.0,,,16255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73396.0,,,,,178464.0,18271.0,,,305165.0,,,,,-23146.0,,,,,,,,,,39401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305165.0,59027.0,,,,,,-422876.0,,24673.0,,,24673.0,,,,,,,,,,160193.0,,,,,,,,,,,,755.0,
2017-12-31,2018-04-09,10-K,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,89258.0,14953.0,,,,893.0,,253307.0,28712.0,,583069.0,-89505.0,,,,,,,,,,1138.0,1138.0,-284532.0,87663.0,,,,,,,,,,,,,,,,,,1127.0,1127.0,1127.0,,,1.0,675000.0,,0.001,0.0,100000000.0,6458657.0,8953008.0,89530.0,,,,,31767.0,,,,,,,,,,,,65068.0,,,28712.0,,,,,,11.0,19556.0,19556.0,,-0.02,,,,,,,,,,,205145.0,,,55896.0,,-1.81,,,,89258.0,,-13499.0,,,,-11.0,,-19556.0,25.0,,,,17579.0,,,,,,2383.0,,,,,,,,,,67056.0,,,,206258.0,1138.0,206258.0,117000.0,,305165.0,1108.0,117000.0,,-115873.0,-205145.0,,,,,,,,,1.0,205145.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,117000.0,,,,,,,42000.0,0.0,0.0,,,,,,-205145.0,,,,2383.0,87663.0,,,25.0,,,,,,,-205121.0,,,,,,,,,,,,7016.0,8953008.0
2018-03-31,2018-05-22,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,22835.0,21864.0,,,,1479.0,,260458.0,7151.0,,588069.0,,,,,,,,,,,152887.0,108180.0,,,,,,,,,,,,,,,,,,,,25818.0,-9919.0,,,,1.0,0.0,,,0.0,6508657.0,6508657.0,6508657.0,,,,,,7437.0,,,,,,,,,,,,,,,7151.0,,,,,,,,6358.0,,,,,,,,,,,,,25631.0,,,16276.0,,,,,,9641.0,,6911.0,,,,,,-13198.0,,,,,-6559.0,,,,,,586.0,,,,,,,,,,60498.0,,,,,152887.0,30672.0,,,305165.0,203.0,,,-14919.0,-18747.0,,,,,,,,,1.0,35023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305165.0,44707.0,,,,,,-465854.0,,,,879.0,23713.0,,,,,,,,,,122215.0,,,,,,5000.0,,,,,,2038.0,
2018-06-30,2018-08-20,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,15973.0,8306.0,,,,2259.0,,266724.0,,,588069.0,,,,,,,,,,,146316.0,107875.0,,,,,,,,,,,,,,,,,,,,39101.0,,,,,,,,,0.0,6508657.0,6508657.0,6508657.0,,,,,,,13421.0,,,,,,,,,,,,,,6266.0,,,,,,,,6358.0,,0.0,,,,,,,,,,,46169.0,,,17172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60468.0,,,,,146316.0,24590.0,,,305165.0,350.0,,,,-46169.0,,,,,,,,,,46169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305165.0,38441.0,,,,,,-466343.0,,30593.0,,,,,,0.0,,,,,,,-205120.0,,,,,,,,,,,,1076.0,17906016.0
2018-09-30,2018-11-14,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,14761.0,12712.0,,,,4659.0,,271391.0,,,,588069.0,,,,,,,,,,142790.0,109016.0,,,,,,,,,,,,,,,,,,,,29994.0,,-1127.0,,,,,,,0.0,6508657.0,6508657.0,6508657.0,,,,,,,8604.0,,,,,,,,,,,,,,4667.0,,,,,,,,11358.0,,0.0,,,,,,,,,,,46169.0,,,12330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66310.0,,,,,142790.0,30778.0,,,305165.0,,,,,-46169.0,,,,,,,,,,46169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305165.0,33774.0,,,,,,-476057.0,,20934.0,,,,,,0.0,,,,,,,-205120.0,,,,,,,,,,,,1118.0,17906016.0
2018-12-31,2019-04-30,10-K,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,104330.0,22802.0,,,36000.0,194.0,,274615.0,,,-201539.0,-43922.0,,,,,,,,,,139793.0,109243.0,-103460.0,105869.0,,,139793.0,22501.0,,,,22802.0,14765.0,,63940.0,26123.0,116670.0,,30550.0,,,22501.0,21374.0,22501.0,,21374.0,,,,0.001,0.01,100000000.0,31523330.0,31523330.0,315233.0,,,,,,,,,,,,,,,,,77072.0,,,,,,,,,,,19889.0,,-0.01,0.21,,,,,,,,,,46169.0,,,,-46169.0,-0.01,,,,500.0,,,36000.0,,,8542.0,,,,,,,,,,,,,,,,,,,,,,,63940.0,,,,277413.0,139793.0,277413.0,117000.0,,305165.0,,8542.0,22501.0,-9669.0,-46169.0,,,,,,,,,,46169.0,-46169.0,,,,,,,,296432.0,0.0,,,,,,-22501.0,,,,,0.01,25000000.0,,,,,,,,,,,,,22501.0,,8542.0,,,305165.0,30550.0,,,,,,-251314.0,,,,,,,,0.0,,,,,,,-137619.0,,,,113671.0,,,,,,,,,8953008.0
2019-03-31,2019-05-15,10-Q,"PURE HARVEST CORPORATE GROUP, INC.",PHCG,CIK0001351573,USD,,,,,,,,,,,,,,,,,,190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87932.0,,65431.0,,,,,,,,,,,,,,,2026.0,,,,,,,,,,,,,,3158.0,,,,,,,,,,-0.02,,,,,,,,,,,483772.0,,,4182.0,-513704.0,,,,,76450.0,,-16730.0,-36000.0,,,,,94194.0,,,,,-1699.0,,,,,,190.0,,0.0,,,,,,,,,,,,,,,,,,12875.0,119714.0,-20000.0,-34283.0,-513704.0,,,,,,,,,,517886.0,-513704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000.0,,,,,,,,24714.0,,,,,,,,,,,6208.0,,,,,,,323000.0,,,,,,,-328323.0,,,,,,,,,,323000.0,,18081.0,31793997.0
