end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccretionExpense,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedPayrollTaxesCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalStockSplit,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdvertisingExpense,AllowanceForNotesAndLoansReceivableCurrent,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BankOverdrafts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsAndShortTermInvestments,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostsAndExpensesRelatedParty,CumulativeEarningsDeficit,CurrentFederalTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtCurrent,DebtDefaultLongtermDebtAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredSaleInducementCostExperienceAdjustment,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Deposits,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeNet,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationDeductions,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeRelatedLiabilitiesCurrent,ExtinguishmentOfDebtAmount,FairValueAdjustmentOfWarrants,GainLossOnSaleOfNotesReceivable,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRecourseDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExaminationPenaltiesAndInterestAccrued,IncomeTaxExaminationPenaltiesAndInterestExpense,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToOtherRelatedParties,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInNotesReceivableCurrent,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IncrementalCommonSharesAttributableToWrittenPutOptions,InterestAndOtherIncome,InterestExpense,InterestExpenseDebt,InterestExpenseLongTermDebt,InterestExpenseOther,InterestIncomeOperating,InterestPaid,InterestPaidNet,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansReceivableHeldForSaleReconciliationToCashFlowPeriodIncreaseDecrease,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesAndLoansPayableCurrent,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherExpenses,OtherGeneralExpense,OtherLoansPayableCurrent,OtherNoncashExpense,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,PaymentsForLegalSettlements,PaymentsForProceedsFromProductiveAssets,PaymentsOfDebtIssuanceCosts,PaymentsToAcquireBusinessesAndInterestInAffiliates,PaymentsToAcquireBusinessesGross,PaymentsToAcquireLoansReceivable,PaymentsToAcquireMachineryAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfOtherDebt,ProceedsFromShortTermDebt,ProceedsFromWarrantExercises,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfOtherDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SettlementLiabilitiesCurrent,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,UnrealizedGainLossOnDerivatives,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2014-06-30,2014-09-03,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,,,,,4000.0,,250.0,,,,,,,,4000.0,,,,,,8250.0,8250.0,,,8250.0,8250.0,8250.0,,,,,,,,,5000000.0,5000000.0,,50.0,,,,,,,-189.0,,,4489.0,,,,,,,0.0,,,,183.0,,-539.0,-183.0,,,,,,,,0.0004,,,,,,,,,,,,,,,,1750.0,1750.0,,,0.0,0.0,,,,,,4000.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,8250.0,8489.0,,,4489.0,4489.0,0.0,4789.0,4789.0,0.0,0.0,,3461.0,1750.0,,,,4000.0,1750.0,,,,,,,,,,0.0,,,,,,,,,,,,,,300.0,300.0,0.0,,,4489.0,4489.0,,,,,-539.0,4489.0,,,,,,,-539.0,5750.0,,,,,,,,,,,,,,,,,,,,,,,,-239.0,,,,,,,5000000.0,5000000.0,5000000.0,5000000.0
2014-09-30,2014-10-21,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,,,,,,,,,,,,,,,,0.0,,,,,,,,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,19362.0,,,,,,,,,,,,,,,,,,,,,,,,,,1165.0,,,,0.0,,,,,2742.0,,,,,,,,,,,,,,,,-49193.0,,,,48028.0,-48028.0,,,,,,,-1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4857.0,,,,,,,,21067.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000002.0,,
2014-12-31,2015-03-25,10-K,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,74973.0,,,,0.0,,-239727.0,,,,,,0.0,,,0.0,,0.0,,96248.0,10544.0,10544.0,,10049.0,10049.0,11536.0,,0.0,5143.0,,0.0,0.0,,0.001,100000000.0,16000002.0,16000002.0,,16000.0,83000.0,25000.0,58000.0,,,,,0.0,0.0,,,,,,,8300.0,,,2500.0,10800.0,0.0,0.0,10800.0,10800.0,0.0,,,,,29607.0,29607.0,-0.02,0.0,-0.34,0.4411,,0.0,,,-0.1011,,,,,,,61726.0,-35253.0,,,,0.0,0.0,,10800.0,,62667.0,,,,,,,,,,495.0,,0.0,0.0,0.0,,3563.0,,,,0.0,0.0,,,64037.0,26052.0,8121.0,258738.0,10544.0,200738.0,58000.0,,24489.0,24489.0,0.0,46789.0,154093.0,0.0,,,-148950.0,-275159.0,15000.0,,56158.0,271596.0,-271596.0,,,,6500.0,,,-3563.0,,,,,,,,0.0,0.001,10000000.0,0.0,0.0,0.0,495.0,0.0,83000.0,,0.0,0.0,0.0,17368.0,53725.0,,0.0,,,126411.0,,,,0.0,,0.0,0.0,57407.0,-24467.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,-248194.0,,-169.0,,,64037.0,22300.0,,7713962.0,15819212.0,7713962.0,
2015-03-31,2015-05-14,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,,,0.0,,,,22110.0,,,,,,,,,895.0,,0.0,0.0,1203725.0,167.0,167.0,,291841.0,167.0,-11369.0,,,281792.0,,,,,0.0,25000000.0,18990000.0,18990000.0,,190.0,,,,,,,,,,,,,,,,,,,,-19823.0,,0.0,-58302.0,19823.0,,,,,,,36169.0,-0.01,0.0,0.34,-0.34,,,,,,,,,,,,28520.0,-23049.0,,,,0.0,0.0,,,,15246.0,,0.0,0.0,,,,,,,19900.0,,0.0,0.0,,,1658.0,,,,,1860.0,,,,37320.0,2700.0,,167.0,36169.0,,,,,,,385753.0,,0.0,,-103961.0,-99307.0,,,,97649.0,-97649.0,,,1658.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,435737.0,,0.0,3741.0,11680.0,,5500.0,,,10915.0,,,,,,53725.0,5500.0,20894.0,-58302.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,-36002.0,,,,,,,,18990000.0,16315002.0,,18990000.0
2015-06-30,2015-08-14,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,,,,,50.0,,22110.0,,,,,,,,,,,,,,23616.0,23616.0,,805.0,16866.0,,,,,,,,,0.0,25000000.0,18990000.0,18990000.0,,190.0,,,,,,,,,,,,,,,,,,,,-27443.0,,0.0,80714.0,27443.0,45691.0,,,,,,36289.0,-0.02,,,,,,,,,,,,,,,30355.0,-22412.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,4190.0,,,,,,,,,39679.0,2700.0,,23616.0,82030.0,,,,,,,,,,,,-387944.0,,,,383754.0,-383754.0,,,4190.0,,,,,,,,,,,,,,,,,,,6750.0,,,,,,,,,,,,106532.0,,,,,,,,207188.0,-80714.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-58414.0,,,,,,,,,17050002.0,,
2015-09-30,2015-11-17,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,158752.0,,,,,,1095666.0,,,,,,,,,7409.0,,,,,366422.0,366422.0,,365927.0,365927.0,,,,,,0.66,2951669.0,,0.001,100000000.0,22857532.0,22857532.0,,22858.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33648.0,33648.0,-0.02,,,,,,,,,,,,,,,49182.0,,,,,,,,,,,,,,,,,,,,,,,,,43.0,19114.0,,,,43.0,,,,,104890.0,7800.0,207400.0,366422.0,207400.0,0.0,,,,,,,,,,,-447784.0,15000.0,,0.0,428713.0,-428713.0,,,,,,,-19071.0,,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,495.0,,,,,,,,,,,,,234508.0,,,,,,,,40133.0,-959502.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,159022.0,,,,,,,,,19960298.0,,
2015-12-31,2016-04-14,10-K,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,249080.0,224882.0,0.0,,,,1245416.0,,,,,387489.0,,126000.0,,28933.0,,0.0,8750.0,32665010.0,21271.0,21271.0,0.0,1298.0,,,,0.0,-8751.0,,0.66,2951669.0,,0.001,100000000.0,23107535.0,23107535.0,,23108.0,0.0,0.0,0.0,,0.0,30000.0,,0.0,0.0,,,0.0,,0.0,,-492800.0,,,-146500.0,650100.0,,0.0,650100.0,650100.0,,,,,,33648.0,0.0,-0.08,0.0,0.34,0.4204,,0.0207,0.0,0.0,-0.1011,23339.0,,0.0,,0.0,0.0,205032.0,,,,,0.0,0.0,,-639300.0,182413.0,182413.0,,,,,0.0,0.0,0.0,,0.0,19478.0,,,,,69.0,24962.0,17500.0,,,69.0,19360.0,,,0.0,294875.0,33125.0,297728.0,21271.0,297728.0,0.0,,,,,,1190078.0,,,,-1198829.0,-1520514.0,15000.0,0.0,0.0,1498141.0,-1495621.0,1474000.0,859.0,,,15000.0,,-24893.0,,,,0.0,,,,,0.001,10000000.0,0.0,0.0,0.0,19973.0,,0.0,1248512.0,1248512.0,,17500.0,4041.0,0.0,,5500.0,,,704718.0,,,,26250.0,0.0,53725.0,5500.0,293516.0,-1544981.0,2520.0,,150000.0,2951669.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,-276457.0,,,,,150000.0,1510001.0,,,19117099.0,,
2016-03-31,2016-05-23,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,490444.0,,9180.0,,,,1271276.0,,,,,,,,,903.0,,6295.0,2594.0,2951669.0,12249.0,12249.0,1915.0,0.0,,,,,-1298.0,,,,,0.001,100000000.0,23247535.0,23247535.0,,23248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33648.0,,-0.02,,,,,,,,,,,0.0,0.0,0.0,,73995.0,,,,,,0.0,,,241364.0,241364.0,,,1915.0,,,0.0,0.0,,0.0,-7724.0,,,,,,18171.0,,,0.0,,102.0,,,,145369.0,20231.0,638658.0,12249.0,638658.0,,0.0,,,,,97582.0,,0.0,,-98880.0,-375952.0,,97651.0,,357781.0,-357781.0,,,18171.0,,15000.0,,-18171.0,,,,7418.0,,,0.0,,0.001,10000000.0,0.0,0.0,0.0,12249.0,,0.0,,0.0,,105000.0,0.0,,,0.0,,138417.0,138417.0,,,,,0.0,0.0,0.0,0.0,-1920933.0,0.0,,8000.0,,,,,,,,,,,,,,,,,,,,,-626409.0,,,,,,,0.0,,23206656.0,,
2016-06-30,2016-08-22,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,,414197.0,,,,,1462879.0,,,,,,,,,,,,,,4503.0,4503.0,1548.0,0.0,,,,,,,,,,0.001,100000000.0,24097535.0,24097535.0,,24098.0,,46464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33663.0,45075.0,-0.02,,,,,,,,,158727.0,,,0.0,0.0,,61036.0,,,,,,,,,,,,,,,,,,,,,,,,,,65709.0,,,,,,,,,26049.0,0.0,847277.0,4503.0,847277.0,,,,,,,,,,,,-408818.0,,123345.0,,343109.0,-343109.0,,9258.0,65709.0,,15000.0,,-65709.0,,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,4503.0,,,,,,,,,,,,141858.0,141858.0,,,,,,,,0.0,-2329751.0,0.0,,,,,,,,,,,,1750000.0,,,,0.0,1950000.0,0.1,,,,0.0,-842774.0,,,,,,,0.0,,23878167.0,,
2016-09-30,2016-11-21,10-Q,"PEERLOGIX, INC.",LOGX,CIK0001603494,USD,,429388.0,,,,,1815085.0,,,,,,,,,,,,,,150748.0,150748.0,,150110.0,,,,,,,,,,0.001,100000000.0,26962034.0,26962034.0,,26962.0,,,,,2082.0,,,,,,,,,,,,,,,,,,,,,,,,,46284.0,60075.0,-0.02,,,,,,,,,188213.0,,,0.0,0.0,,170505.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,195376.0,,,,,,,,,29486.0,0.0,1004332.0,150748.0,1004332.0,,,,,,,,,,,,-365881.0,,131250.0,84217.0,170505.0,-170505.0,,47823.0,,,15000.0,,-195376.0,,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,638.0,,,,,,,,,,,,,53099.0,,,,,,,,0.0,-2695631.0,0.0,,36328.0,,,,,,,,,,2250000.0,0.1,,,1802500.0,12300000.0,0.11,,,,214750.0,-853584.0,,,,,,,0.0,,24209278.0,,
