end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AccruedPayrollTaxesCurrent,AccruedRentCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvanceRoyalties,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,Assets,AssetsCurrent,AssetsNoncurrent,AvailableForSaleSecuritiesAndHeldToMaturitySecurities,AvailableForSaleSecuritiesGrossUnrealizedGains,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsPurchasePriceAllocationYearOfAcquisitionNetEffectOnIncome,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightOutstanding,CommitmentsAndContingencies,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,CostOfOtherPropertyOperatingExpense,CostOfRevenue,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFairValue,DebtSecuritiesAvailableForSaleUnrealizedGainLoss,DebtSecuritiesGainLoss,DeferredTaxAssetsGross,DeferredTaxAssetsGrossCurrent,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DueToOfficersOrStockholdersCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,ExtinguishmentOfDebtAmount,FairValueAdjustmentOfWarrants,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnNonRecourseDebt,GainLossOnSaleOfAccountsReceivable,GainLossOnSaleOfDerivatives,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GeneralInsuranceExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromSubsidiariesNetOfTax,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InvestmentIncomeInterest,Investments,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,MarketableSecuritiesGainLoss,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetRealizedOrUnrealizedGainLossOnTradingSecurities,NoninterestExpenseDirectorsFees,NotesAndLoansReceivableNetCurrent,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeasePayments,OperatingLeasePaymentsUse,OtherAssetsNoncurrent,OtherExpenses,OtherIncome,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireReceivables,PreferredStockDividendsShares,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,PrepaidInterest,ProceedsFromCollectionOfLoansReceivable,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermDebt,ProceedsFromStockOptionsExercised,ProfessionalFees,ProfitLoss,ReceivablesNetCurrent,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,RoyaltyExpense,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockPricePerShare,SellingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharesIssuedPricePerShare,ShortTermBorrowings,SponsorFees,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesConversionOfUnits,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationGross,TradingSecuritiesEquity,TravelAndEntertainmentExpense,TreasuryStockCommonShares,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,EquitySecuritiesFvNiCurrentAndNoncurrent,EquitySecuritiesFvNiRealizedLoss,EquitySecuritiesFvNiUnrealizedLoss,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,OtherNonoperatingIncome,PaymentsToAcquireLoansReceivable,ProvisionForDoubtfulAccounts,StockRepurchasedAndRetiredDuringPeriodValue
2017-09-30,2018-04-25,10-K,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,10804.0,,,,2444186.0,6667.0,,,,,5011.0,5011.0,,,,,,5011.0,-35904.0,,,,,,0.001,,100000000.0,60436162.0,60436162.0,,53816.0,,,,,,,,,,,,,,871469.0,,2563145.0,871469.0,,,,,,,,,6667.0,,,,,,,51058.0,,,,-154028.0,0.0,,,,,7000.0,-2124.0,,,,,2124.0,,2350.0,,,,,,,70154.0,5011.0,,70154.0,,,69000.0,,-104904.0,-154028.0,,,,,,57000.0,,151904.0,-151904.0,,,,,,,,-2124.0,,,,0.1,10000000.0,800001.0,800001.0,,,,,,20000.0,,,50000.0,,,,,,40000.0,,,,1000.0,,,,-2563145.0,,,,,,0.05,,,,0.0,7.3639,0.0184,,,,,,,-65143.0,,,,,,,,,,,3000.0,13333.0,,,,,,,52316162.0,,,,,,,,,
2017-12-31,2018-11-29,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,,,,,,,,,,,,,,,,,,75229.0,70218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,34757.0,,,,-50384.0,0.0,,,,97300.0,-10803.0,-1302.0,,,,-1397.0,1302.0,,,,,,,,,,,,,,,131500.0,,-61282.0,-50384.0,,,,,,,,49082.0,-49082.0,,,,,,,-1302.0,,,,,,,,,,,,,,131500.0,,,,,,,,,14325.0,-50385.0,,,,,,,,,,,,,,,,,,,,,,,,,,15972.0,,,,,,,,,,,,131501.0,,,,,,,55882829.0,,,,,,,,,
2018-03-31,2018-05-21,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,,,,,,,,,,,,,,,,,,1404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23387.0,,,,-180493.0,0.0,,,,,,,,,,,1266.0,,,,,,,,,,,,,,,,,,-180493.0,,,,,,,48992.0,179227.0,-179227.0,,,,,,,-1266.0,,,,,,,,,,,,,,,,,,,,,,,48954.0,-180482.0,,,,,,,,,,,,,,,,,,,,,,,,,,-60516.0,,,,,,,,,,,,,,,,,,,58366162.0,,,,,,,,,
2018-06-30,2018-08-20,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,,,,,,,,,,,,,,,,,,11243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23294.0,,,,-71981.0,0.0,,,,,,,,,,,-1280.0,,,,,,,,,,,,,,,,,,-71981.0,,,,,,,8747.0,70701.0,-70701.0,,,,,,,,-1280.0,,,,,,,,,,,,,,,,,,,,,,7322.0,-71980.0,,,,,,,,,,,8040.0,,,,,,,,,,,,,,,-51956.0,,,,,,,,,,,,,,,,,23298.0,,59802829.0,,,,,,,,,
2018-09-30,2019-01-15,10-K,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,21084.0,,74257.0,,2752600.0,,2500.0,,,,1900.0,1900.0,,,,,,1900.0,-3111.0,,,280000.0,,,0.001,-55000.0,100000000.0,60436162.0,60436162.0,,60436.0,,,,,,,,,,,,,60234.0,968769.0,,3025479.0,-968769.0,,,,,,0.35,,,39194.0,,,,,,,127747.0,,,,-463334.0,-0.01,,,,97300.0,10283.0,5650.0,,74256.0,,,-5652.0,,8002.0,,,,,,,160343.0,1900.0,,160343.0,,,280300.0,,-283411.0,-463334.0,,39194.0,,,,57000.0,140742.0,455682.0,-455682.0,265000.0,25000.0,,2000.0,,,-2000.0,-7652.0,,,,0.1,10000000.0,0.0,0.0,,,,,,279100.0,,,,1200.0,,,,1200.0,74662.0,-623820.0,,,,,,,-3026479.0,,,,47261.0,,0.02,,,,,4.9528,0.0199,60000.0,,,,,,-158442.0,-158443.0,,,,,300000.0,5760000.0,500000.0,,,45500.0,224100.0,,,5040.0,,65270.0,,58750329.0,,,,,,,,,
2018-12-31,2019-02-13,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,16685.0,,47970.0,,3074665.0,,2500.0,5351.0,,,41671.0,41671.0,,,,,,41671.0,-39771.0,,,110000.0,,,0.001,,100000000.0,64371162.0,64371162.0,,64371.0,,,,,,5351.0,27301.0,,,,,,,1031937.0,,3327276.0,1031937.0,-35753.0,,95405.0,,0.0,0.35,,,,35753.0,,,,,-71158.0,17884.0,,,,-300797.0,0.0,,,,63168.0,-4339.0,-502.0,,53713.0,,,-4848.0,,7500.0,,,,50000.0,,,229911.0,41671.0,,229911.0,,,179000.0,,-139229.0,-300798.0,,,,,,57000.0,99110.0,260544.0,-260544.0,7500.0,,,,,,-40253.0,-40253.0,,,,0.1,10000000.0,0.0,0.0,,,,,60000.0,119000.0,,,,,,,,,10000.0,-300798.0,,,,,,,-3327276.0,,,,,,,,,,,,,,,,,22000.0,80000.0,-188240.0,,,,,,2000.0,26500.0,2650000.0,4000000.0,,50000.0,119000.0,,,,,38707.0,4300000.0,65592829.0,,,,,,,,,
2019-03-31,2019-05-20,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,26887.0,,69720.0,,3469258.0,,2500.0,,,,88611.0,13611.0,,,,,,13611.0,,,,110000.0,,,0.001,,900000000.0,68777733.0,68777733.0,,68778.0,,,,,,25244.0,12500.0,,,,,,,1120118.0,,3747187.0,1120118.0,,107475.0,107475.0,,-64.0,,,,,64848.0,,,,,-36918.0,50423.0,287237.0,,,-419909.0,-0.01,,,,,,,,,,,-23827.0,,11434.0,,,,,,-25000.0,297760.0,88611.0,,297760.0,,,,,,-419909.0,,,,,,57000.0,48852.0,399012.0,-399012.0,,,75000.0,,,,-20897.0,-20897.0,,,,0.1,10000000.0,1.0,1.0,,,,,,,,,,,,,,,287237.0,-419909.0,,,,,,,-3747185.0,,,,,,,,,,,,,,,,,,,-209150.0,,,,,,10000.0,19580.0,,,,230000.0,74000.0,,,,,,4300000.0,655929.0,,,,,,,,,
2019-06-30,2019-08-19,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,,186833.0,,,3529630.0,,2500.0,,,,23360.0,23360.0,,,,,,23360.0,,,,110000.0,,,0.001,,,,,,68778.0,,,,,107565.0,107565.0,2500.0,0.0,,,,,,1448481.0,,5310818.0,-1448481.0,,887124.0,,,-0.02,,,,,,,0.0,,403327.0,29943.0,397094.0,0.0,0.0,-1563631.0,-1563631.0,-0.02,-76900.0,0.0,,,,,,,,,219479.0,,19219.0,,,,,,12500.0,1658869.0,23360.0,,1658869.0,,,,,,-1563631.0,,,,,,58128.0,155.0,446777.0,-446777.0,,,,0.0,0.0,,,-1116854.0,,,,0.1,10000000.0,,,80000.0,,,,,,-611417.0,,,,,,,,18470.0,-1563631.0,,,,,,,-5310817.0,,,0.0,2500.0,,,0.0,0.0,,,,,,,,,0.0,,-1635509.0,,,,,,,,,,,,,,,,,28558.0,,68777733.0,,,,,,,,,
2019-09-30,2020-01-16,10-K,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,34710.0,283833.0,,,4339751.0,,2500.0,533749.0,100000.0,,14700.0,14700.0,,,,,76900.0,14700.0,12800.0,14700.0,,110000.0,0.0,,0.001,,900000000.0,689778.0,689778.0,-3100.0,690.0,,100000.0,,,351275.0,351275.0,42301.0,0.0,,1509792.0,,,,1819944.0,0.0,7079690.0,-1819944.0,646389.0,1509792.0,1509792.0,,-5.98,0.35,,55703.0,,,,0.0,646389.0,-403327.0,-29943.0,838418.0,,0.0,-4053212.0,-4053212.0,-0.06,-76900.0,0.0,0.0,851175.0,40416.0,35183.0,283833.0,-14536.0,,0.0,639881.0,0.0,39312.0,,,,0.0,,37500.0,2677050.0,14700.0,,2677050.0,,3000.0,1100237.0,0.0,1087437.0,-5822085.0,,,,,0.0,58128.0,147966.0,1591331.0,-1591331.0,7500.0,0.0,,0.0,,,,-2461881.0,,0.0,14000.0,0.1,10000000.0,800001.0,800001.0,80000.0,,,0.0,948944.0,193000.0,-1920719.0,,1293.0,,,1293.0,,,418917.0,-5822085.0,,-43000.0,,,,,-7079690.0,,,0.0,42301.0,,,,0.0,,,,,,,,,22000.0,,-2662352.0,-2662350.0,-3100.0,,,,,,,4000000.0,,318800.0,183000.0,,107000.0,,,121729.0,,678246.0,,,,,,,,,
2019-12-31,2020-02-19,10-Q,"Quad     M Solutions, Inc",MMMM,CIK0000066600,USD,14990.0,367167.0,,,4376504.0,98000.0,,361790.0,,,53489.0,53489.0,,,,,,53489.0,38789.0,53489.0,38789.0,,,,0.001,,100000000.0,68777733.0,68777733.0,-3100.0,69560.0,,,7460.0,,,706066.0,,,,,,,,1968134.0,,7785356.0,-1968134.0,266907.0,1589022.0,,,-1.08,0.35,,,,,35699.0,-35699.0,,,-294700.0,237862.0,211377.0,221358.0,,-705666.0,,,,,148190.0,-19719.0,-35315.0,83334.0,,,,397106.0,,74167.0,,,,2158.0,,,3294324.0,53489.0,,3294324.0,,,193085.0,,-154296.0,-705666.0,,,,,400000.0,59790.0,,466425.0,-245067.0,,,,,,,,-460598.0,,-12428.0,,0.1,10000000.0,800001.0,800001.0,80000.0,,,59851.0,144000.0,,,,,,1662.0,1662.0,,,,-705666.0,83122.0,,,,,,-7785356.0,,221358.0,221358.0,,,,,,,,,,,,,,,,-3240835.0,,,,,,,,,,7460.0,,2158.0,,,,,17186.0,,655929.0,,,,,,,,,
