end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedBonusesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtSecurities,CapitalExpendituresIncurredButNotYetPaid,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountConverted1,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtInstrumentCarryingAmount,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerNumberOfPositions,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerNumberOfPositions,DeferredFinanceCostsNet,DeferredFinanceCostsNoncurrentNet,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpense,DeferredTaxAssetsValuationAllowance,Depreciation,DerivativeExcludedComponentGainLossRecognizedInEarnings,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DistributedEarnings,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,EmployeeRelatedLiabilitiesCurrent,FairValueAdjustmentOfWarrants,FairValueAssetsLevel1ToLevel2TransfersAmount,FairValueAssetsLevel2ToLevel1TransfersAmount,FairValueDisclosureOffbalanceSheetRisksAmountAsset,FairValueDisclosureOffbalanceSheetRisksAmountLiability,FairValueLiabilitiesLevel1ToLevel2TransfersAmount,FairValueLiabilitiesLevel2ToLevel1TransfersAmount,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestExpense,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestReceivable,InventoryNet,InventoryNoncurrentFairValueDisclosure,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermLoansPayable,LossContingencyNewClaimsFiledNumber,MarketableSecuritiesCurrent,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NumberOfOperatingSegments,NumberOfReportableSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherPrepaidExpenseCurrent,PaidInKindInterest,PaymentsForRestructuring,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockDividendsAndOtherAdjustments,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrepaidExpenseNoncurrent,PrepaidInsurance,ProceedsFromDebtNetOfIssuanceCosts,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfConvertiblePreferredStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfSecuredDebt,ProceedsFromNotesPayable,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ProvisionForOtherCreditLosses,PurchaseCommitmentRemainingMinimumAmountCommitted,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,RepaymentsOfLongTermDebt,RepaymentsOfSecuredDebt,ResearchAndDevelopmentExpense,RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent,RestructuringCharges,RestructuringReserve,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SalesRevenueNet,SellingAndMarketingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharePrice,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstandingMeasurementInput,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2014-06-30,2014-08-14,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2325664.0,,254135.0,373270.0,278135.0,,169540281.0,,,,,,,,,,,66271210.0,54155240.0,,,,,,53494022.0,,,,,,,0.0001,150000000.0,18598754.0,18592968.0,1860.0,,,,,,,,,,,132985.0,,,,,,,,,,452157.0,121193491.0,,-0.46,-0.46,-0.46,,,,,,,,,-179715.0,0.0,0.0,,,0.0,0.0,,,,1103853.0,,-3718401.0,-3718401.0,,,,,,,,403488.0,,,,,,,82.0,,,,,,,,66271210.0,5302744.0,2151653.0,,,,,12619816.0,,,,,,,,,,,-3718000.0,,,,3495000.0,-3494710.0,,,,,,,,,,,,,,,119135.0,56898.0,18208.0,,,,,,,,,,0.0001,10000000.0,0.0,0.0,661218.0,,,,604320.0,,,,,,,,,,,,,,11964777.0,,,,,,,2390857.0,,,,,,,,,,,,,,,,48348650.0,,,,,,,,,,8000092.0,
2014-09-30,2014-11-13,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2654871.0,,435482.0,660139.0,280823.0,,169921290.0,,,,,,,,,,,60858406.0,47049374.0,,,,,,45679880.0,,,,,,,0.0001,150000000.0,18598754.0,18592968.0,1860.0,,,,,,,,,,,115693.0,,,,,,,,,,365914.0,127546853.0,,-0.34,-0.34,-0.34,,,,,,,,,-86243.0,0.0,0.0,,,0.0,0.0,,,,1446371.0,,-6353362.0,-6353362.0,,,,,,,,392009.0,,,,,,,1288.0,,,,,,,,60858406.0,7240667.0,3559743.0,,,,,11241442.0,,,,,,,,,,,-6353000.0,,,,6049000.0,-6048884.0,,,,,,,,,,,,,,,224657.0,67245.0,18208.0,,,,,,,,,,0.0001,10000000.0,0.0,0.0,,1369494.0,3046928.0,1677434.0,1102249.0,,,,,,,,,,,,,,11997697.0,,,,,,,4602513.0,,,,,,,,,,,,,,,,42376297.0,,,,,,,,,,18592968.0,
2014-12-31,2015-03-26,10-K,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2631000.0,,665000.0,1062000.0,286000.0,,170396000.0,,1381000.0,,,,1380713.0,,59100.0,185000.0,1880053.0,54826000.0,40986000.0,,,,,,40182000.0,,,,6.0,,62505.0,0.0001,150000000.0,18634872.0,18634872.0,2000.0,,69233000.0,,3021000.0,,,,,,,98000.0,0.0,51331000.0,,46853000.0,3683000.0,795000.0,51331000.0,12000.0,,296000.0,,,-0.37,-1.41,-0.37,0.19,0.34,0.24,,,0.06,-0.03,,-348000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5150000.0,,-19730000.0,-19729953.0,-3653000.0,2599000.0,,,2335000.0,,,1566000.0,1380000.0,,,,,,3000.0,,,,,,,,54826000.0,8992000.0,5003000.0,,,,,9828000.0,,,38062000.0,,52661000.0,,-96000.0,,-14503000.0,-16077468.0,-22922000.0,,1.0,,25039000.0,-18515000.0,,,,,,,,148729.0,,,,,159000.0,,143000.0,,18000.0,,42000.0,,,150000.0,,,96000.0,,,,,,,804000.0,2482000.0,1678000.0,762000.0,,49744000.0,,,,,,3000000.0,,67000.0,,,12332000.0,12046000.0,,,,,,,13365000.0,,,,-134392000.0,,,,,,1381000.0,,,,,6.14,36006000.0,,80000.0,,,67000.0,0.0,4700000.0,,,11394971.0,
2015-03-31,2015-05-12,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,3309188.0,,211297.0,1108412.0,290669.0,,191684665.0,,,,,,,,,73000.0,2476970.0,68696152.0,54360601.0,,,,,,53865000.0,,,,,,,0.0001,150000000.0,22160233.0,22160233.0,2217.0,,,,,,,,,,,410069.0,,,,,,,,5000.0,,396892.0,,,-0.4,-0.4,-0.4,,,,,,,,,101000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-1036000.0,1599000.0,,-8538000.0,-8538361.0,,724000.0,,,-308554.0,,,425000.0,339000.0,,,,,,1000.0,1184228.0,,,,,,,68696152.0,4814492.0,,,,,,15124990.0,,,13683000.0,,19518000.0,,-189000.0,,-5646000.0,-8538361.0,-8538000.0,,,,6977000.0,-6977000.0,,,,,,,,,,,,,,,126218.0,,18208.0,,67727.0,,,423000.0,,,189000.0,,,,,,,495221.0,2172655.0,1677434.0,427494.0,16265000.0,,19330000.0,,,,16265000.0,,,130000.0,,,,12229840.0,,,,,15784150.0,15784000.0,5378000.0,,,,-142930212.0,,,,,,645000.0,,,,,,48756670.0,,,,,,,,,21282692.0,21282692.0,21282692.0
2015-06-30,2015-08-13,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2663762.0,,422593.0,2214307.0,295699.0,,192597795.0,,,,,,738000.0,,,,,61674615.0,47224550.0,,,,,,46407000.0,,,,,,,0.0001,150000000.0,22238137.0,22238137.0,2225.0,,,,,,,,,,,370508.0,,,,,,,,,,355545.0,,,-0.38,-0.38,-0.38,,,,,,,,,-41000.0,0.0,0.0,,,0.0,0.0,,,,1813000.0,,-8486000.0,,,,,,,,,547000.0,,,,,,,1000.0,,,,,,,,61674615.0,5233614.0,,,,,,15257642.0,,,,,,,,,,,-8486000.0,,,,7982000.0,-7981000.0,,,,,,,,,,,,,,,182580.0,,18208.0,,70483.0,,,,,,,,,,,,,817072.0,2568123.0,1751051.0,746589.0,,,,,,,,,,,,,,12310298.0,,,,,,,6168000.0,,,,-151416661.0,,,,,,,,,,,,41183359.0,,,,,,,,,,22202860.0,
2015-09-30,2015-11-09,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,4349935.0,,640108.0,2348157.0,299943.0,,193571822.0,,,,,,746000.0,,,,,55085584.0,40665012.0,,,,,,39404000.0,,,,,,,0.0001,150000000.0,22292167.0,22292167.0,2230.0,,,,,,,,,,,330948.0,,,,,,,,,,251247.0,,,-0.42,-0.42,-0.42,,,,,,,,,-104000.0,0.0,0.0,,,0.0,0.0,,,,1803000.0,,-9411000.0,,,,,,,,,551000.0,,,,,,,1000.0,,,,,,,,55085584.0,6949339.0,,,,,,15390295.0,,,,,,,,,,,-9411000.0,,,,8965000.0,-8965000.0,,,,,,,,,,,,,,,189350.0,,18208.0,,130494.0,,,,,,,,,,,,,1260699.0,3011750.0,1751051.0,1130205.0,,,,,,,,,,,,,,12320365.0,,,,,,,7162000.0,,,,-160828102.0,,,,,,,,,,,,32745950.0,,,,,,,,,,22272777.0,
2015-12-31,2016-03-09,10-K,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2387000.0,,938000.0,2653000.0,304000.0,,194468000.0,,2965000.0,,1184000.0,,,,,590000.0,2407844.0,50421000.0,38085000.0,,,,,,34395000.0,-5787000.0,34395000.0,,,,,0.0001,150000000.0,22315612.0,22315612.0,2000.0,,,,,16500000.0,,,,,,291000.0,0.0,60198000.0,,54197000.0,4527000.0,1474000.0,60198000.0,18000.0,,406000.0,,,-0.17,-1.5499999999999998,-0.17,0.16,0.34,0.24,0.0,0.02,0.06,-0.02,,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1036000.0,7467000.0,,-36307000.0,,-5972000.0,1347000.0,,,1209000.0,,,2077000.0,1474000.0,1474000.0,,,,,5000.0,,,,,,,,50421000.0,7782000.0,2336000.0,,2999000.0,7073000.0,6428000.0,12896000.0,,,-5787000.0,19981000.0,19981000.0,-290000.0,-290000.0,-25478000.0,-25478000.0,-30335000.0,-34234000.0,-3218000.0,1.0,,42254000.0,-33089000.0,,,,,,,,162000.0,162000.0,170000.0,169000.0,163000.0,163000.0,,208000.0,,18000.0,,107000.0,,,423000.0,,,290000.0,,,,,,,3690000.0,3690000.0,,780000.0,,,,,,19330000.0,16265000.0,,,593000.0,,-30335000.0,12622000.0,12318000.0,,,,,,15784000.0,25622000.0,,,,-164727000.0,,,,0.0,,2965000.0,,,,,9.76,29743000.0,,,,,593000.0,0.0,8900000.0,,,22017229.0,
2016-03-31,2016-05-09,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2873000.0,,245000.0,1394000.0,,,233021000.0,,,,,,711000.0,,,172000.0,2916923.0,80863000.0,68529000.0,,,,,,65495000.0,,,,,,,0.0001,150000000.0,28738050.0,28738050.0,3000.0,,,,,,,,,,,,,,,,,,,4000.0,,213000.0,,,,-0.27,,,,,,,,,,-193000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,2053000.0,,-7318000.0,,,-771000.0,,,-656000.0,,,548000.0,375000.0,,,,,,17000.0,,,,,,,,80863000.0,8409000.0,3929000.0,,,,,11475000.0,,,31100000.0,,37841000.0,,-2000.0,,-6739000.0,-7318000.0,-7318000.0,,,,6980000.0,-6980000.0,,,,,,,,,,,,,,,242000.0,,18000.0,,98000.0,,,,,,2000.0,,,,,,,3034000.0,,,487000.0,,,37547000.0,,,,,,,294000.0,,,,12316000.0,,,,,,,4927000.0,,,,-172045000.0,,,,0.0,,711000.0,,,,,,60979000.0,,,,,,,,,,26826223.0,
2016-06-30,2016-08-08,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,3010000.0,,485000.0,1260000.0,,,233982000.0,,,,,,955000.0,,,,,73644000.0,61297000.0,,,,,,59224000.0,,,,,,,0.0001,150000000.0,28752719.0,28752719.0,3000.0,,,,,,,,,,,,,,,,,,,,,276000.0,,,,-0.29,,,,,,,,,,62000.0,0.0,0.0,,,0.0,0.0,,,,2264000.0,,-8418000.0,,,,,,,,,548000.0,,,,,,,33000.0,,,,,,,,73644000.0,10114000.0,5568000.0,,,,,10008000.0,,,,,,,,,,-8418000.0,-8418000.0,,,,7841000.0,-7841000.0,,,,,,,,,,,,,,,329000.0,,18000.0,,122000.0,,,,,,,,,,,,,2073000.0,,,152000.0,,,,,,,,,,,,,,12329000.0,,,,,,,5577000.0,,,,-180463000.0,,,,,,,,,,,,53522000.0,,,,,,,,,,28744004.0,
2016-09-30,2016-11-07,10-Q,AGILE THERAPEUTICS INC,AGRX,CIK0001261249,USD,2889000.0,,740000.0,1755000.0,,,234931000.0,,,,,,940000.0,,,,,67112000.0,54764000.0,,,,,,51670000.0,,,,,,,0.0001,150000000.0,28757719.0,28757719.0,3000.0,,,,,,,,,,,,,,,,,,,,,238000.0,,,,-0.27,,,,,,,,,,-38000.0,0.0,0.0,,,0.0,0.0,,,,2180000.0,,-7804000.0,,,,,,,,,784000.0,,,,,,,33000.0,,,,,,,,67112000.0,8368000.0,3486000.0,,,,,12077000.0,,,,,,,,,,-7804000.0,-7804000.0,,,,7091000.0,-7091000.0,,,,,,,,,,,,,,,608000.0,,18000.0,,154000.0,,,,,,,,,,,,,3094000.0,,,951000.0,,,,,,,,,,,,,,12330000.0,,,,,,,4911000.0,,,,-188267000.0,,,,,,,,,,,,46667000.0,,,,,,,,,,28754458.0,
