end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccruedPayrollTaxesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AllowanceForDoubtfulAccountsReceivable,Assets,AssetsCurrent,BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,CapitalLeasesBalanceSheetAssetsByMajorClassNet,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndDueFromBanks,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashDividends,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsSold,CostsAndExpenses,CurrentForeignTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,CustomerDepositsCurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,DepreciationAndAmortization,DividendPaymentRestrictionsScheduleAmountsPaid,DueFromOfficersOrStockholdersCurrent,DueFromOfficersOrStockholdersNoncurrent,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationDeductionsOther,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationTaxSettlements,EffectOfExchangeRateOnCashAndCashEquivalents,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidTaxes,IncreaseDecreaseInSecurityDeposits,InterestExpense,InterestExpenseDebt,InterestExpenseRelatedParty,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWriteDown,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansAndLeasesReceivableRelatedParties,LoansReceivableNet,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoninterestIncomeOtherOperatingIncome,NotesAndLoansReceivableNetCurrent,OperatingCostsAndExpenses,OperatingExpenses,OtherAccruedLiabilitiesCurrent,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherGeneralExpense,OtherIncome,OtherLiabilitiesCurrent,OtherReceivables,PaymentsForProceedsFromLoansReceivable,PaymentsOfDividends,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssets,PrepaidTaxes,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartiesAmountInCostOfSales,RelatedPartyCosts,RetainedEarningsAccumulatedDeficit,SaleOfStockConsiderationReceivedPerTransaction,SalesRevenueGoodsNet,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageExpectedDividend,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,TaxesExcludingIncomeAndExciseTaxes,TaxesPayableCurrent,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-12-31,2010-05-03,10-K,QHY GROUP,QHYG,CIK0001423723,USD,,,,,,,,,,,,,,,,,868210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424720.0,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,12653000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12503000.0,,,,,,,,,,,,,,,,,,,,,,,,-12653000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,150000.0,,
2010-09-30,2010-11-15,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,,,,,,,,,,,,,,,,,1868520.0,,,,,,,,,,,,,,,2844704.0,2664790.0,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,64080.0,,3999067.0,3700844.0,3705857.0,,-925233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013.0,,,,,,,,,,,2780624.0,,,,,298223.0,,,,,5013.0,,,,,,,,,,,,,,,,,,,,,,,,,38778.0,72017.0,,,6702635.0,,226206.0,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-04-12,10-K,QHY GROUP,QHYG,CIK0001423723,USD,253305.0,17801000.0,118204.0,,590058.0,,,,244557.0,143719.0,1709.0,,6680640.0,3455694.0,55863.0,0.0,787310.0,870041.0,1832.0,,,,,,,,0.001,70000000.0,12059600.0,12059600.0,12060.0,4777720.0,6868904.0,,,,,10260.0,-54651.0,,,,9804.0,137235.0,-1403353.0,,,,,,,28847000.0,0.38,,,,,,,24972.0,149634.0,149634.0,,7130189.0,6147953.0,6175113.0,,1547027.0,2454393.0,,,,,160380.0,118205.0,-341411.0,-899496.0,,0.0,10038.0,,33537.0,1772657.0,26403.0,,,31013.0,,,,0.0,,,78768.0,,,27160.0,,,6680640.0,839304.0,967699.0,1811950.0,,-1283439.0,-2913999.0,4174298.0,4628086.0,,,20822.0,,982236.0,,,,,27160.0,,18387.0,,1403353.0,17423.0,2697621.0,0.001,5000000.0,0.0,0.0,0.0,,0.0,,1709.0,,,,1573702.0,,,,,1351272.0,288057.0,288057.0,5441000.0,,14287150.0,,694179.0,,,,,,,,,,,5841336.0,,,,,,,,,457535.0,
2011-03-31,2011-05-16,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,,,,,,,,,,,,,,,,,914844.0,,127534.0,,,,,,,,,,,,,929442.0,1297191.0,,,,,,5460.0,,,,,60236.0,,,,,,,,,0.06,,,,,,,1739.0,,149634.0,,1361871.0,1006162.0,1042987.0,,263179.0,353697.0,,,,,-64951.0,-4489.0,-188576.0,-155652.0,,,-8594.0,,-350179.0,,-20725.0,,,-4665.0,,,,0.0,,,,,,36825.0,,,,,,,,-4489.0,-35733.0,166017.0,779808.0,,,,,355709.0,,,,,36825.0,,,,,35733.0,,,,,,,,,,,,,,,,,,,,39849.0,74006.0,,,2698911.0,,281703.0,0.0,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-12,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,,17158000.0,,,,,,,,51094000.0,,,1000.0,1000.0,,,1165602.0,1000.0,,,,,,,,,0.001,70000000000.0,3809600000.0,3809600000.0,3810000.0,1046121.0,1516228.0,3928000.0,,,,,,,,,,,,,,,,,,32358000.0,0.0,,,,,,,,,153033.0,,1375051.0,1000733.0,1147910.0,,254822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37946.0,,,1000.0,49516000.0,,,,,0.0,,893088.0,,,0.0,,374318.0,,,3778000.0,,147177.0,,,,,,,0.001,5000000000.0,0.0,0.0,0.0,,,,,,,,,,,-3928000.0,,,40385.0,75000.0,-104419000.0,,2931664.0,0.0,299318.0,,,,,,,,,,,-49515000.0,,,,,,,,150000.0,,
2011-09-30,2011-11-14,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,353133.0,,90499.0,,2189709.0,,,,559238.0,88815.0,,,12303466.0,5730726.0,,422914.0,1144728.0,,,,,,,,,,0.001,70000000.0,12059600.0,12059600.0,12060.0,4181285.0,3719246.0,,,,,4388.0,,,,,10170.0,,,,,,,,,,0.45,,,,,,,,,151992.0,,5899128.0,5345301.0,5383365.0,,1354072.0,,,,,,,,,,,,,,,,,,,,,,,,,,206847.0,,,38064.0,,,12303466.0,448020.0,1003838.0,1879617.0,,,,,4029293.0,,,185737.0,,553827.0,,,,,38064.0,,75631.0,,,,,,,,,,,38287.0,,,,,,,,,,,1324100.0,59929.0,111297.0,11195333.0,,9678303.0,,442530.0,,,,,,,,,,,11855446.0,,,,,,,,,0.0,
2011-12-31,2012-03-30,10-K,QHY GROUP,QHYG,CIK0001423723,USD,264453.0,,234860.0,999488.0,999488.0,,,-485232.0,700352.0,143719.0,,0.0,13239618.0,3140528.0,69268.0,1548259.0,1586158.0,1586158.0,716116.0,855759.0,,,,730399.0,,,0.001,70000000.0,12059600.0,12059600.0,12060.0,6582487.0,8204790.0,,,,,10912.0,-10332.0,,,,11090.0,249907.0,,,,,,234860.0,,,0.51,,,,,,,56601.0,455795.0,455795.0,,9734036.0,7962841.0,8211498.0,,2084806.0,2264958.0,,,,,-737.0,116518.0,-370282.0,-170610.0,,-773.0,132.0,,-176980.0,0.0,-1781.0,,,-163416.0,,,,0.0,,10076.0,264237.0,254161.0,,138868.0,,,13239618.0,815795.0,1016365.0,0.0,,116518.0,1488139.0,-945142.0,6126692.0,,,189149.0,,1771195.0,,,,,248657.0,,21138.0,,0.0,367457.0,0.0,,5000000.0,,,0.0,,,,0.0,,,,0.0,,,,2025017.0,1539785.0,378851.0,301534.0,11567692.0,,18317677.0,,1469661.0,,,,,,,,,,,12423823.0,,,,,,,,,305570.0,
2012-03-31,2012-05-21,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,334393.0,,234899.0,,893038.0,,,,721506.0,322519.0,,,14455505.0,2536742.0,78307.0,3342649.0,840723.0,,-745435.0,,,,,,,,0.001,70000000.0,12059600.0,12059600.0,13260.0,838937.0,1877776.0,,,,,302.0,-8916.0,,,,11107.0,251336.0,,,,,,,,,0.07,,,,,,,942.0,,21154.0,,1995573.0,1160963.0,1161561.0,,343778.0,195269.0,,,,,69490.0,0.0,107777.0,136859.0,,,-10607.0,,-167344.0,,17453.0,,,-87983.0,,,,0.0,,,432297.0,,,598.0,,,14455505.0,1012745.0,1017918.0,,,0.0,-389176.0,-357201.0,817783.0,,,277586.0,,834610.0,,,,,598.0,,3684.0,,,389176.0,,,5000000.0,,,0.0,,,,,,,,,,,,,1840253.0,208079.0,77287.0,12385475.0,,4081428.0,,757323.0,180000.0,,,,,,,,,,13442760.0,,,,,,,,,443151.0,
2012-06-30,2012-08-14,10-Q,QHY GROUP,QHYG,CIK0001423723,USD,262227.0,,254990.0,781888.0,781888.0,,,-610993.0,589852.0,322519.0,,0.0,15312067.0,3496315.0,105818.0,3433445.0,1843631.0,,,,,,,,,,0.001,70000000.0,13259600.0,13259600.0,13260.0,756024.0,1900707.0,,,,,500.0,,,,,11004.0,,,,,,,254990.0,,,0.07,,,,,,,,,-131654.0,,2116752.0,1182769.0,1183049.0,,295371.0,,,,,,,,,,,,,,,,,,,,,,,,,9587.0,323857.0,314270.0,,280.0,,,15312067.0,1113283.0,1008444.0,,,,,,887678.0,,,382284.0,,933983.0,,,,,280.0,,47833.0,,,,,,5000000.0,,,0.0,,,,,,,,,,,,2603368.0,1992375.0,207573.0,77099.0,13273153.0,,4225032.0,,856884.0,0.0,,,,,,,,,,14198784.0,,,,,,,,,595566.0,
