end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsFairValueDisclosure,AvailableForSaleSecuritiesDebtSecurities,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommercialPaper,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountConverted1,ConvertibleDebtNoncurrent,CurrentForeignTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtInstrumentConvertibleConversionRatio1,DeferredFinanceCostsNet,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsDerivativeInstruments,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,DeferredTaxLiabilitiesFinancingArrangements,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,DefinedBenefitPlanContributionsByEmployer,DefinedContributionPlanCostRecognized,Depreciation,DerivativeGainLossOnDerivativeNet,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxCredits,EffectiveIncomeTaxRateReconciliationTaxSettlementsForeign,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EquityMethodInvestmentOwnershipPercentage,FairValueAdjustmentOfWarrants,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseRightOfUseAsset,FinancialLiabilitiesFairValueDisclosure,ForeignCurrencyTransactionGainLossUnrealized,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxCreditsAndAdjustments,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncomeTaxReconciliationTaxCredits,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidExpense,InterestIncomeExpenseNonoperatingNet,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterialsAndSupplies,InventoryWorkInProcess,InvestmentIncomeNonoperating,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LitigationSettlementAmountAwardedToOtherParty,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermLineOfCredit,LongTermLoansPayable,LongTermPurchaseCommitmentAmount,MarketableSecuritiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesPayableRelatedPartiesNoncurrent,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherLiabilitiesNoncurrent,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentsOfStockIssuanceCosts,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfConvertiblePreferredStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfWarrants,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,ProceedsFromNotesPayable,ProceedsFromStockOptionsExercised,ProceedsFromStockPlans,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentsOfLongTermLinesOfCredit,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,ResearchAndDevelopmentInProcess,RestrictedCash,RestrictedCashCurrent,RestrictedStockValueSharesIssuedNetOfTaxWithholdings,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SecuredDebt,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AllowanceForDoubtfulAccountsReceivableCurrent,InventoryRawMaterials,PaymentsToAcquireAvailableForSaleSecuritiesDebt
2017-09-30,2017-12-20,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,4001059.0,,,2936885.0,,31407476.0,,,,,,,545536.0,,,,,35222153.0,19141283.0,19032933.0,,,13135848.0,,,,,,0.0001,87000000.0,8472903.0,8472903.0,847.0,-11573273.0,,,,0.0,,,,,,0.0,,,,,,38895141.0,,2243565.0,,,,,,,,,,,,,-1.37,,,,,,,,,,,,,,,,,,,2071437.0,,,,,,,,,,,,,,,,,,,,,16847.0,,,,,,,,,,,,,,,,19141283.0,6937944.0,,,,,,,,,,,,,,,,,-11573273.0,,,,-11589319.0,,,,,,,,,,,,,,,,203184.0,3653520.0,108350.0,,,,,,,,-801.0,,,,,,,,,,,,,,,,,,,,,,,,9517882.0,,,,,,-131007757.0,,,,,,,,,,,,2740196.0,2.7,,,,,6535348.0,5152119.0,3.04,2132715.0,2411923.0,3.43,,,,4402633.0,1.81,,,12203339.0,,,,,,,,,,,,,8442072.0,,,
2017-12-31,2018-03-19,10-K,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,3663253.0,,13563.0,2890705.0,,298201480.0,11935.0,,,5418710.0,,430160.0,5418710.0,,,,11935.0,6369645.0,182131456.0,182015306.0,,,175643529.0,150780041.0,175644000.0,150780041.0,,7983327.0,0.0001,200000000.0,50334152.0,50334152.0,5033.0,-51006094.0,111802773.0,,,0.0,,,14064.0,,,0.0,,,23543.0,41205371.0,30700000.0,30699411.0,,3357291.0,1826372.0,345623.0,41205371.0,,,,,123264.0,123624.0,,,,-4.29,,,0.35,-0.208,0.033,0.077,,,,10415787.0,0.5,153692.0,,,,,,,10463151.0,-47523183.0,,-3482911.0,-51006094.0,50443.0,,11176291.0,,,-17852133.0,-1634924.0,3316729.0,-51622.0,,932299.0,,-50443.0,-10177.0,1952671.0,3927155.0,-96915.0,134167.0,,,,,277834.0,,,,,,,,,33188596.0,182131456.0,6553958.0,,27000000.0,,7000000.0,8333333.0,10000000.0,1666667.0,19806944.0,,,,197375114.0,197375114.0,,-46595073.0,-46595073.0,-69261990.0,6583402.0,1.0,,-68759843.0,,,,,,,,1246550.0,390344.0,137580.0,232278.0,226152.0,260196.0,,118843000.0,175406.0,14823.0,116150.0,,,,,,,11542.0,-142150.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,5059593.0,,150062959.0,19747847.0,19795007.0,520760.0,,6569840.0,,,-51006094.0,,,,40303878.0,40303878.0,,,,,-149263653.0,,,,5418710.0,14.0,0.0,0.0,0.558,0.516,0.023,0.0121,3156433.0,3.67,852818.0,369219.0,2940444.0,3.61,107534863.0,6355581.0,4.78,50616567.0,3199149.0,5.88,3.51,2.56,6.94,56918296.0,2.66,,514200.0,148942000.0,,,46881.0,,,,,164501.0,,0.0,0.0,,13870949.0,,,
2018-03-31,2018-04-30,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,4585058.0,,17073.0,2709801.0,,300037020.0,208624.0,,,1610188.0,,,,,,,208624.0,7432380.0,163203007.0,163086857.0,,,152930977.0,-22712552.0,152930977.0,-22712552.0,,,0.0001,200000000.0,50429020.0,50429020.0,5042.0,-21736304.0,,,,0.0,,,,,194347.0,0.0,,,,,,36181012.0,,9553510.0,,,,,,,,,,,,,-0.43,,,,,,,,,,,,5708.0,,,,,,,4035255.0,,,,,-531204.0,,,,,,,,921805.0,,-180904.0,,188226.0,,5708.0,3062009.0,-266686.0,551750.0,,,,,400401.0,,,,,,,,,34160902.0,163203007.0,7294859.0,,27000000.0,,7000000.0,8333333.0,10000000.0,1666667.0,20015568.0,,,,222697.0,222697.0,,-22935249.0,-22935249.0,-21736304.0,6600475.0,,,-21438145.0,,136215.0,,,,,,,,,,,,,,148645.0,205713.0,116150.0,,,,,,31473.0,,-31473.0,2664.0,,,,0.0001,10000000.0,0.0,0.0,0.0,8121602.0,,,,,,,,225361.0,,-21736304.0,,,,17402890.0,,,,,,-170999957.0,,,,1610188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,129042105.0,,,,,,,,225361.0,,,,,50353812.0,,,
2018-06-30,2018-07-31,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,5133017.0,,,5121178.0,,433880750.0,,,,2243527.0,,,,,,,,7307400.0,266817668.0,266701518.0,,,253839540.0,,253839540.0,,,,0.0001,200000000.0,56154438.0,56154438.0,5615.0,-33334302.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.61,,,,,,,,,,,,,,,,,,,5947823.0,,,,,,,,,,,,,,,,,,,,,184009.0,,,,,,787665.0,,,,,,,,,37265562.0,266817668.0,10254195.0,,27000000.0,,7000000.0,8333333.0,10000000.0,1666667.0,20143217.0,,,,,,,,,-33334300.0,6618150.0,,,-33485442.0,,142117.0,,,,,,,,,,,,,,180859.0,7695.0,116150.0,,,,,,,,-32869.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,10857287.0,,,,,,,,,,,,,,27537619.0,,,,,,-204334259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229552107.0,,,,,,,131325027.0,275749.0,,,,,54691833.0,,,
2018-09-30,2018-11-13,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,5468800.0,,,10565640.0,339942.0,435915657.0,,,,2050924.0,130997.0,,,,,,,7285190.0,239145771.0,238932792.0,,,220640818.0,,220640818.0,,,,0.0001,200000000.0,56242571.0,56242571.0,5624.0,-35632173.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.64,,,,,,,,,,,,,,,,,-426191.0,,6265125.0,,,,,,,,,,,,,,,,,,,,,280891.0,,,,,,858425.0,,,,,,,,,43190921.0,239145771.0,16034440.0,,27000000.0,,7000000.0,8333333.0,10000000.0,1666667.0,20270032.0,,,,,,,,,-35972115.0,6636449.0,,,-35804581.0,,,,,,,,,,,,,,,,360688.0,81532.0,212979.0,-86249.0,,-86249.0,,,,,-22234.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,16846183.0,,,,,,,,,,,,,,29539456.0,,,,,,-240306373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195954850.0,,,,,,,,114989.0,,,,,56201299.0,,,
2018-12-31,2019-02-26,10-K,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,10254938.0,,71791.0,5103002.0,-122807.0,437855681.0,,,,7733000.0,,,7733.0,,,,582043.0,7512000.0,203533559.0,202439221.0,92355167.0,,176268000.0,,176268000.0,624000.0,,10032000.0,0.0001,200000000.0,56279307.0,56279307.0,5628.0,-127625000.0,,,,0.0,,,14000.0,,,0.0,2475809.0,,19616.0,81837686.0,,64296165.0,,7269624.0,2914583.0,,79361877.0,2463715.0,,,12094.0,322459.0,300000.0,,,,-2.9899999999999998,,,0.21,-0.299,0.05,0.048,,,-38000.0,27266206.0,0.5,-85509.0,,,,26282307.0,,,22639000.0,-122900000.0,-127502000.0,-4602000.0,-127502000.0,-299006.0,,38157000.0,,,-26775000.0,-6398000.0,6149000.0,-978000.0,,6587000.0,,19275000.0,309000.0,2148000.0,299000.0,,1816000.0,,,,,2961000.0,,,,,,,,,42560904.0,203533559.0,17024607.0,,,1666667.0,,,,,18722321.0,18722321.0,,,131903000.0,,,-131241000.0,,-163961475.0,6655193.0,1.0,127925000.0,-165121592.0,,798760.0,,,,,,6859064.0,1251720.0,,998350.0,975750.0,1292025.0,,,1352386.0,1837704.0,116420.0,-123000.0,,-123000.0,,158783.0,,,-25000.0,18000.0,,,,0.0001,10000000.0,0.0,0.0,0.0,24333851.0,,131194000.0,,,,,,,,-127502000.0,977918.0,,,105286000.0,,,,,,-276765847.0,,,,7733000.0,,0.0,0.0,1.109,0.87,0.0299,0.0268,4068602.0,4.64,4953187.0,450269.0,2100000.0,13.13,45706169.0,7497734.0,8.09,10520167.0,3429132.0,12.17,2.61,6.58,15.86,35186023.0,5.52,5100000.0,,160973000.0,,,468263.0,,,,131195000.0,728000.0,,0.0,0.0,,54396000.0,,,
2019-03-31,2019-05-07,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,11916152.0,,18777.0,7342601.0,-120645.0,552209429.0,,,,4559000.0,,,,,19000.0,,104172.0,9205000.0,318353078.0,310527863.0,,,288247000.0,,288247000.0,111979000.0,,,0.0001,200000000.0,63218476.0,63218476.0,6322.0,-50572000.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,41000.0,-736000.0,,-0.87,,,,,,,,,-4000.0,,,,1127720.0,5566811.0,6621807.0,,,-1208000.0,8171000.0,,,,,-275218.0,,,,,,,,1906000.0,,2764000.0,,250000.0,46000.0,76000.0,-3824000.0,,588000.0,,,,,867000.0,8349502.0,2829649.0,,1353133.0,1320200.0,1691742.0,1154778.0,1654971.0,93598186.0,318353078.0,20386473.0,,,,,,,,,,,,148418000.0,,-875000.0,-35560000.0,,-50574000.0,6673970.0,,,-48651000.0,400000.0,,6694531.0,,,331000.0,6600000.0,,,,,,,0.0854,,863125.0,15570.0,162345.0,2000.0,2000.0,2000.0,,234932.0,,,-253000.0,334462.0,,,875000.0,0.0001,10000000.0,0.0,0.0,0.0,20509948.0,,109927000.0,,,,,,192000.0,,-50574000.0,1041063.0,21701000.0,,40480000.0,,,,,,-327340214.0,,6940000.0,,4559000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,224755000.0,,,,,,,109604000.0,192000.0,,,,,57897.0,,,
2019-06-30,2019-07-31,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,13811730.0,,,20229694.0,-121977.0,557632026.0,,,,4183000.0,23000.0,,,,,,,9109000.0,316704010.0,308412717.0,,,289128000.0,,289128000.0,,,,0.0001,200000000.0,63672430.0,63672430.0,6367.0,-71091000.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,-9104000.0,,-1.12,,,,,,,,,,,,,1549649.0,5243491.0,6644312.0,,,,12778000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1421000.0,8332777.0,2829649.0,,1353133.0,1322750.0,1874641.0,952604.0,1539637.0,157617972.0,316704010.0,35591073.0,,,,,,,,,,,,,,,,,-71090000.0,6693408.0,,,-63476000.0,500000.0,,6793140.0,,,,6600000.0,,,,,,,0.085,,956129.0,3355995.0,207873.0,-1000.0,-1000.0,-1000.0,,250000.0,,,228000.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,13977215.0,,,,,,,,,,,1439108.0,,,50698000.0,,,,,,-398430378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159086000.0,,,,,,,,1262000.0,,,,,63264.0,,,
2019-09-30,2019-11-05,10-Q,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,11836609.0,,,30431607.0,-205249.0,608015713.0,,72514000.0,,5295000.0,,,,,,,,10388000.0,466356957.0,451194872.0,377435123.0,,433995000.0,,433995000.0,,,,0.0001,200000000.0,63872762.0,63872762.0,6387.0,-69908000.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,-263000.0,,-1.1,,,,,,,,,,,,,2304147.0,11255257.0,13332783.0,270967523.0,,-293000.0,18629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1342000.0,16765675.0,6905434.0,,2915517.0,2896042.0,3268292.0,780390.0,3206272.0,326795143.0,466356957.0,44572363.0,,,,,,,,,,,,,,,,,-69825000.0,,,69948000.0,-69948000.0,600000.0,189883.0,13559403.0,,,,13332783.0,,,,,,,0.0824,,4501310.0,2457530.0,236515.0,-83000.0,-83000.0,-83000.0,,250000.0,,,-61000.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,14742698.0,,,,,,,,,,,1592787.0,,,51319000.0,,,,,,-468255037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139562000.0,,,,,,,,955000.0,,,,,63753.0,,,
2019-12-31,2020-02-27,10-K,"APELLIS PHARMACEUTICALS,Â INC.",APLS,CIK0001492422,USD,8361000.0,,,54783000.0,-154000.0,615850000.0,,,72520000.0,21144000.0,,,21144.0,,52000.0,,,10854000.0,389245000.0,373095000.0,,0.0,351985000.0,,351985000.0,175717000.0,,7291000.0,0.0001,200000000.0,63938000.0,63938000.0,6000.0,-304738000.0,,142567000.0,,0.0,,,,,,0.0,14371000.0,35875000.0,16000.0,171306000.0,,102623000.0,11000.0,14476000.0,6625000.0,2259000.0,156935000.0,,11480000.0,,,,800000.0,240000.0,-14839000.0,,-6.67,,,0.21,-0.296,0.054,0.02,,,4000.0,79291036.0,0.5,,,,,,,-1501000.0,67046000.0,-297127000.0,-304707000.0,-7580000.0,-304707000.0,,,90300000.0,,,-63988000.0,-16424000.0,6113000.0,-1641000.0,,50454000.0,,-287000.0,323000.0,-158000.0,-4531000.0,,987000.0,,,,,5108000.0,17679804.0,4106743.0,3679786.0,3287748.0,3269202.0,3336325.0,,3213829.0,355016000.0,389245000.0,65753000.0,0.0,,,,,,,,,35300000.0,,388541000.0,,-1693000.0,-211135000.0,,-417925000.0,,1.0,288015000.0,-393955000.0,2400000.0,,14466000.0,2609000.0,11857000.0,2013000.0,14110000.0,,,,,,,0.0819,,6891000.0,1308000.0,385000.0,-31000.0,-31000.0,-31000.0,,,,,-175000.0,,,,1693000.0,0.0001,10000000.0,0.0,0.0,0.0,19802000.0,,109581000.0,,,,,,,,-304707000.0,1655000.0,21701000.0,7000000.0,220969000.0,,,,,,-581473000.0,,10201000.0,,21144000.0,,0.0,0.0,1.112,1.026,0.0256,0.0142,4808730.0,6.94,15659119.0,261681.0,4400000.0,17.31,185847165.0,10855000.0,13.52,71978275.0,6045707.0,18.76,3.85,12.67,21.15,113868890.0,10.43,12900000.0,,34229000.0,,,747136.0,,,,109581000.0,,,0.0,0.0,,62229000.0,,,
