end,filed,form,Name,Ticker,CIK,Currency,AccountsPayable,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedRoyaltiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllocatedShareBasedCompensationExpense,AmortizationOfAcquisitionCosts,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,BankOverdrafts,CapitalizedComputerSoftwareGross,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommunicationsAndInformationTechnology,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscountCurrent,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,Depreciation,DepreciationAmortizationAndAccretionNet,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,DisposalGroupIncludingDiscontinuedOperationInventory1,DisposalGroupIncludingDiscontinuedOperationOtherIncome,DisposalGroupIncludingDiscontinuedOperationRevenue,DueToRelatedParties,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeBenefitsAndShareBasedCompensation,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,FinanceLeaseLiabilityUndiscountedExcessAmount,FinanceLeaseRightOfUseAsset,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FurnitureAndFixturesGross,GainLossOnDerivativeInstrumentsNetPretax,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromIndividuallySignificantComponentDisposedOfOrHeldForSaleExcludingDiscontinuedOperationsBeforeIncomeTax,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInDeferredCompensation,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToAffiliates,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInInventoryForLongTermContractsOrPrograms,IncreaseDecreaseInLeaseAcquisitionCosts,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IndefiniteLivedLicenseAgreements,InterestAndDebtExpense,InterestExpense,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryNet,InvestmentIncomeNetAmortizationOfDiscountAndPremium,LaborAndRelatedExpense,LegalFees,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LicenseCosts,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermNotesPayable,LongtermDebtPercentageBearingFixedInterestAmount,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic,NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersDiluted,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesNoncurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLossCarryforwards,OtherAssets,OtherAssetsCurrent,OtherAssetsMiscellaneousCurrent,OtherAssetsNoncurrent,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherGeneralExpense,OtherIncome,OtherLiabilitiesCurrent,OtherNoncashExpense,OtherNoncashIncomeExpense,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,OtherPrepaidExpenseCurrent,OtherSellingGeneralAndAdministrativeExpense,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PaymentsForRent,PaymentsOfDerivativeIssuanceCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrepaidInsurance,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromOtherDeposits,ProceedsFromPartnershipContribution,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromShortTermDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherNet,ReceivableFromOfficersAndDirectorsForIssuanceOfCapitalStock,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RestrictedCash,RestrictedCashAndCashEquivalents,RestrictedCashCurrent,RetainedEarningsAccumulatedDeficit,Revenues,RoyaltyExpense,SalariesAndWages,SalesRevenueGoodsNet,SalesRevenueNet,SegmentReportingInformationRevenue,SellingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,SharePrice,SharesOutstanding,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockOptionPlanExpense,Supplies,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2010-09-30,2010-11-15,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-30,10-K,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,0.0,0.0,0.0,,0.0,,0.0,,,-28708.0,0.0,,,,,,,,,2366.0,2366.0,,,,,,,,,,2366.0,2366.0,2366.0,,,,,,0.001,700000000.0,28710000.0,28710000.0,28710.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,10021.0,1112.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,7657.0,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,10021.0,,0.0,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,10021.0,2366.0,,,,,,,,,,,,2.0,0.0,2364.0,,-7657.0,,,0.0,,8909.0,,,7657.0,-7657.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.001,5000000.0,,,0.0,0.0,,,,,,2.0,,,,,,0.0,,0.0,-7657.0,,0.0,,,,,0.0,,,,,,,,-7657.0,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,-7655.0,,,,,,,,,,,,,,,0.0,,,,
2011-03-31,2011-05-16,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1730.0,-636.0,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,-0.0002,,,,,0.0,,,,,,,,,,,,,,25.0,417.0,,,,,,,,,,0.0,,,91.0,,,0.0,0.0,,,,,,,0.0,,-14199.0,,,,,0.0,,,,0.0,,,,-135.0,44.0,,,,,,,,,,,,,,,,,,,,,,,23412.0,0.0,-24048.0,,-9940.0,,,-135.0,,,,,10222.0,-9805.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,23412.0,,7000.0,-9940.0,,,,,,,,,,,,,,,,490.0,,0.0,490.0,,,3197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2011-06-30,2011-08-11,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,1061.0,,,,20043.0,,61444.0,,,713443.0,,,,,,,,,,4107544.0,1165610.0,,,,,,,,,,,62219.0,,,,,,,0.001,700000000.0,305458333.0,305458333.0,305458.0,,,,,,17269.0,,,,,,,,,,,,,,,,,76893.0,,,,,,,,,,,3092934.0,,,,0.0,0.0,,,,,94323.0,,,,,,,,,,,,,,31694.0,533672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925000.0,,-142.0,,,,63305.0,,254549.0,32136.0,,,,3155439.0,4107544.0,,,,,,,,,,,,,,,,-49198.0,,,35510.0,,,,,618380.0,-84708.0,,,,,,,,,,,,,,,10000.0,,,,35652.0,,,,,,35652.0,,,,,,,,,,0.001,5000000.0,,,0.0,1017678.0,,,,,,,,,,,,,,32136.0,-49198.0,,6934.0,,,,,,,,,,,,,-66796.0,550941.0,160231.0,254549.0,456618.0,456618.0,550941.0,44169.0,,,,,,,,,,,,,952105.0,,,,,,,,,,,,,,,,,,,296549542.0
2011-09-30,2011-11-14,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,30683.0,10141.0,,18760.0,,,,,843418.0,,,,,,,,,,3818584.0,933222.0,,,,,,,,,,,103032.0,,,,,,,0.001,700000000.0,305458333.0,305458333.0,305458.0,,,,,,15436.0,,,,,,,,,,,,,,,,,75766.0,,,,,,,,,,,,3073764.0,,,-0.0012,-0.0012,,,,,142370.0,,,,,,,,,,,,,,27809.0,546612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850000.0,,-22.0,,,,58833.0,,329665.0,6479.0,,,,3114587.0,3818584.0,,,,,,,,,,,,,,,,-378083.0,,,22297.0,,,,,946992.0,-400380.0,,,,,,,,,,,,,,,10000.0,,,,,,,,0.0,,22318.0,22318.0,,,,,,,,,0.001,5000000.0,,,0.0,752596.0,,,,,,,,,,,,,,6479.0,-378083.0,,25362.0,,,,,,,,,,,,,-444879.0,562047.0,167255.0,329665.0,419677.0,419677.0,562047.0,55127.0,,,,,,,,,,,,,703997.0,,,,,,,,,,,,,,,,,,,305458333.0
2011-12-31,2012-10-31,10-K,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,56777.0,,37416.0,,39155.0,56211.0,-2187.0,975281.0,225000.0,,,,42000.0,,,,,3458616.0,663627.0,,,,,,4612.0,,,,87976.0,87976.0,85611.0,,,,,,0.001,700000000.0,305458333.0,305458333.0,305458.0,,,,,,59949.0,0.0,,,,,,,,,,0.0,,-436815.0,,2187.0,,227187.0,,,,,,,,,,,,3004090.0,,0.0,,-0.0139,,0.45,,,325926.0,,,,,,,,,2775000.0,3639.0,,,,104292.0,1627984.0,,,,,,,,-970699.0,,0.0,436815.0,,56777.0,,,-37416.0,39155.0,,,,,,,19998.0,,-48198.0,,,,,-12350.0,,,,-490037.0,,,,-360.0,311.0,,,48198.0,,,,,,,3156233.0,3458616.0,3156233.0,0.0,,,3000000.0,,,,,,,2995181.0,-3009826.0,100255.0,,-970699.0,,,71045.0,3004090.0,3004090.0,,,2669727.0,-1041743.0,,,,,,,,,,,436815.0,,,,12350.0,,,,,,0.0,,0.0,,,71404.0,,,,,,,,-9826.0,0.001,5000000.0,,,0.0,490037.0,,,,,,0.0,,,,,,0.0,3000000.0,198558.0,-970699.0,9826.0,7639.0,,,,-4819.0,-4819.0,,,,,,,,-978356.0,1687932.0,,934590.0,1362006.0,1362006.0,,145573.0,,1012000.0,,,,,,0.08,1614000.0,,302383.0,,302383.0,,,,,,,,,,,,,,,261838.0,,,,
2012-03-31,2012-11-19,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,35400.0,,23511.0,,36276.0,,,1054608.0,75000.0,,,,,,,,,3131388.0,407309.0,,,,,,,,,,,114080.0,26104.0,,,,,,0.001,700000000.0,305458333.0,305458333.0,305458.0,,,,,,13863.0,,,,,,,,,,,,,,,1049.0,,76049.0,,,,,,,,,,,,55638.0,,,,0.0,,,,,506622.0,,,,,,,,,2700000.0,,,,,38995.0,593911.0,,,,,,,,,,0.0,,,-21377.0,,,13905.0,-2879.0,,,,,,,-4663.0,,5508.0,,,,,-2377.0,,,,263009.0,,,,-9.0,277.0,,,42690.0,,,,,,,3127314.0,3131388.0,,,,,,,,,,,,0.0,-2763.0,28866.0,,-377636.0,,,11723.0,,3000000.0,,,983270.0,-389359.0,,,,,,,,,,,,,,,14727.0,,,,,,,,,,,11732.0,,,,,,,,-2763.0,0.001,5000000.0,,,0.0,227028.0,,,,,,,,,,,0.0,0.0,,86049.0,-377636.0,,9352.0,,,,,,,,,,,,,-1355992.0,607774.0,,320653.0,101152.0,506622.0,,22649.0,,0.0,,,,,,,,,,,4074.0,,,,,,,,,,,,,,,79327.0,,,,
2012-06-30,2012-11-21,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,36544.0,,28576.0,,32728.0,,-4285.0,1115546.0,,,,,,,,,,3000781.0,170088.0,,,,,,7374.0,,,,,85851.0,,,,,,,0.001,700000000.0,305458333.0,305458333.0,305458.0,,,,,,13753.0,,,,,,,,,,,,,,10000.0,,,76049.0,,,,,,,,,,,,47201.0,,,,-0.0044,,,,,144828.0,,,,,,,,,2625000.0,3639.0,,,,31327.0,585972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3001.0,,,,43498.0,,,,,,,3296473.0,3000781.0,,,,,,,,,,,180000.0,,,,,-360703.0,,,4099.0,3180000.0,,,,950774.0,-364802.0,,,,,,,,,,,,,,,17390.0,,,,7100.0,,,,,7100.0,,,,,,,,,,,0.001,5000000.0,,,0.0,12164.0,,,,,,,,,,,,,,135725.0,,12588.0,188303.0,,,,,,,,,,,,,-1716695.0,599725.0,175579.0,285294.0,454897.0,454897.0,599725.0,28179.0,,,,,,,,0.08,2428000.0,,,,-295691.0,,,,,,,,,,,,,,,,,,81466400.0,
2012-09-30,2012-11-29,10-Q,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,42301.0,,14581.0,,32158.0,,-5428.0,1163802.0,,,,,,,,,,234399.0,114321.0,,,,,,10747.0,,,,,31566.0,,,,,,,0.001,700000000.0,305458333.0,305458333.0,305458.0,,,,,,13272.0,,,,,,,,,,,,,,10000.0,,,26143.0,,,,,,,,,,,,40719.0,,,,0.0009,,,,,60517.0,,,,,,,,,0.0,3639.0,,,,34779.0,452088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3015.0,,,,62544.0,,,,,,,220191.0,234399.0,,,,,,,,,,,90000.0,,,,,261643.0,,,393140.0,105013.0,,,,583585.0,-131497.0,,,,,,,,,,,,,,,19546.0,,,,,,,,400000.0,-3845.0,,-3845.0,,,,,,,,,0.001,5000000.0,,,0.0,5630.0,,,,,,,,,,,,,,82162.0,,105961.0,100533.0,,,,,,,,,,,,,-1455052.0,465360.0,139907.0,277749.0,404843.0,404843.0,465360.0,22788.0,,,,,,,,0.08,2428000.0,,,,14208.0,,,,,,,,,,,,,,,,,,305458333.0,
2012-12-31,2013-03-29,10-K,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,CIK0001419051,USD,,,230786.0,,16358.0,16358.0,24814.0,48842.0,13508.0,1285533.0,175000.0,,,,0.0,,,,,201557.0,96694.0,,,16358.0,16358.0,,10747.0,,,,35011.0,35011.0,-52965.0,,,,4911.0,,0.001,699999999.0,305458333.0,305458333.0,305458.0,,,,,,3543.0,0.0,,,,,,,,,0.0,0.0,636349.0,636349.0,10000.0,11320.0,,186320.0,,,,,16358.0,76586.0,,,,1837480.0,,30013.0,30013.0,60000.0,,-0.01,,0.45,0.45,310252.0,354155.0,,,,,,,,,0.0,3639.0,,,,138490.0,350612.0,,,-805532.0,,-2011922.0,1206390.0,,-805532.0,,800.0,199534.0,151782.0,174010.0,,,4700.0,-14341.0,,,,,,,0.0,,17408.0,,,,,-60.0,,,,475502.0,,,,36.0,36.0,,,30790.0,,,583023.0,,,,,201557.0,334454.0,60000.0,48842.0,48842.0,3000000.0,,,,,,3639.0,0.0,-6135.0,-46830.0,-51741.0,-805532.0,,,420232.0,,,,,2782766.0,-2432154.0,,,,,,,,,,,636349.0,,,,12410.0,,,,,,-400000.0,,400000.0,,20268.0,20268.0,,,,,,,,6135.0,0.001,5000000.0,,,0.0,14535.0,14535.0,,,,,0.0,,,,,,,0.0,478068.0,-805532.0,105961.0,92453.0,,,,0.0,0.0,,,,,,,,-1783888.0,354155.0,106247.0,1188531.0,1837480.0,1837480.0,,102087.0,,0.0,,,,,,0.08,6900000.0,,-192897.0,,-192897.0,,,,,,,,,,,,,,,310252.0,,,305458333.0,
