end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccruedEmployeeBenefitsCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllocatedShareBasedCompensationExpense,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonUnitOutstanding,CurrentFederalStateAndLocalTaxExpenseBenefit,CurrentFederalTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAdjustment,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxExemptIncome,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidRent,InterestExpense,InterestPaidNet,InterestPayableCurrent,InvestmentIncomeInterest,LeaseAndRentalExpense,LesseeOperatingLeaseDiscountRate,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCredit,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentsOfStockIssuanceCosts,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredUnitsOutstanding,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfDebt,ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,ResearchAndDevelopmentInProcess,RestrictedCash,RestrictedCashNoncurrent,RetainedEarningsAccumulatedDeficit,SalesAndExciseTaxPayableCurrent,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,StockholdersEquity,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquitySharesAuthorized,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,CommonStockCapitalSharesReservedForFutureIssuance,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxLiabilitiesOther,DefinedContributionPlanCostRecognized,EffectiveIncomeTaxRateReconciliationDeductionsOther,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,StockIssuedDuringPeriodSharesAcquisitions
2018-06-30,2018-08-14,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,632.0,,,,,,,,,,,7231.0,7231.0,7231.0,7231.0,7231.0,,,0.0001,50000000.0,5000000.0,5000000.0,500.0,,,,,,,-2000.0,,,,,,,9000.0,,,,,,50257.0,0.0,0.0,0.21,-0.21,,,,,,,,,,7894.0,,,,,580.0,,,,,,,580.0,,,,,,,,,,,,,50257.0,7231.0,50257.0,,,,15125.0,,-7894.0,-8474.0,,49625.0,,,-7894.0,,,,,,,,,,,,,44000.0,,,,,,,,0.0001,5000000.0,,,,,,,,15100.0,,,,,,,,,,,,,-43526.0,,,,,,,,,,-43026.0,,,,,,,,-2000.0,5000000.0,,,,,,,,,,
2018-09-30,2018-11-14,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,4403.0,,,,,,,,,,,2446.0,2446.0,,2446.0,,,,0.0001,50000000.0,5000000.0,5000000.0,500.0,,,,,,,,,,,,,,11000.0,,,,,,51028.0,0.0,,,,,,,,,,,,,7785.0,,,,,,,,,,,,771.0,,1403.0,,,,,,,,,,,54028.0,2446.0,54028.0,,,,,,,-8556.0,,49625.0,,,-7785.0,,,,,,,,,,,,,52000.0,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,,,,,,-52082.0,,,,,,,,,,-51582.0,,,,,,,,,5000000.0,,,,,,,,,,
2018-12-31,2019-02-14,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,4278.0,,,,,,,,,,,4679.0,4679.0,,4679.0,,57773000.0,,0.0001,50000000.0,5000000.0,5000000.0,500.0,,,,,,,,,,,,,,13000.0,,,,,,64403.0,0.0,,,,,,,,,,390000.0,,,9267.0,,,,,,,,,,,,875.0,,2278.0,,,,,,,,,,,66403.0,4679.0,66403.0,,,,,,,-10142.0,,62125.0,,,-9267.0,,,,,,,,,,,,,62000.0,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,,,,,,-62224.0,,,,,,,,,,-84774000.0,,,,,,,,,5000000.0,,,,,,,,,,
2019-03-31,2019-07-01,10-K,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,3330.0,,,,,,,255000.0,,,,4866.0,4866.0,,4866.0,4866.0,,,0.0001,50000000.0,5000000.0,5000000.0,500.0,,,,,,,-7600.0,,,,,,,15000.0,,,,,,75455.0,-0.01,,0.21,-0.21,,,,,,,,,,32759.0,,,,,3278.0,,,,,,,3278.0,,3330.0,,,,,,,,,,,75455.0,4866.0,75455.0,,,,37625.0,,-32759.0,-10807037.0,,72125.0,,,-32759.0,,,,,,,,,,,,,71000.0,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,37600.0,,,,,,,,,,,,,-71089.0,,,,,,,,,,-95290000.0,,,,,,,,-7600.0,5000000.0,,,,,,,,,,
2019-06-30,2019-08-13,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,14792.0,,,,,,,185000.0,,185000.0,,4866.0,4866.0,,4866.0,,38073000.0,,0.0001,50000000.0,5000000.0,5000000.0,500.0,,,,,,,-2000.0,,,,,,,17000.0,,,500000.0,-32000.0,,76600.0,-1.33,,0.21,-0.21,,,,,,,,-1000.0,,3284000.0,,-8783000.0,26000.0,,11462.0,,,,,,,314000.0,,4474.0,237000.0,500000.0,,,,,,,,,86917.0,4866.0,86917.0,,,,,,,-8809000.0,-110000.0,72125.0,,8673000.0,-8673000.0,,,,,,,,,,,,,83000.0,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,5389000.0,,,,,-82551.0,,,,,,,,,,-103914000.0,,,,,,,,-2000.0,6615140.0,,,,,,,,,,
2019-09-30,2019-11-13,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,5726.0,,,,,,,249000.0,,249000.0,,882.0,882.0,,882.0,,31342000.0,,0.0001,50000000.0,5000000.0,5000000.0,500.0,,,,,,,,,,,,,,19000.0,,,500000.0,-7000.0,,91336.0,-1.27,,,,,,,,,,,,,2404000.0,,-8526000.0,26000.0,,,,,,,,,312000.0,,5726.0,176000.0,500000.0,,,,,,,,,91336.0,882.0,91336.0,,,,,,,-8552000.0,-143000.0,85610.0,,8383000.0,-8383000.0,,,,,,,,,,,,,91000.0,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,,,,,,,,,5979000.0,,,,,-90954.0,,,,,,,,,,-112217000.0,,,,,,,,,6752143.0,,,,,,,,,,
2019-12-31,2020-02-14,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,10170.0,629000.0,1759000.0,3122000.0,417000.0,5903000.0,3304000.0,915000.0,,915000.0,35661000.0,30381000.0,26238000.0,,25303000.0,,25566000.0,-32207000.0,0.0001,300000000.0,9073000.0,7034000.0,1000.0,,91000.0,61000.0,30000.0,49000.0,82000.0,,,1511000.0,,,1511000.0,,1511000.0,,2120000.0,2100000.0,-104000.0,494000.0,100280.0,-5.19,-0.003,0.21,-0.046,-0.001,0.063,-0.229,,-104000.0,,494000.0,-12000.0,0.0,11613238.0,0.0,-34653000.0,91000.0,-1101000.0,,509000.0,,,56000.0,-435000.0,39000.0,1229444.0,1115000.0,7170.0,743000.0,1800000.0,,,,,,,,,19114000.0,30381000.0,9821000.0,,5576000.0,9293000.0,,-466000.0,-31741000.0,-34755682.0,-601000.0,93110.0,,34052000.0,-34062238.0,,,,,,,,,,,,,103000.0,143000.0,129000.0,,,627000.0,,466000.0,0.0001,10000000.0,0.0,0.0,,,935000.0,,,,,,-34744000.0,9654000.0,3751000.0,,,22449000.0,,,200000.0,263000.0,-121908000.0,554000.0,915000.0,,,,,,,,11267000.0,,,,129870000.0,207164000.0,207164000.0,207164000.0,,11691000.0,,,,,,,,,,
2020-03-31,2020-06-08,10-K,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,8707.0,,,,,,,247000.0,,247000.0,,3745.0,3745.0,,3745.0,-1121.0,17793000.0,-7773000.0,0.0001,300000000.0,5000000.0,5000000.0,500.0,,,,,,,-7900.0,,,,,,,23000.0,,463000.0,500000.0,-320000.0,,111817.0,-0.9,,,,,,,,,,,,,2260000.0,,-6386000.0,16000.0,-285000.0,5377.0,-2072000.0,,,34000.0,24000.0,,276000.0,256000.0,8707.0,41000.0,,,,,,,,,,111817.0,3745.0,111817.0,,,,30985.0,-12000.0,-7761000.0,-6402000.0,,103110.0,,5831000.0,-5831000.0,,,,,,,,,,,,,109000.0,,,,,-555000.0,,12000.0,0.0001,10000000.0,0.0,0.0,,,,,,30985.0,,,-6402000.0,,,,,3571000.0,,,,,-108572.0,,247000.0,,,,0.0,,,,-124758000.0,,,,,,,,-7900.0,7122000.0,,,,,,,,,,
2020-06-30,2020-08-13,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,,1581000.0,455000.0,2574000.0,957000.0,6638000.0,187112000.0,183000.0,6902000.0,183000.0,,70449000.0,67288000.0,,65371000.0,,65634000.0,,0.0001,300000000.0,52151798.0,50896833.0,5000.0,,,,,46000.0,35000.0,,,,,,,,,400000.0,,400000.0,-236000.0,,,-0.41,,,,,,,2000000.0,,,0.0,,,2085000.0,,-5541000.0,16000.0,,,,,,,,,242000.0,,,7000.0,500000.0,,,,,,,,,17199000.0,70449000.0,11609000.0,,7454000.0,5590000.0,,,,-5557000.0,-471000.0,,,5070000.0,-5070000.0,,,,,,1122000.0,160000.0,,,,,962000.0,,939000.0,69000.0,,,-471000.0,,,0.0001,10000000.0,0.0,0.0,,,1917000.0,,,,,,,9467000.0,2829000.0,,,2985000.0,2985000.0,0.0,,263000.0,-133867000.0,,,,,,,,,,53250000.0,,129870000.0,53581000.0,,0.0,0.0,0.0,,13603000.0,,,,,,,,,,
2020-09-30,2020-11-09,10-Q,"Compass Therapeutics, Inc.",CMPX,CIK0001738021,USD,,854000.0,605000.0,1358000.0,507000.0,7059000.0,190299000.0,2536000.0,,2536000.0,,60690000.0,57832000.0,,55518000.0,,55781000.0,,0.0001,300000000.0,52120062.0,51024270.0,5000.0,,,,,39000.0,20000.0,,651000.0,,,,,,,400000.0,,400000.0,0.0,,,-0.18,,,,,,,,,,,1000.0,,5291000.0,,-9150000.0,0.0,,,,,,,,,212000.0,,,22000.0,500000.0,,,,,,,,,13403000.0,60690000.0,9673000.0,,7461000.0,3730000.0,,,,-9150000.0,-189000.0,,,8961000.0,-8961000.0,,,,,,641000.0,160000.0,,,,,481000.0,,220000.0,177000.0,,1000.0,-189000.0,,,0.0001,10000000.0,0.0,0.0,,,2314000.0,,,,,,,9477000.0,2418000.0,,,3670000.0,3670000.0,0.0,,263000.0,-143017000.0,,,,,,,,,,47287000.0,,,,,0.0,0.0,0.0,,50940000.0,,,,,,,,,,
