end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightOutstanding,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConvertibleDebtCurrent,CostDirectMaterial,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,CostsAndExpenses,DeferredFederalIncomeTaxExpenseBenefit,DeferredForeignIncomeTaxExpenseBenefit,DeferredTaxAssetsOther,DeferredTaxAssetsValuationAllowance,Depreciation,Dividends,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeLossIncludingPortionAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationDeductions,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncomeTaxReconciliationTaxHolidays,IncreaseDecreaseInAccountsAndNotesReceivable,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestAndOtherIncome,InterestExpense,InterestPaidNet,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LinesOfCreditCurrent,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLossCarryforwards,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherDepreciationAndAmortization,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherNoncashExpense,OtherNonoperatingExpense,OtherOperatingIncome,OtherOperatingIncomeExpenseNet,OtherPrepaidExpenseCurrent,OtherSellingGeneralAndAdministrativeExpense,PaymentsOfDividends,PaymentsOfDividendsCommonStock,PaymentsToAcquirePropertyPlantAndEquipment,PensionAndOtherPostretirementBenefitContributions,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromLinesOfCredit,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromOtherShortTermDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfNotesPayable,ProFormaWeightedAverageSharesOutstandingDiluted,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,RepaymentsOfOtherDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,RetainedEarningsUnappropriated,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SalesRevenueGoodsNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,SharesIssued,SharesIssuedPricePerShare,ShortTermNonBankLoansAndNotesPayable,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueIssuedForServices,TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2018-06-30,2018-08-07,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,,,,,,,,,,,,,,600.0,600.0,,600.0,600.0,,,,,,,0.0001,100000000.0,15610000.0,15610000.0,1561.0,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,3300.0,0.0,,-3300.0,,-3300.0,,-0.0002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7460.0,600.0,,7460.0,,7460.0,,,,,,,,,3300.0,-3300.0,,,,,,,,,,,,,,,,,,,,,,0.0001,20000000.0,,,,,,,,,,,,85567143.0,,,-3300.0,,,,,,-8421.0,,,,0.0,,,,,,,,,-6860.0,,,,,15610000.0,,15610000.0,15610000.0
2018-09-30,2018-11-15,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,,0.0,,,,,,,,,,,,600.0,,600.0,600.0,600.0,,,,,,,,,,,1561.0,,,,0.0,,,2282.0,,,,,,,,,0.0,-0.0001,0.0,,,,2282.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9742.0,600.0,,,,,,,,,,,-2282.0,,,,,,,,,,,,,,,,,,,,2282.0,,,,,,,,,,,,,,,,,,21165824.0,,,-2282.0,,,,,,,,-10703.0,,0.0,,,2282.0,,,,9742.0,,-9142.0,,,,,,15610000.0,15610000.0,
2018-12-31,2019-04-05,10-K,Luduson G Inc,LDSN,CIK0001737193,USD,,750.0,,,,,,,,,,,,600.0,600.0,600.0,26815.0,600.0,100.0,100.0,,,,,0.0001,100000000.0,15610000.0,15610000.0,1561.0,,10542.0,300.0,300.0,,,-10240.0,,,,,,,9490.0,10542.0,,,,,,,10240.0,100.0,,,,,-0.001,-0.001,0.0,-10140.0,,,,,,,,,,,,,,750.0,,,,,,,,750.0,,,,,,11292.0,600.0,,1052.0,,1052.0,9490.0,9490.0,0.0,-9390.0,-9390.0,-10140.0,,,-10240.0,,,,,,,,,,,10240.0,,,0.0,,,,,,,,,0.0001,20000000.0,0.0,0.0,0.0,,,9490.0,,9490.0,,,,27199534.0,,,-10140.0,,,,,,-12253.0,-12253.0,-12253.0,,400.0,400.0,,,,,,,194202.0,-10692.0,,,,,,15610000.0,15610000.0,
2019-03-31,2019-05-10,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,,0.0,,,,,,,,,,,,600.0,,600.0,,600.0,0.0,,,,,,0.0001,100000000.0,15610000.0,15610000.0,1561.0,,,,0.0,,,,,,,,,,,13792.0,,,,,,,2500.0,0.0,,,,,,-0.0002,0.0,-2500.0,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,13792.0,600.0,,,,,3250.0,,0.0,-3250.0,,142864.0,,,2500.0,,,,,,,,-496.0,,,,,,,,,,,,,,,0.0001,20000000.0,0.0,0.0,0.0,,,3250.0,,,,,,100000000.0,,,-2500.0,,,,,,-14753.0,,,,,0.0,,,,,0.0001,,336570.0,,15000000.0,,,,,,15610000.0,
2019-06-30,2019-08-14,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,,2000.0,,,,,,,,,,,,600.0,,600.0,,600.0,,,,,,,,,,,,156732.0,14592.0,,0.0,,,,,,,,,,,,,,,,,,2800.0,0.0,,,172713.0,,0.16,-0.0002,0.0,,-18100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16592.0,600.0,,,,,,,,,,154613.0,,,14627.0,,,,,,,,2119.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,154613.0,,,,,,,-17553.0,,,233360.0,,,,,,,,493302.0,-15992.0,,,,,,10000000.0,15610000.0,
2019-09-30,2019-10-28,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,,0.0,,,,,,,,,,,,600.0,,600.0,512016.0,600.0,,,,,,,,,,,1561.0,347582.0,,,112078.0,,,1550.0,,,,,1534.0,,,,,0.03,,,,,33890.0,452783.0,,418893.0,,,,,,,69357.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,18142.0,600.0,,,,,,,,,,349536.0,,,33890.0,,,,,,,,-1954.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,-1550.0,,,,,,,,-19103.0,564861.0,0.0,,,,0.0,,,,840884.0,-17542.0,,,,,,10000000.0,,
2019-12-31,2020-04-21,10-K,Luduson G Inc,LDSN,CIK0001737193,USD,1289.0,0.0,760733.0,760733.0,760733.0,139804.0,0.0,5435.0,5435.0,9000.0,9000.0,0.0,,1217413.0,1208241.0,600.0,269691.0,600.0,0.0,0.0,242876.0,269691.0,,0.0,0.0001,100000000.0,10000000.0,10000000.0,1000.0,845428.0,,0.0,283828.0,,,-8400.0,0.0,0.0,,,5946.0,,0.0,,,0.08,,,6949.0,,164293.0,1142526.0,,978235.0,,,-0.001,0.0,,,138959.0,0.0,0.0,,138959.0,,,,,,,0.0,-2554.0,-750.0,746361.0,,138959.0,,,,,,0.0,138809.0,2.0,0.0,0.0,177783.0,1217413.0,177783.0,,0.0,,138596.0,9150.0,0.0,97331.0,-3250.0,839276.0,-2500.0,2.0,164293.0,-2500.0,36690.0,36690.0,0.0,35816.0,,,6152.0,,,2500.0,,874.0,,,,142001.0,,0.0,,0.0,0.0,0.0001,200000000.0,0.0,0.0,0.0,142001.0,,3250.0,,9150.0,138596.0,,,,0.0,,,27694.0,9172.0,18433.0,0.0,,1024195.0,,-20653.0,1426354.0,0.0,,,,0.0,,,,1039630.0,909710.0,,,,89.0,,10000000.0,,15610000.0
2020-03-31,2020-05-12,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,,,,,,,680.0,,,,,,,600.0,600.0,600.0,35382.0,600.0,0.0,,-234309.0,,,,,,,,1561.0,56164.0,,,,,3681.0,,,,,,1254.0,186084.0,,,,0.01,,,5356.0,,36692.0,92838.0,,56146.0,,,,0.0,,,4717.0,0.0,0.0,,,,,,,,,,0.0,680.0,1881.0,,4717.0,-9674.0,,,,,,108859.0,,,0.0,21031.0,600.0,21031.0,,,,-186084.0,,0.0,-53581.0,-659.0,51429.0,-1339.0,,36692.0,-1339.0,,,,,,,4735.0,,,1339.0,,9433.0,,,,,,186084.0,,,,,,,,0.0,,,659.0,,,,,,,,,,,,,,0.0,,,-21992.0,,0.0,96519.0,,,,,,,909710.0,,,,,,,10000000.0,,15610000.0
2020-06-30,2020-08-14,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,4541.0,,,1121547.0,,,,11380.0,,,7439.0,,,1951267.0,1944564.0,,208325.0,,,,,208325.0,,0.0,,,,,2561.0,722564.0,,,,,147387.0,,,,,,1257.0,,,,,0.03,,,,,30865.0,877123.0,,846292.0,846292.0,,0.03,,,,124938.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,318993.0,1951267.0,318993.0,,,,,,,,,721354.0,,,30865.0,,,,,26990.0,,,1210.0,,,,34.0,,,,,587702.0,,,,,,,,,,0.0,,,,,,,,,,,,721354.0,,6703.0,,,,1610894.0,,,,1024510.0,1024510.0,,,,,,,1632274.0,1632274.0,,,,,,21620778.0,,
2020-09-30,2020-11-12,10-Q,Luduson G Inc,LDSN,CIK0001737193,USD,19167.0,,,,1764608.0,319493.0,,,12086.0,332189.0,,,,3098031.0,2233898.0,,59538.0,,,,,,2500000.0,,0.0001,100000000.0,28110000.0,28110000.0,2811.0,725994.0,,,592792.0,,592792.0,,,,,,4838.0,,16500.0,,,0.03,,,,,63528.0,1231687.0,774479.0,774479.0,,,,,,,49191.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,1381.0,,414763.0,3098031.0,414763.0,,50386.0,,,,,,,725288.0,,,455833.0,775854.0,9217.0,9217.0,0.0,8997.0,9217.0,,706.0,,,,,,,,-1375.0,,,,,,,0.0001,200000000.0,0.0,0.0,0.0,400755.0,,,,,,,,,67305.0,67305.0,,,864133.0,,,,2336182.0,,,1824479.0,,1824479.0,,,325000.0,,,,2683268.0,,,325000.0,,,,25610000.0,,
