end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AccruedRentCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AmortizationOfFinancingCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsFairValueDisclosure,CapitalExpendituresIncurredButNotYetPaid,CapitalLeasedAssetsGross,CapitalLeaseObligationsIncurred,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockCapitalSharesReservedForFutureIssuance,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ContractWithCustomerLiabilityRevenueRecognized,CumulativeEffectOnRetainedEarningsNetOfTax1,CurrentIncomeTaxExpenseBenefit,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredOfferingCosts,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesOther,DefinedContributionPlanEmployerDiscretionaryContributionAmount,DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,Depreciation,DepreciationAndAmortization,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationTaxCredits,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,GainLossOnDispositionOfAssets1,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnTerminationOfLease,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeTaxExaminationInterestAccrued,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesReceivable,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInReceivables,InterestExpense,InterestPaid,InterestPaidNet,InvestmentIncomeNonoperating,LeaseAndRentalExpense,LeaseIncentivePayableCurrent,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesFairValueDisclosure,LiabilitiesNoncurrent,LicenseAndServicesRevenue,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesReceivableFairValueDisclosure,OperatingExpenses,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAssetsNoncurrent,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNonoperatingIncomeExpense,PaymentsForProceedsFromProductiveAssets,PaymentsOfFinancingCosts,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockSharesAuthorized,PrepaidExpenseAndOtherAssetsCurrent,ProceedsAndExcessTaxBenefitFromSharebasedCompensation,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromOtherEquity,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfProductiveAssets,ProceedsFromStockOptionsExercised,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,ReimbursementRevenue,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfDebtAndCapitalLeaseObligations,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfLongTermDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueRecognitionMilestoneMethodRevenueRecognized,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,IncreaseDecreaseInOperatingLeaseLiability
2016-06-30,2016-08-11,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,1552000.0,4205000.0,,,72235000.0,,,446000.0,,1357752.0,,114420000.0,112924000.0,,,,,92365000.0,,,,,,,,,,,,,,3489000.0,49595000.0,266447000.0,,,,,,,,,,,,,,,,,,,179000.0,-0.05,-0.05,-0.05,,,,,,,,,,,,,,4537000.0,-1397000.0,,,,-461000.0,,17170000.0,,,,,,,,,,,,,,,28000.0,,,,,,,,,,114420000.0,60001000.0,,266563000.0,12365000.0,,,,,,,,,,-936000.0,28000.0,156000.0,13791000.0,,,,,,,,,,,,554000.0,4649000.0,116000.0,,,,,,3389000.0,,,,,,,,,,,942000.0,,1000.0,,,,,9075000.0,-284321000.0,,,12366000.0,,,,,,,,,339341.0,17.58,,,,,11074000.0,1357752.0,13.07,,,,,,,2353000.0,-212144000.0,,81000.0,,,,,,,,18562302.0,18562302.0,18562302.0,
2016-09-30,2016-11-14,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,1296000.0,4424000.0,,,72987000.0,,,716000.0,,1474893.0,,101823000.0,99920000.0,,,,,95660000.0,,,,,,,,,,,,,,,49595000.0,253947000.0,,,,,,,,,,,,,,,,,,,170000.0,-0.04,-0.04,-0.04,,,,,,,,,,,,,,4039000.0,-896000.0,,,,1000.0,,,,,,,,,,,,,,,,,62000.0,,,,,,,,,,101823000.0,60071000.0,,254041000.0,12500000.0,,,,,,,,,,-897000.0,62000.0,166000.0,13509000.0,,,,,,,,,,,,1004000.0,4756000.0,94000.0,,,,,,4260000.0,,,,,,,,,,,899000.0,,51000.0,,,,,9300000.0,-285218000.0,,,12551000.0,,,,,,,,,385776.0,17.13,,,,,17143701.0,1474893.0,14.0,,,,,,,4646688.0,-212289000.0,,81000.0,,,,,,,,22324374.0,22324374.0,22324374.0,
2016-12-31,2017-03-03,10-K,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,3830000.0,6151000.0,120000.0,13161000.0,74298000.0,,2367000.0,2367000.0,,2311146.0,0.0,89093000.0,87283000.0,0.0,20000.0,45000.0,,84732000.0,42724000.0,,,2747784.0,,,,0.0,,-441000.0,,,,3471000.0,46603000.0,244438000.0,101864000.0,,123385000.0,,,,54741000.0,392000.0,,,123000.0,1362000.0,,123385000.0,,,,682000.0,682000.0,-0.5,-0.5,-0.5,-0.07,0.35,0.25,,,0.02,0.01,,20906000.0,,,,,16603000.0,-6668000.0,,,,-440000.0,,,299000.0,,3080000.0,-49730000.0,-49730000.0,31926000.0,,438000.0,,1218000.0,,,,,214000.0,463000.0,159000.0,,,,,,,,89093000.0,59631000.0,0.0,244510000.0,49730000.0,,,,62322000.0,62322000.0,-339000.0,-339000.0,-19259000.0,-19259000.0,-10363000.0,315000.0,28000.0,73475000.0,,,,,,,1105000.0,596000.0,,509000.0,,991000.0,3047000.0,72000.0,,-1000.0,2607000.0,340000.0,100000000.0,2551000.0,4000.0,64705000.0,64705000.0,,,265000.0,,,-6227000.0,13980000.0,819000.0,,126000.0,,45000.0,45000.0,,39453000.0,-289354000.0,49856000.0,0.0,62357000.0,,2367000.0,,0.0,0.7277,0.0176,0.0207,0.0124,444862.0,16.46,,19709.0,19133.0,1834520.0,12951000.0,2311146.0,17.18,17.03,2029932.0,9.94,11.5,11.55,17.24,3841000.0,-215048000.0,,15000.0,,35207.0,61234000.0,5000.0,0.0,1685000.0,,19816635.0,19816635.0,19816635.0,
2017-03-31,2017-05-10,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,541000.0,5443000.0,,,76252000.0,,,1603000.0,,2348377.0,,88180000.0,85717000.0,,,,,82676000.0,-2056000.0,,,,,,,,,,87000.0,,,,41323000.0,237489000.0,,,,,,,,,,,,,,,,,,130000.0,130000.0,-0.32,-0.32,-0.32,,,,,,,,,,,,,,5173000.0,-7098000.0,,,,,,,-3289000.0,,84000.0,,-12229000.0,,,769000.0,,490000.0,,5000.0,5000.0,,81000.0,,,,,,,,,,88180000.0,51192000.0,,257293000.0,12729000.0,19753000.0,,,,20036000.0,,-34000.0,,-22058000.0,-7098000.0,76000.0,30000.0,19906000.0,,,,,,,,,,,,1760000.0,3885000.0,51000.0,,,,34000.0,,3041000.0,241000.0,,,20000000.0,,,,,,,703000.0,,3000.0,0.0,45000.0,,,14603000.0,-296565000.0,12732000.0,500000.0,12732000.0,,1603000.0,,,,,,,552887.0,16.72,,,2225.0,60169.0,13901000.0,2348377.0,17.46,,,11.62,,11.98,26.31,4686000.0,-220305000.0,,15000.0,,20713.0,,,,,,22350436.0,22350436.0,22350436.0,
2017-06-30,2017-08-14,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,2670000.0,7491000.0,,,77837000.0,,,1582000.0,,,,71320000.0,68889000.0,,,,,65176000.0,,,,,,,,,,,,,,,35985000.0,230463000.0,,,,,,,,,,,,,,,,,,,109000.0,-0.52,-0.52,-0.52,,,,,,,,,,,,,,5990000.0,-11589000.0,,,,2000.0,,,,,,,,,,,,,,468000.0,,,73000.0,,,,,,,,,,71320000.0,51344000.0,,250284000.0,12365000.0,19792000.0,,,,,,,,,-11591000.0,-395000.0,32000.0,24000000.0,,,,,,,,,,,,1760000.0,5198000.0,29000.0,,,,,,3713000.0,,,,,,,,,,,671000.0,,441000.0,,,,,17901000.0,-308153000.0,12806000.0,,12806000.0,,,,,,,,,685199.0,16.66,,,,,34254000.0,2395492.0,17.63,,,,,,,10956000.0,-230308000.0,,15000.0,,,,,,,,22365663.0,22365663.0,22365663.0,
2017-09-30,2017-11-13,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,2527000.0,10014000.0,,,188030000.0,,,1545000.0,,,,160380000.0,157846000.0,,,,,154600000.0,,,,,,,,,,,,,,,30588000.0,223359000.0,,,,,,,,,,,,,,,,,,,98000.0,-0.5,-0.5,-0.5,,,,,,,,,,,,,,6151000.0,-12307000.0,,,,1000.0,,,,,,,,,,,,,,484000.0,,,198000.0,,,,,,,,,,160380000.0,49603000.0,,243199000.0,12501000.0,19833000.0,,,,,,,,,-12308000.0,-289000.0,34000.0,24575000.0,,,,,,,,,,,,1760000.0,6474000.0,7000.0,-3000.0,,,,,3246000.0,,,,,,,,,,,774000.0,,56000.0,,,,,18326000.0,-320463000.0,12557000.0,,12557000.0,,,,,,,,,831620.0,16.9,,,,,32803000.0,2396898.0,17.72,,,,,,,12541000.0,-132422000.0,,15000.0,,,,,,,,24845364.0,24845364.0,24845364.0,
2017-12-31,2018-03-02,10-K,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,2067000.0,12627000.0,72000.0,12294000.0,190145000.0,,6530000.0,6530000.0,138000.0,3251696.0,0.0,135337000.0,133109000.0,0.0,13000.0,,,129780000.0,45048000.0,,,3359018.0,,28183000.0,216255000.0,500000.0,,3000.0,,,,404000.0,28183000.0,216255000.0,51332000.0,,100598000.0,,,25601000.0,121911000.0,301000.0,318000.0,20928000.0,123000.0,2118000.0,,100598000.0,,,,437000.0,437000.0,-1.99,-2.63,-1.99,0.0,0.35,-0.48,-1.11,,,,0.28,31579000.0,,,,,23260000.0,-47668000.0,,,,3000.0,,,-1763000.0,,6973000.0,-46603000.0,-46603000.0,,,519000.0,,778000.0,,1454000.0,1164000.0,1164000.0,701000.0,500000.0,,,,,,,,,135337000.0,47617000.0,0.0,234693000.0,47103000.0,18385000.0,1229000.0,,128647000.0,128647000.0,-343000.0,-343000.0,-83256000.0,-83256000.0,-64345000.0,-904000.0,,121459000.0,,,,,,,1782000.0,613000.0,538000.0,631000.0,,1510000.0,3511000.0,53000.0,-3000.0,-1000.0,404000.0,344000.0,,3329000.0,660000.0,108910000.0,108910000.0,20000000.0,5000.0,50000.0,1000.0,660000.0,-47671000.0,13012000.0,718000.0,1014000.0,955000.0,,45000.0,45000.0,,71273000.0,-337143000.0,58021000.0,500000.0,58021000.0,,6530000.0,25.0,0.0,0.7514,0.0219,0.0221,0.0182,939137.0,17.12,900000.0,66.0,45120.0,1044848.0,28600000.0,3251696.0,19.83,19.83,3251696.0,11.14,25.21,14.68,25.0,11500000.0,-146973000.0,,2000.0,,59112.0,108506000.0,660000.0,0.0,-22788000.0,,23933309.0,23933309.0,23933309.0,
2018-03-31,2018-05-08,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,1002000.0,13830000.0,,,192962000.0,,2492000.0,2485000.0,59000.0,2131219.0,,136813000.0,134747000.0,,74000.0,,,105937000.0,-23843000.0,,,,,,,,-2634000.0,,,,,,28836000.0,211125000.0,,,,,,,,,,,,,,,,,,101000.0,101000.0,0.16,,0.15,,,,,,,,,,,,,,6628000.0,4082000.0,0.16,0.15,,,,,-1065000.0,,2636000.0,-7111000.0,-7111000.0,,,-273000.0,,174000.0,25307000.0,509000.0,445000.0,445000.0,335000.0,,,,,,,,,,136813000.0,51366000.0,,228148000.0,32168000.0,16977000.0,2693000.0,,329000.0,329000.0,-151000.0,-151000.0,-24021000.0,-24021000.0,4082000.0,-174000.0,,28136000.0,,,,,,,,,,,,1237000.0,5005000.0,46000.0,,,,151000.0,,2489000.0,332000.0,,,,,,,,4082000.0,,829000.0,26321000.0,224000.0,,,,,21407000.0,-335688000.0,32392000.0,,32392000.0,,2485000.0,,,,,,,1114320.0,17.61,,,14713.0,49250.0,10235000.0,3265140.0,19.98,,,15.74,,23.43,28.82,5852000.0,-142701000.0,,2000.0,,21093.0,,332000.0,,,478380.0,26633521.0,,26155141.0,
2018-06-30,2018-08-08,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,2113000.0,15334000.0,,,196013000.0,,2538000.0,2552000.0,,,,174719000.0,172412000.0,,,,,138676000.0,,,,,,30157000.0,207229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,105000.0,105000.0,-1.08,-1.08,-1.08,,,,,,,,,,,,,-1007000.0,10689000.0,-28205000.0,-1.08,-1.08,,6000.0,,,,,,,,,,,,,,903000.0,,,357000.0,,,,,,,,,,174719000.0,55734000.0,,286859000.0,,78591000.0,,,,,,,,,-28211000.0,-1553000.0,,34223000.0,,,,,,,,,,,,1497000.0,8130000.0,1039000.0,,,,,,3284000.0,,,,,,,,,,,810000.0,30452000.0,,,,,,23429000.0,-363913000.0,7571000.0,,,,,,,,,,,1246622.0,18.0,,,,,48627000.0,3337509.0,20.6,,,,,,,21564000.0,-167874000.0,,,,,,492000.0,,,,26178793.0,26178793.0,26178793.0,
2018-09-30,2018-11-07,10-Q,"Reata Pharmaceuticals, Inc.",RETA,CIK0001358762,USD,5000000.0,18449000.0,,,432273000.0,,2735000.0,2745000.0,,,,382109000.0,379818000.0,,,,,375185000.0,,,,,,31335000.0,202285000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,105000.0,105000.0,-1.07,-1.07,-1.07,,,,,,,,,,,,,,7486000.0,-30826000.0,-1.07,-1.07,,9000.0,,,,,,,,,,,,,,2360000.0,,,1094000.0,,,,,,,,,,382109000.0,62867000.0,,281697000.0,,78881000.0,,,,,,,,,-30835000.0,-1266000.0,,34735000.0,,,,,,,,,,,,1496000.0,8083000.0,531000.0,,,,,,4633000.0,,,,,,,,,,,795000.0,,,,,,,27144000.0,-394758000.0,5175000.0,,,,,,,,,,,1387320.0,18.54,,,,,202793000.0,3337262.0,20.99,,,,,,,87708000.0,37545000.0,,,,,232847000.0,672000.0,,,,28704853.0,28704853.0,28704853.0,
