end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableTradeCurrent,AccountsReceivableNetCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,CumulativeEffectOnRetainedEarningsNetOfTax1,DebtInstrumentCarryingAmount,DeferredCompensationShareBasedArrangementsLiabilityCurrent,DeferredFinanceCostsNoncurrentNet,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredRentCreditNoncurrent,DeferredRevenue,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsInProcessResearchAndDevelopment,DeferredTaxAssetsInvestments,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwardsOther,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsValuationAllowance,DepreciationAndAmortization,DepreciationDepletionAndAmortization,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,GainLossOnContractTermination,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfLongLivedAssetsHeldForUse,IncentiveFromLessor,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherReconcilingItems,IncomeTaxReconciliationTaxCreditsInvestment,IncomeTaxReconciliationTaxCreditsResearch,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToContingentlyIssuableShares,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestExpense,InterestIncomeDepositsWithFinancialInstitutions,InterestPaid,InterestPaidNet,InvestmentIncomeInterest,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseAndServicesRevenue,LicensesRevenue,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,MarketableSecuritiesCurrent,MarketableSecuritiesUnrealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockShareSubscriptions,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseNoncurrent,ProceedsFromDebtNetOfIssuanceCosts,ProceedsFromInterestReceived,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,ProceedsFromRepaymentsOfDebt,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueRecognitionMilestoneMethodRevenueRecognized,Revenues,RoyaltyRevenue,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,SharesOutstanding,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,StockRedeemedOrCalledDuringPeriodValue,UnrecognizedTaxBenefits,VariableLeaseCost,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,ForeignCurrencyExchangeRateTranslation1,LesseeOperatingLeaseLiabilityPaymentsDueYearFive
2014-09-30,2014-12-15,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2821000.0,511000.0,162000.0,804000.0,,1009000.0,30242000.0,,,,,,,,205182.0,54144000.0,48269000.0,33731000.0,,,,,,0.0,1349591.0,1349591.0,6198000.0,7679000.0,,,,,,,,,3876000.0,,,219000.0,,13522000.0,2603000.0,,,,,,,,,,,,,,2.67,,1.69,,,,,840000.0,,392000.0,,,,,1316000.0,,,,,,,,,,,,,,,,,,,,,763949.0,,,,,138000.0,,,,,,,,,,19165000.0,54144000.0,16343000.0,,13192000.0,,,,,,,,,14205000.0,,,,,,,,9191000.0,3595000.0,,,4532000.0,8661000.0,,,,,,,,,,,,,,,,373000.0,-1512000.0,5596000.0,,,,,,,102488000.0,171000.0,,,,,,,,,,1999000.0,,3216000.0,-104958000.0,,,13192000.0,13193000.0,1000.0,,0.0,0.74,0.0195,1078009.0,,,,4411.0,,,6273.0,,,,1443575.0,,,,,,,,,,,,,,,,,,,,-67509000.0,,,1028.0,,,,,,,2122766.0,,1348417.0,,
2014-12-31,2015-03-12,10-K,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2664000.0,553000.0,215000.0,180000.0,13544000.0,-990000.0,30346000.0,30346000.0,,760000.0,,760000.0,,,154057.0,87418000.0,84942000.0,72026000.0,34076000.0,,,,,0.0,14181333.0,14181333.0,147157000.0,9517000.0,,,102488000.0,124000.0,,,,,0.0,,,196000.0,11779000.0,11622000.0,157000.0,3063000.0,19648000.0,20108000.0,,0.0,1390000.0,858000.0,2651000.0,5347000.0,20108000.0,49036000.0,738000.0,738000.0,4.25,,3.4099999999999997,0.26,-4070000.0,,,1077000.0,1580000.0,1344000.0,-72000.0,,,,5496000.0,0.0,196000.0,,0.0,-2364000.0,,3385000.0,-1053000.0,1249000.0,1283000.0,75571000.0,518000.0,-209000.0,,-14410000.0,,,573000.0,,,798225.0,,574000.0,,,568000.0,915000.0,,,,,,,,,14639000.0,87418000.0,14286000.0,28366000.0,28366000.0,,,,,,,,,12015000.0,,,41124000.0,,-3244000.0,,266000.0,13018000.0,14242000.0,,,17264000.0,11141000.0,,,,,,,7650000.0,1002000.0,1079000.0,1079000.0,1060000.0,1002000.0,2428000.0,,5347000.0,80000.0,-3501000.0,,1533000.0,15254000.0,1529000.0,,,,,686000.0,,,574000.0,42644000.0,13000.0,,13539000.0,,,2476000.0,,11768000.0,-103734000.0,,,,33248000.0,4000.0,760000.0,0.0,0.73,0.0194,1116564.0,3.99,3.44,23000.0,51634.0,5.96,5.14,205170.0,7.08,6.1,15551000.0,1484218.0,4.88,4.2,722000.0,6.07,5.23,10.84,9.35,12554000.0,367654.0,2157.0,3.88,3.35,5.64,4.86,722000.0,223589.0,3.76,3.24,,72779000.0,,,2417.0,102488000.0,38373000.0,13000.0,,6350000.0,,3963797.0,,3165572.0,,
2015-03-31,2015-05-12,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,1530000.0,632000.0,1205000.0,171000.0,,-990000.0,,29083000.0,,239000.0,,,,,,79403000.0,77050000.0,65917000.0,-6109000.0,,,,,0.0,14222275.0,14222275.0,147508000.0,-9156000.0,,,,,,,,6298000.0,,,,180000.0,,8724000.0,,,,,,,,,,,,,207000.0,,-0.64,-0.64,-0.64,,-2180000.0,,,384000.0,,-3171000.0,-3140000.0,,,,6720000.0,,,,,,,,,,,,-1110000.0,996000.0,,-3055000.0,,,-220000.0,,,,,121000.0,,,152000.0,,,,,,,,,,16732000.0,79403000.0,16552000.0,4010000.0,4010000.0,,,,,,,,,9464000.0,,,127000.0,,1491000.0,,-5547000.0,-9156000.0,-9156000.0,,,10147000.0,-6137000.0,,,,,,,,,,,,,,,,55000.0,,,,,84000.0,,,,,464000.0,,,121000.0,127000.0,,,1575000.0,,,2353000.0,,3427000.0,-112930000.0,,,,4010000.0,,5219000.0,0.0,0.75,0.0171,1146383.0,,,,1090.0,,,346964.0,,11.84,,1785436.0,,,,,,,,,,,,,,,,,,,,62671000.0,,,44656.0,,,127000.0,,,,,14212579.0,,,
2015-06-30,2015-08-13,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2278000.0,872000.0,188000.0,216000.0,,-990000.0,,29314000.0,,,,,,,389283.0,76527000.0,74353000.0,64346000.0,,,,,,0.0,14267174.0,14267174.0,147824000.0,1168000.0,,,,,,,,,,,,164000.0,,5635000.0,,,,,,,,,,,,,,,0.08,,-0.07,,,,,731000.0,,806000.0,,,,,178000.0,,,,,,,,,,,,,,,,-2244000.0,,,,,888151.0,,,,,163000.0,,,,,,,,,,12180000.0,76527000.0,12016000.0,4044000.0,4044000.0,,,,,,,,,9354000.0,,,,,,,,1168000.0,1168000.0,-1076000.0,,3847000.0,199000.0,,,,,,,,,,,,,,,,27000.0,,,,,,,,,,465000.0,,,,,,,,,,2174000.0,,3669000.0,-111801000.0,,,,4046000.0,2000.0,,0.0,0.75,0.0171,1126629.0,,,,18737.0,,,33474.0,,,,1745018.0,,,,,,,,,,,,,,,,,,,,64347000.0,,,55155.0,,,,,,,15129978.0,,14241827.0,,
2015-09-30,2015-11-10,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2823000.0,817000.0,274000.0,180000.0,,-990000.0,,32844000.0,,,,,,,,69944000.0,66114000.0,65469000.0,,,,,,,14344267.0,14344267.0,148359000.0,-3827000.0,,,,,,,,,,,,,,2513000.0,,,,,,,,,,,,,,,-0.27,-0.27,-0.27,,,,,855000.0,,-3137000.0,,,,,1321000.0,,149000.0,,,,,,,,,,,,,,,,,,,,,,,,130000.0,,,,,,,,,,5485000.0,69944000.0,5336000.0,4293000.0,4293000.0,,,,,,,,,,,,,,,,,-3827000.0,-3827000.0,,,5114000.0,-820000.0,,,,,,,,,,,,,,,,26000.0,,,,,,,,,,371000.0,1700000.0,,,,,,,,,2130000.0,,3793000.0,-115754000.0,,,,4294000.0,1000.0,,0.0,0.67,0.0174,1052955.0,,,,1905.0,,,4100.0,,,,1637174.0,,,,,,,,,,,,,,,,,,,,64459000.0,,,110039.0,,,,,,,14298612.0,14298612.0,14298612.0,,
2015-12-31,2016-03-08,10-K,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2625000.0,1088000.0,315000.0,214000.0,14582000.0,-990000.0,,33083000.0,,2077000.0,,3729000.0,,,,63949000.0,60866000.0,58651000.0,-13375000.0,,,,,,14385336.0,14385336.0,148634000.0,-15752000.0,,,,,,,,,,,,,,157000.0,,41000.0,,,,,4234000.0,185000.0,3749000.0,,21303000.0,51518000.0,1038000.0,,-1.37,,-1.37,0.26,-5744000.0,,1652000.0,762000.0,4650000.0,-6933000.0,-6902000.0,,,,9786000.0,0.0,133000.0,,,2482000.0,,-4095000.0,977000.0,-995000.0,1220000.0,81107000.0,17000.0,107000.0,,-11622000.0,,,1214000.0,1094000.0,,,,659000.0,,,542000.0,917000.0,,,,,,,,,2915000.0,63949000.0,2782000.0,15573000.0,,,,,,,,,,,,,278000.0,,10194000.0,,-18103000.0,-19689000.0,-19689000.0,-15752000.0,,24938000.0,-11964000.0,,,,,,,6594000.0,972000.0,1094000.0,1093000.0,1091000.0,1071000.0,1273000.0,,16285000.0,55000.0,,,,,551000.0,,,,,1900000.0,1094000.0,,,278000.0,278000.0,,10745000.0,,,1989000.0,,15152000.0,-119693000.0,,,,18804000.0,4000.0,3729000.0,0.0,0.75,0.0175,1034576.0,4.42,3.2,2426000.0,21780.0,11.21,8.78,529288.0,12.55,9.83,1880000.0,1721472.0,9.62,6.95,,4.66,3.65,18.73,14.67,5010000.0,686896.0,19569.0,7.9,6.19,10.6,8.54,999000.0,190477.0,6.72,5.27,,61034000.0,,,270254.0,,,278000.0,,6350000.0,,14281837.0,,14281837.0,,
2016-03-31,2016-05-10,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2872000.0,1023000.0,386000.0,167000.0,,-990000.0,,33381000.0,,634000.0,,,,,,61152000.0,58268000.0,56064000.0,-2587000.0,,,,,,14401582.0,14401582.0,148728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,282000.0,,-0.23,-0.23,-0.23,,2396000.0,,,440000.0,,2296000.0,2260000.0,,,,1895000.0,,117000.0,,,,,,,,,,-160000.0,60000.0,,-157000.0,,,-82000.0,,,,,112000.0,,,99000.0,,,,,,,,,,2989000.0,61152000.0,2872000.0,569000.0,,,,,,,,,,,,,44000.0,,-83000.0,,-4944000.0,-3263000.0,-3263000.0,-3263000.0,,6259000.0,-5658000.0,,,,,,,,,,,,,,,,33000.0,,,,,83000.0,,,,,1818000.0,1094000.0,,,44000.0,44000.0,,,,,1790000.0,,4364000.0,-122956000.0,,,,601000.0,32000.0,592000.0,0.0,0.75,0.0164,1151853.0,,,,4442.0,,,233950.0,,4.95,,1934734.0,,,,,,,,,,,,,,,,,,,,58163000.0,,,16246.0,,,44000.0,,,,14394000.0,14394000.0,14394000.0,,
2016-06-30,2016-08-03,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,2929000.0,655000.0,658000.0,246000.0,,-990000.0,,33752000.0,,,,,,-58000.0,1934452.0,55687000.0,53392000.0,35210000.0,,,,,,,14415347.0,14415347.0,148867000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.42,-0.42,,,,,763000.0,,227000.0,,,,,1676000.0,,101000.0,,,,,,,,,,,,,,-58000.0,,,,,26494.0,,,,,123000.0,,,,,,,,,,3030000.0,55687000.0,2929000.0,412000.0,,,,,,,,,,15528000.0,,,,,,,,-6016000.0,-6016000.0,-6074000.0,,6779000.0,-6366000.0,,,,,,,,,,,,,,,,47000.0,,,,,,,,,,1996000.0,632000.0,,,,,,,,,1663000.0,,5103000.0,-128972000.0,,,,413000.0,1000.0,,0.0,0.74,0.0144,1195883.0,,,,2227.0,,,65450.0,,,,1983674.0,,,,,,,,,,,,,,,,,,,,52657000.0,,,14283.0,,,,,,,14434602.0,,14408108.0,,
2016-09-30,2016-11-03,10-Q,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,3976000.0,512000.0,595000.0,544000.0,,-990000.0,,34117000.0,,,,,,,,73371000.0,71350000.0,54135000.0,,,,,,,17892933.0,17892933.0,172886000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.51,-0.51,,,,,993000.0,,-497000.0,,,,,1779000.0,,86000.0,,,,,,,,,,,,,,,,,,,,,,,,114000.0,,,,,,,,,,4062000.0,73371000.0,3976000.0,412000.0,,,,,,,,,,15356000.0,,,,,,,,-7714000.0,-7714000.0,-7714000.0,,7744000.0,-7331000.0,,,,,,,,,,,,,,,,26000.0,,,,,,,,,,1264000.0,479000.0,,,,,,,,,1542000.0,,5965000.0,-136704000.0,,,,413000.0,1000.0,,0.0,0.75,0.0133,1200614.0,,,,4753.0,,,22044.0,,,,1958953.0,,,,,,,,,,,,,,,,,,,,69309000.0,,,42012.0,,,,,,,15268964.0,15268964.0,15268964.0,,
2016-12-31,2017-03-08,10-K,XENON PHARMACEUTICALS INC.,XENE,CIK0001582313,USD,3586000.0,1463000.0,200000.0,93000.0,15083000.0,-990000.0,,34326000.0,,2186000.0,,2161000.0,,,,67487000.0,65675000.0,17095000.0,-41556000.0,,,,,,17930590.0,17930590.0,173246000.0,-22997000.0,,,,,,,,,,,,,,,,,,,,,7800000.0,126000.0,4163000.0,,22483000.0,58415000.0,864000.0,,-1.48,-0.34,-1.48,0.26,1889000.0,,,872000.0,3975000.0,1316000.0,1300000.0,,,,6792000.0,0.0,70000.0,,,6897000.0,,-5980000.0,,-72000.0,1500000.0,87781000.0,484000.0,-121000.0,,-157000.0,,,-571000.0,-686000.0,,,,341000.0,,,504000.0,936000.0,,,,,,,,,3586000.0,67487000.0,3586000.0,1767000.0,,,,,,,,,,47051000.0,,,23964000.0,,-47842000.0,,-19567000.0,-29001000.0,-22997000.0,-22997000.0,,26620000.0,-30279000.0,,,,,,,5908000.0,1123000.0,1086000.0,1148000.0,1146000.0,1145000.0,,,29999000.0,129000.0,,,,47563000.0,279000.0,,,,,1329000.0,408000.0,,,23832000.0,132000.0,,,,,1404000.0,,19828000.0,-142681000.0,,,,2179000.0,36000.0,2161000.0,0.0,0.75,0.0158,1292012.0,7.77,5.78,568000.0,13151.0,14.98,11.31,323794.0,6.54,4.94,4464000.0,1910823.0,9.84,7.32,,3.67,2.77,9.79,7.39,4351000.0,618811.0,9388.0,10.25,7.73,9.58,7.13,3220000.0,382491.0,11.15,8.42,,63901000.0,,,121292.0,,23832000.0,132000.0,,6350000.0,,15493474.0,,15493474.0,,
