end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableInterestBearingInterestRate,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedRentCurrent,AccruedRentCurrentAndNoncurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentOfWarrantsGrantedForServices,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsFairValueDisclosureRecurring,AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,AvailableForSaleSecuritiesGrossUnrealizedLoss,BankOverdrafts,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentCarryingAmount,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositLiabilitiesAccruedInterest,DepositsAssetsCurrent,Depreciation,DerivativeFairValueOfDerivativeNet,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeBenefitsAndShareBasedCompensation,FiniteLivedIntangibleAssetsNet,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnDispositionOfAssets,GainLossOnSaleOfAccountsReceivable,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IndefiniteLivedLicenseAgreements,InterestExpense,InterestExpenseRelatedParty,InterestOnConvertibleDebtNetOfTax,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,InvestmentOwnedBalancePrincipalAmount,InvestmentOwnedBalanceShares,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,MarketableSecuritiesCurrent,MarketableSecuritiesGainLoss,MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToParentDiluted,NoncashOrPartNoncashAcquisitionInventoryAcquired1,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,NonoperatingIncomeExpense,NotesIssued1,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesRentExpenseMinimumRentals,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAccruedLiabilitiesCurrent,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherExpenses,OtherIncome,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherReceivables,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromContributionsFromParent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfOtherProductiveAssets,ProceedsFromSaleOfProductiveAssets,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfNotesPayable,RepaymentsOfOtherDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SalariesWagesAndOfficersCompensation,SalesRevenueNet,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,SharePrice,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,TreasuryStockRetiredParValueMethodAmount,UnrealizedGainLossOnInvestments,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2013-06-30,2013-08-13,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,100000000.0,10000000.0,,,1000.0,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,,0.0,0.0,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,,,,,500.0,,,,1500.0,-1500.0,,,,,,,,,500.0,,,,,,0.0001,5000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,10000000.0,,,,,,,1500.0,,,,,10000000.0
2013-09-30,2013-10-21,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,,500.0,,,,,,,,,,749.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0001,100000000.0,10000000.0,10000000.0,,1000.0,-1249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2249.0,,0.0,0.0,,,,,,,,,,1249.0,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,0.0,500.0,,,,,,,749.0,,-749.0,-1249.0,,,,,,,,,1249.0,-1249.0,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500.0,,,,10000000.0,,,,,,,1000.0,,,,,10000000.0
2013-12-31,2014-04-14,10-K,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,,,,,,,,,,,-100000.0,205545.0,,,,,,,,,,120309.0,120309.0,,,,,,,,18609.0,,,,,,,0.0001,100000000.0,12041667.0,12041667.0,,1204.0,,,,,,,,,,,,,,,,,,4570.0,,-18279.0,-4570.0,,1700.0,,,,,,,,18279.0,31839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120309.0,31839.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-18279.0,,,,,,,,,,88470.0,,,,,,,,,,,,,,,,
2014-03-31,2014-05-20,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,,1318.0,,,,,,,,,-20000.0,205541.0,,,,,,,,,,193241.0,,,,,,200000.0,,,11541.0,4473.0,,,,,,0.0001,100000000.0,12086436.0,12086436.0,,1208.0,24949.0,,,,,,,,,,,,,,,,,,,,,,1700.0,,,,,,,,26665.0,31839.0,0.0,0.0,,,,,,,,,,20763.0,,,,,,,,2636.0,,,,,-1700.0,,,,,,,,,,,,,,,,,200000000.0,,,,193241.0,33157.0,,180000.0,,,60000.0,,37588.0,,-33115.0,-35051.0,,,,,500.0,,,,35551.0,-35551.0,,,,,60000.0,80000.0,,,500.0,,,,,,0.0001,5000000.0,0.0,0.0,,,,749.0,,,5000.0,,,31839.0,,,,,,14788.0,,,,,,,,,,,,,1000.0,,,,,160084.0,,,,,,,,,,,,,,,12053605.0,12053605.0
2014-06-30,2014-08-14,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,,11315.0,,,,,,,,,-106.0,283309.0,,,,,,,,,,72041.0,70591.0,,,,,,,,7458.0,,,,,,,0.0001,100000000.0,12636436.0,12636436.0,,1265.0,-246022.0,,,,,,,,,,,,,,,,,,,,,,1700.0,132.0,,,,,,,272581.0,48839.0,-0.02,-0.02,,,,,,,,,,10244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057362.0,54000.0,,,72041.0,60154.0,,61433.0,-138462.0,,-106.0,,,,,-245916.0,,,,,-138462.0,,,,107454.0,-107454.0,,,,,-106.0,-106.0,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,19253.0,,1450.0,,,,,,,,,,,54000.0,,,,,11887.0,,,,,,,,,,,,,,,12654214.0,12564084.0
2014-09-30,2014-11-14,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,18446.0,,,,,,,,,,,,-29183.0,283309.0,,,,,,,,,,98694.0,97508.0,,,,,,,,37913.0,,,,,,,0.0001,100000000.0,12636436.0,12636436.0,,1265.0,-51556.0,,,,,,,,,,,,,,,,51079.0,,,,,,1700.0,264.0,,,,,,,,34839.0,0.0,0.0,,,,,,,,,,3949.0,,,,,,,,,,,,,,,,,,,,,,406.0,,,,,,,,1057362.0,,,,98694.0,138364.0,,32355.0,,,-29077.0,,,,,-22479.0,,,,,-206.0,,,34000.0,22273.0,-22273.0,,,,,,-29077.0,,,200.0,200.0,,,,,0.0001,5000000.0,0.0,0.0,,25540.0,,,,,,,,,,,,,,18060.0,,1186.0,,,,,,-295061.0,,,,,,,,,,-39670.0,,,,,,,,,,,,,,,12636436.0,12636436.0
2014-12-31,2015-04-15,10-K,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,8105.0,2540.0,,,,,,,7359.0,,-31404.0,2623734.0,,,,,0.0,724671.0,,,,70761.0,69706.0,30135.0,68596.0,,,,,,37871.0,19262.0,,,,,,0.0001,100000000.0,12636436.0,12636436.0,,1265.0,-2506837.0,,,,,,,,,,,,,,,,,,,881862.0,881862.0,,1700.0,527.0,,,,,,,,26233.0,-0.21,-0.21,,,,,,,,,,2392034.0,,,,,875647.0,-875647.0,2540.0,2540.0,,8105.0,,,,,,,,,,,,746.0,,,,746.0,,,,1057362.0,,,70878.0,70761.0,70878.0,,30135.0,-138462.0,-138462.0,68596.0,,79472.0,-1582.0,-58628.0,-2575433.0,,,,,-139008.0,,,34000.0,2436425.0,-2436425.0,,,,,,68596.0,,,200.0,200.0,,,1582.0,-1582.0,0.0001,5000000.0,0.0,0.0,,,51079.0,,,,,34000.0,,-5607.0,,,-5607.0,,,43864.0,,1055.0,,,,,,-2593712.0,,,,,1642500.0,,,,,-117.0,,,,,,,,1642500.0,,,1642500.0,,,,12474687.0,12474687.0
2015-03-31,2015-05-20,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,13309.0,18276.0,,,,,,,11859.0,,-34682.0,2631715.0,,,,,,,,,,32234.0,31311.0,26857.0,,,,,,,2754.0,-35117.0,,,,,,0.0001,100000000.0,12736436.0,12736436.0,,1275.0,-32704.0,,,,,,,,,,,,901.0,,,,,,,,,,1700.0,132.0,,,,,,,,25479.0,,0.0,,,,,,,,,,12607.0,,,,,,,15737.0,15737.0,,5204.0,,,,,,,,,,,,156.0,,902.0,,0.0,,,,,,,,32234.0,57064.0,,26857.0,,,-3278.0,,-34754.0,,-363.0,-29426.0,,,,,-156.0,,,,29270.0,-29270.0,,,,,,-3278.0,-3278.0,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,-754.0,,,16531.0,,923.0,,34000.0,,34000.0,34000.0,-2623138.0,,,,,7990.0,,,,,-24830.0,,,100000.0,,,,,,,,,,,,12654214.0,
2015-06-30,2015-08-21,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,17262.0,63671.0,,,,,,,17262.0,,-50965.0,2645434.0,,,,,,,,,,13077.0,12286.0,10574.0,,,,,,,12.0,,,,,,,0.0001,100000000.0,12736436.0,12736436.0,,1275.0,-125640.0,,,,,,,,,,,,,,,,,,,,,,1700.0,132.0,,,,,,,,68895.0,,-0.01,,,,,,,,,,95725.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13077.0,149828.0,,10574.0,,,-16283.0,,,,,-109357.0,,,,,,,,,109357.0,-109357.0,,,,,,-16283.0,-16283.0,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,,,13500.0,,791.0,,,,,,-2732495.0,,,,,,,,,,-136751.0,,,,,,,,,,,,,,,12654214.0,
2015-09-30,2015-11-23,10-Q,"BIOADAPTIVES, INC.",BDPT,CIK0001575142,USD,,,21762.0,34071.0,,,,,,,21762.0,,-56041.0,2659301.0,,,,,,,,,,8019.0,7360.0,5498.0,,,,,,,162.0,,,,,,,0.0001,100000000.0,12736436.0,12736436.0,,1275.0,-45216.0,,,,,,,,,,,,,,,,,,,,,,1700.0,132.0,,,,,,,,120286.0,,0.0,,,,,,,,,,34145.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,176119.0,8019.0,176119.0,,5498.0,,,-5076.0,,,,,-40140.0,,,,,,,,,40140.0,-40140.0,,,,,,-5076.0,-5076.0,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,,,5863.0,,659.0,,,,,,-2772635.0,,,,,,,,,,-168100.0,,,,,,,,,,,,,,,12736436.0,
