end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableInterestBearingCurrent,AccountsPayableRelatedPartiesCurrent,AcquisitionCosts,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,AdjustmentsToAdditionalPaidInCapitalOther,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,BankOverdrafts,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockSharesConverted1,ConvertibleDebtCurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsValuationAllowance,DepositLiabilitiesAccruedInterest,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DividendsPayableCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EquityMethodInvestmentOwnershipPercentage,ExplorationExpenseMining,FairValueInstrumentsClassifiedInShareholdersEquityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueOfAssetsAcquired,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossRealized,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInDueToOtherRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInLeaseAcquisitionCosts,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,InterestAndDividendsPayableCurrent,InterestAndDividendsPayableCurrentAndNoncurrent,InterestExpense,InterestExpenseBorrowings,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InterestReceivableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,Land,LandAndLandImprovements,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermNotesPayable,MineralPropertiesNet,MineralRights,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NonoperatingIncomeExpense,NotesAndLoansPayable,NotesAndLoansReceivableNetCurrent,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAccruedLiabilitiesNoncurrent,OtherAssetsCurrent,OtherIncome,OtherLiabilitiesCurrent,OtherNoncashExpense,OtherNoncashIncome,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherNotesPayable,OtherNotesPayableCurrent,OtherOperatingIncomeExpenseNet,PaymentOfFinancingAndStockIssuanceCosts,PaymentsToAcquireLand,PaymentsToAcquireMineralRights,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockNoParValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromUnsecuredNotesPayable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SaleOfStockPricePerShare,SellingGeneralAndAdministrativeExpense,SharePrice,SharesIssued,SharesIssuedPricePerShare,ShortTermDebtRefinancedAmount,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,TransferOfInvestments,TransfersOfFinancialAssetsAccountedForAsSaleInitialFairValueOfAssetsObtainedAsProceeds,TransferToInvestments,UnsecuredDebtCurrent,UnsecuredLongTermDebt,ValuationAllowancesAndReservesPeriodIncreaseDecrease,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,RepaymentsOfDebt,AmortizationOfDebtDiscountPremium,InterestExpenseDebtExcludingAmortization,InterestIncomeOther
2013-11-30,2014-02-12,10-K,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,6900.0,6900.0,,,,,13000.0,,,,,2682.0,2682.0,,,1504.0,,1504.0,-18373.0,,,,,,0.001,90000000.0,2000000.0,2000000.0,,2000.0,,,,,,,,,,,,,,24393.0,69693.0,-24393.0,1975.0,69693.0,,,,-0.02,-0.02,,0.35,,10000.0,,,,,,,35595.0,38953.0,-45595.0,13633.0,,,,,6400.0,6400.0,,,3358.0,,,,,,,,20000.0,3358.0,,822.0,,,3358.0,,,,3500.0,,,,,,,,,,8200.0,67375.0,2682.0,67375.0,60475.0,,10000.0,10000.0,20000.0,-10000.0,-38373.0,-48953.0,,,,,,,,58500.0,,58500.0,,,45595.0,-35595.0,,1975.0,,,,,3500.0,,,,,,,,,10000.0,,0.001,0.001,10000000.0,0.0,0.0,0.0,1178.0,,,,,,,,20000.0,,,17578.0,-38953.0,10000.0,,,,,,-79693.0,,,,,,,,35000.0,-64693.0,,,,,,,,,,,,,,,,,,,-13633.0,,,2000000.0,,,,
2014-02-28,2014-07-29,10-Q,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,13470.0,,,,,,20050.0,,,,,10853.0,853.0,,,,,755.0,-749.0,,,,,,0.001,90000000.0,3100000.0,3100000.0,,3100.0,,,,,,,,,,,,,,,,,2782.0,87049.0,,,,-0.01,,,,,,,,,,,,4135.0,,,,,,,,,-6570.0,,,807.0,,,,,,,,,,,1080.0,,,-807.0,,,,,,,,,,,,,,3839.0,74752.0,10853.0,13470.0,61282.0,,,,8150.0,,-8899.0,-17356.0,,,,,,,,,,58500.0,,,-16549.0,,,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,98.0,,,,,,,,,,,8575.0,,10000.0,,,,,,,,,,,,,,,-63899.0,,,,,,,,,,,,-8150.0,,,,,,,,,,3026667.0,,,,
2014-05-31,2015-10-23,10-Q,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,8718.0,,,,,81332.0,,,,,10162.0,162.0,,,,,162.0,,,,,,,0.001,90000000.0,3100000.0,3100000.0,,3100.0,,,,,,,,,,,,,,,,,153.0,,,,,0.0,,,,,,,,,,,,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,2175.0,21806.0,10162.0,21806.0,,,,10000.0,,,,-9027.0,,,,,,,,12935.0,,,,,8874.0,-8874.0,,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5638.0,,,,,,,,-96076.0,,0.0,,,,,,,-11644.0,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,
2014-08-31,2015-11-16,10-Q,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,12136.0,,,,,81332.0,,,,,10000.0,,,25.0,,,0.0,,,,,,,0.001,90000000.0,3100000.0,3100000.0,,3100.0,,,,,,,,,,,,,,,,,375.0,,,,,,0.0,,,,,,,,,,,1824.0,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,,2925.0,27846.0,10000.0,27846.0,,,,10000.0,,,,-6202.0,,,,,,,,15310.0,,,,,5979.0,-5979.0,,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,,,,,,,,,,,,1230.0,,,,,,,,-102278.0,,,,,,,,,-17846.0,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,
2014-11-30,2016-07-26,10-K,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,15123.0,,,,,81332.0,,,,,0.0,0.0,,,,,0.0,-1504.0,,,,,,0.001,90000000.0,3100000.0,3100000.0,,3100.0,,,,,,,,,61282.0,,,,,,,,604.0,,,,,,-0.01,,,,,,,,,,,35491.0,,-35491.0,,0.0,,,,8223.0,,,,1411.0,,,,,,,,16436.0,,,1178.0,,,1411.0,,,,,,0.0,,,,,,,,,32163.0,0.0,32163.0,,,,,24586.0,0.0,-26090.0,-36902.0,,,,,,,,16436.0,,,,,35491.0,,116595.0,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,,,,,8150.0,16436.0,,,,,,,,,,,,,,-116595.0,,0.0,,,,,,,-32163.0,,,,,,,,,,,,,,,,,,,,,,3081918.0,,,,
2015-11-30,2016-11-08,10-K,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,5393.0,,,,,81332.0,,,,,3600.0,3600.0,,,,,3600.0,3600.0,,,,,,0.001,90000000.0,3100000.0,3100000.0,,3100.0,,,,,,,,,0.0,,,,,,,,2410.0,,,,,,-0.01,,,,,,,,,,,21338.0,,-21338.0,,0.0,,,,-9730.0,,,,1806.0,,,,,,,,,,,0.0,,,1806.0,,,,,,0.0,,,,,,,,,58907.0,3600.0,58907.0,,,,,34668.0,0.0,-31068.0,-23144.0,,,,,,,,51104.0,,,,,21338.0,-21338.0,139739.0,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,,,,,0.0,34668.0,,,,,,,,,,,,,,-139739.0,,0.0,,,,,,,-55307.0,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,
2016-02-28,2016-11-21,10-Q,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,,,,,,,,,,,,,,,,,21192.0,17592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,59.0,,,,,,,,-2501.0,,,,902.0,,,,,,,,,,,,,,902.0,,,,,,,,,,,,,,,,,,,,,,20152.0,,-2560.0,-961.0,,,,,,,,,,,,,59.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,,
2016-05-31,2016-11-22,10-Q,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,,,,,,,,,,,,,,,,,21040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,1077.0,,,,,,,,,,,,,,,,,,,,,,,,,-1229.0,,,,,,,,,,,,,152.0,-152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,,
2016-08-31,2016-11-22,10-Q,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,,,,,,,,,,,,,,,,,7985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,10806.0,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,-11122.0,,,,,,,,,,,,,10806.0,-10806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497913.0,,,,,
2016-11-30,2017-05-15,10-K,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR,CIK0001536089,USD,,9016.0,,,,,156003.0,,,,,1172.0,1172.0,,,1172.0,,,,,,,,,0.001,90000000.0,3890750.0,3890750.0,,3891.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9016.0,1172.0,9016.0,,,,,,,,,,,,,,,,0.0,,,,,,,168238.0,,,,,,,,,,,,,,,,,,0.001,10000000.0,50000.0,50000.0,500.0,,,,,,,,,,,,,,,,,,,,-168238.0,,,,,,,,,-7844.0,-7844.0,,,,,,,,,,,,,,,,,,,,,3331055.0,,,,
