end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AllocatedShareBasedCompensationExpenseNetOfTax,AllowanceForDoubtfulAccountsReceivable,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNet,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleSecuritiesGrossRealizedGainLossNet,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,BusinessCombinationContingentConsiderationLiabilityCurrent,BusinessCombinationContingentConsiderationLiabilityNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsAndShortTermInvestments,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockDividendsShares,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConstructionInProgressGross,ContractWithCustomerLiabilityRevenueRecognized,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,CostOfGoodsSold,CostsAndExpenses,CumulativeEffectOnRetainedEarningsNetOfTax1,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPaymentPrincipal,DebtSecuritiesAvailableForSaleRealizedGainLoss,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredRevenueRevenueRecognized1,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsDerivativeInstruments,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsStateTaxes,DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDerivatives,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DefinedContributionPlanCostRecognized,DefinedContributionPlanMaximumAnnualContributionPerEmployeeAmount,DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLossOnDerivative,DividendsPayableCurrent,DividendsPreferredStockCash,DividendsPreferredStockStock,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseRightOfUseAsset,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfIntangibleAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrantsReceivable,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExaminationInterestExpense,IncomeTaxExaminationPenaltiesExpense,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherReconcilingItems,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInReceivables,IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestAndDebtExpense,InterestExpense,InterestExpenseOther,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,InvestmentIncomeNonoperating,IssuanceOfStockAndWarrantsForServicesOrClaims,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LicenseCosts,LicensesRevenue,LoansPayableCurrent,LongTermLoansPayable,LossContingencyNumberOfDefendants,MarketableSecuritiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnDilutedEarningsPerShare,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnOperatingResults,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NonoperatingIncomeExpense,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesIncomeStatementLeaseRevenue,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssets,OtherAssetsNoncurrent,OtherCommitment,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherCostAndExpenseOperating,OtherNoncashIncome,OtherNoncashIncomeExpense,OtherNonoperatingIncome,PaymentsForRent,PaymentsForRoyalties,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireShortTermInvestments,PreferredStockDividendsIncomeStatementImpact,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,ProceedsFromNotesPayable,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromShortTermDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProgramRightsObligationsCurrent,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,RepaymentsOfNotesPayable,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestmentsCurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueFromGrants,RevenueRemainingPerformanceObligation,Revenues,RoyaltyRevenue,SalesRevenueGoodsNet,SalesRevenueNet,SecuredDebtCurrent,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharePrice,SharesIssuedPricePerShare,SharesOutstanding,ShortTermBorrowings,ShortTermInvestments,ShortTermLeaseCost,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueStockOptionsExercised,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxCreditCarryforwardAmount,TreasuryStockShares,TreasuryStockValue,UnrealizedGainLossOnDerivatives,VariableLeaseCost,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2009-12-31,2010-03-23,10-K,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,,,,,,,,,,,,,,,,,,,,,,,,,607000.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,,,,,,,,,,,,,,,,,,,,,,,,,2758000.0,,,,,,,,,,,,,,,,,,,,,,0.0,2045000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000.0,,3361000.0,0.0,,,,,,0.09,,0.07,,,,,,,,,,,,,,,,,,,1253000.0,,,,,,,,,,,,,,,,,,,,,,,,,,143000.0,,,,,,,,512000.0,,,,,,,,,,,,,,,,87000.0,,,,,,,,,,,1790000.0,1344000.0,,,,,,3730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,733000.0,,,,,,0.0,,,18000.0,0.0,105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937880.0,,15460072.0
2010-09-30,2010-11-12,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,,,,,,,,,,,,,,,,,,,,,,,,,1496000.0,,,,,,,,,,,,,,,,,,,,,,0.0,2423000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000.0,,146000.0,10455000.0,,,,,,,-0.83,,,,,,,,,,,,,,,,,,,,1165000.0,,,,,,,,,,,,,,,,,,,,,,,,,,152000.0,,,,,,,,38000.0,,,,,,,,,,,,,,,,107000.0,,,,,,,,,,,-12719000.0,-13171000.0,,,,,,-10423000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1199000.0,,,,,,0.0,,,20000.0,0.0,127000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-31,10-K,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,2984000.0,,857000.0,,,230153000.0,,,,,,,,,8771000.0,8121000.0,,,,,,,,,7033000.0,6426000.0,,,,,,,,,,288000.0,0.01,100000000.0,19115010.0,,191000.0,,,,5500000.0,0.0,140000.0,8238000.0,,,,,,347000.0,4382000.0,,,,,,,,,,,,,,,,,,,,,,,,238000.0,,4621000.0,5840000.0,4443000.0,,,,,,-0.6,,,,,,,,,,,,,,,,,574000.0,,,4511000.0,,,,,-7537000.0,,,0.0,,,,,,,-601000.0,-348000.0,,-437000.0,,,,28000.0,982000.0,-17000.0,,607000.0,,,-874000.0,,126000.0,,0.0,2046000.0,925000.0,,,,,,,,,,29566000.0,8771000.0,,14257000.0,,347000.0,,,,,13293000.0,,-7000.0,,-6860000.0,,-7537000.0,-9328000.0,,,,,,220000.0,,,-7757000.0,,,,,,,,,,,,,,,,,,,44000.0,44000.0,,,,,,,,,,,,,7000.0,,-1791000.0,0.01,2000000.0,2978.3617,0.0,70000.0,,13101000.0,,,,,,,,,,,192000.0,,,,32000.0,1018000.0,,,3349000.0,,0.0,-251135000.0,,,50000.0,,,76000.0,8000.0,481000.0,,,1015000.0,,,,,,,,,,,,,,,,-20795000.0,,,,,,,,,,,,,,,,163.0,4000.0,,,,,
2011-03-31,2011-05-16,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,,,,,,,,,,,,,,,,,,,,,,,,,6174000.0,-859000.0,,,,,,,,,,1000.0,,,,,,,,,,,92000.0,2299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000.0,,1235000.0,823000.0,,,,,,-0.12,,-0.12,,,,,,,,,,,,,,,,,,,1026000.0,,,,,,,,,,,,,,,-92000.0,-86000.0,,106000.0,0.0,-4000.0,,-21000.0,-972000.0,,,167000.0,,,0.0,,,,,5000.0,246000.0,,,,,,,,,,,,,,,87000.0,,,,,,,-22000.0,,-837000.0,,-1899000.0,-2337000.0,,,,,,250000.0,,,-2149000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000.0,,438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1120000.0,,,,,,30000.0,,,20000.0,13000.0,150000.0,,,181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19241570.0,,19241570.0
2011-06-30,2011-08-15,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,2947000.0,,857000.0,,,231049000.0,,,,242000.0,,,53000.0,,5065000.0,4472000.0,,,,,,,,,4346000.0,,,,,,,,,,,,0.01,100000000.0,19396047.0,,194000.0,,,,2750000.0,2750000.0,37000.0,2403000.0,,,,,,347000.0,4209000.0,,,,,,,,,,,,,,,,,,,,,,,,59000.0,,939000.0,-403000.0,5446000.0,,,,,-0.09,-0.09,-0.09,,,,,,,,,,,,,,,,468000.0,,,1404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,356000.0,,,,,525000.0,,,3000.0,,,,,,,,,,,29004000.0,5065000.0,,12872000.0,,87000.0,,,,,,,,,,,-1264000.0,-1706000.0,,,,,,989000.0,,,-2253000.0,,,,,,,,,,,,,,,,,,,,68000.0,,,,,,,,,,,,,,,442000.0,0.01,2000000.0,2958.3617,0.0,75000.0,,,,,,,,,,,,,,,,,57000.0,51000.0,,,903000.0,,,,,,0.0,,,21000.0,42000.0,150000.0,,,,,,,,475000.0,,,,,,,,,,,-23939000.0,,,,,,,,,,,,,,,,163.0,4000.0,,,19387906.0,19387906.0,19387906.0
2011-09-30,2011-11-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1629000.0,,857000.0,,,231617000.0,,,,344000.0,,,53000.0,,2220000.0,1686000.0,,,,,,,,,1348000.0,,,,,,,,,,,,0.01,100000000.0,19517296.0,,195000.0,,,,5500000.0,,61000.0,2825000.0,,,,,,285000.0,3335000.0,,,,,,,,,,,,,,,,,,,,,,,,56000.0,,1138000.0,50000.0,5966000.0,,,,,,0.0,,,,,,,,,,,,,,,,,415000.0,,,1802000.0,,,,,,,,,,,,,,,,,,,,,,,,,,237000.0,,,,,30000.0,,192000.0,1283000.0,,,,,,,,,,,25687000.0,2220000.0,,14267000.0,,936000.0,,,,,,,,,,,350000.0,-97000.0,,,,,,2134000.0,,,-1784000.0,,,,,,,,,,,,,,,,,,,,64000.0,,,,,,,,,,,,,,,447000.0,0.01,2000000.0,2958.3617,0.0,27000.0,,,,,,,,,,,,,,,,,55000.0,119000.0,,,906000.0,,,,,,0.0,,,23000.0,82000.0,1041000.0,,,,,,,,0.0,,,,,,,,,,,-23467000.0,,,,,,,,,,,,,,,,163.0,4000.0,,,,19503383.0,
2011-12-31,2012-03-23,10-K,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1713000.0,,857000.0,834000.0,,237600000.0,,,,1066000.0,1066000.0,0.0,212000.0,38854446.0,3785000.0,3313000.0,,,,,,,,,2460000.0,-4573000.0,,,,,0.0,,,,,1000.0,0.01,130000000.0,23890787.0,,239000.0,,,,2750000.0,,148000.0,9715000.0,,,0.12,,,285000.0,3264000.0,,1221000.0,2018000.0,415000.0,75030000.0,,0.0,63830000.0,231000.0,46000.0,3097000.0,2439000.0,1480000.0,,75030000.0,,,40000.0,16500.0,,,,21000.0,233000.0,1410000.0,3580000.0,1410000.0,6487000.0,1774000.0,1000.0,,,,-0.22,,,,0.0,,,,,,,,,,,,,362000.0,,,4075000.0,,,,,-2515000.0,,,17000.0,,-861000.0,4000.0,,17000.0,,53000.0,-1180000.0,,-28000.0,151000.0,15000.0,,-31000.0,-685000.0,330000.0,,963000.0,,,720000.0,,98000.0,,151000.0,1334000.0,602000.0,,,,,,,,,,21391000.0,3785000.0,,12190000.0,,1181000.0,,,,,3076000.0,,-40000.0,,-7609000.0,,-2532000.0,-4306000.0,,,,,,5361000.0,,,-7876000.0,,,,,,,,,,,,,,,,266000.0,,,59000.0,,,,,,,,,1324000.0,,,,,40000.0,,1774000.0,0.01,2000000.0,2938.3617,0.0,39000.0,,5826000.0,5826000.0,,,,,,,,,,0.0,,,885000.0,51000.0,333000.0,2750000.0,,3579000.0,330000.0,330000.0,-255441000.0,,,30000.0,,,89000.0,539000.0,1839000.0,2750000.0,5755000.0,1066000.0,,,,,,,,,,,,,,,,-17606000.0,,,,,,,,,,,,,,,,163.0,4000.0,3580000.0,,,19983210.0,
2012-03-31,2012-05-15,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1878000.0,,857000.0,,,240373000.0,,,,114000.0,,,,,3196000.0,2769000.0,,,,,,,,,1365000.0,-1095000.0,,,,,,,,,,13000.0,0.01,100000000.0,24145488.0,,241000.0,,,,2750000.0,,59000.0,2526000.0,,,,,,239000.0,2798000.0,,,,,,,,,,,,,,,,,,,,,,,,54000.0,-2460000.0,741000.0,2460000.0,7000000.0,440000.0,13000.0,,,-0.22,,-0.22,,,,,,,,,,,,,,,,313000.0,,,979000.0,,,,,,,,,,,,,,,165000.0,-512000.0,,83000.0,-54000.0,-4000.0,,4000.0,601000.0,,0.0,169000.0,,,0.0,,181000.0,,97000.0,1000.0,30000.0,,,,,,,,,,23359000.0,3196000.0,,12905000.0,,1262000.0,,,,,,,-13000.0,,-1082000.0,,-4892000.0,-5332000.0,-5332000.0,,,,,-4203000.0,,,-689000.0,,,,,,,,,,,,,,,,,,,55000.0,,,,,,,,,,,,,,13000.0,,440000.0,0.01,2000000.0,2938.3617,0.0,43000.0,,,,,,,,,,,,,,,,,59000.0,934000.0,,,750000.0,,330000.0,-260773000.0,,,0.0,,,21000.0,554000.0,1837000.0,,1663000.0,114000.0,,,,,0.0,,,,,,,,,,,-20163000.0,,,,,,,,,,302000.0,,,,,,163.0,4000.0,741000.0,,24145488.0,,24145488.0
2012-06-30,2012-08-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,2410000.0,,857000.0,,,240501000.0,,,,108000.0,,,11000.0,38864778.0,2437000.0,2031000.0,,,,,,,,,588000.0,,,,,,,,,,,,0.01,130000000.0,24163918.0,,242000.0,,,,,,63000.0,2142000.0,,,,,,248000.0,2829000.0,,,,,,,,,,,,,,,,,,,,,,,,19000.0,-9410000.0,431000.0,9410000.0,7517000.0,,,,,-0.46,-0.46,-0.46,,,,,,,,104000.0,,22000.0,44000.0,44000.0,44000.0,44000.0,,302000.0,,,1406000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,169000.0,,,,,264000.0,,281000.0,0.0,,,,,,,,,,,33510000.0,2437000.0,,14046000.0,,60000.0,,,,,,,,,,,-10600000.0,-11039000.0,-11039000.0,,,,,-9148000.0,,,-1452000.0,,,,,,,,,,,,,,,,,,,51000.0,,,,,,,,,,,,,,,,439000.0,0.01,2000000.0,2938.3617,0.0,44000.0,,,,,,,,,,,,,,,,,53000.0,788000.0,,,654000.0,330000.0,,-271812000.0,,,0.0,,,15000.0,615000.0,690000.0,2750000.0,1406000.0,,,,,,510000.0,,,,,,,,,,,-31073000.0,,,,,,,,,,232000.0,,,,,,163.0,4000.0,431000.0,,24160686.0,24160686.0,24160686.0
